Instance,Runtime,Dual_Bound,Primal_Bound,Lambdas,Optimal_Lambda,Optimal_Value
21,0.0,"[0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036]","[0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036, 0.49996679169333036]","[0.4366280296811079, 0.6549420445216618, 0.5457850371013848, 0.49120653339124637, 0.5184957852463156, 0.504851159318781, 0.49802884635501365, 0.5014400028368973, 0.49973442459595546, 0.5005872137164263, 0.5001608191561909, 0.4999476218760732, 0.500054220516132, 0.5000009211961026, 0.4999742715360879, 0.4999609467060806, 0.4999676091210843, 0.49996427791358244, 0.49996594351733337, 0.4999651107154579]",0.4999651107154579,0.49996679169333036
22,0.0,"[0.4722496658467603, 0.4722496658467603, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.4682156386225227, 0.46821557377922896, 0.46821557377922896, 0.46821557377922896]","[-inf, 0.0, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263, 0.46821563862252263]","[0.3635639106782016, 0.5453458660173024, 0.454454888347752, 0.4999003771825272, 0.4771776327651396, 0.46581626055644576, 0.47149694666079267, 0.4686566036086192, 0.4672364320825325, 0.46794651784557584, 0.4683015607270975, 0.46812403928633667, 0.46821280000671706, 0.4682571803669073, 0.46823499018681214, 0.4682238950967646, 0.46821834755174085, 0.46821557377922896, 0.468214186892973, 0.468214880336101]",0.468214880336101,0.46821563862252263
23,0.0,"[0.5684347569654981, 0.5684347569654981, 0.5684347569654981, 0.5684347569654981, 0.5684347569654981, 0.5684347569654981, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.5684346753998097, 0.5684346753998097]","[0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498, 0.568434756965498]","[0.46715219355508575, 0.7007282903326286, 0.5839402419438572, 0.5255462177494714, 0.5547432298466644, 0.5693417358952608, 0.5620424828709626, 0.5656921093831118, 0.5675169226391863, 0.5684293292672236, 0.5688855325812422, 0.5686574309242329, 0.5685433800957282, 0.5684863546814759, 0.5684578419743498, 0.5684435856207867, 0.5684364574440051, 0.5684328933556143, 0.5684346753998097, 0.5684337843777121]",0.5684337843777121,0.568434756965498
24,0.0,"[0.46397873292887837, 0.46397873292887837, 0.46113817047717276, 0.46113817047717276, 0.46113817047717276, 0.46113817047717276, 0.46113817047717276, 0.46113817047717276, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265, 0.46113817047717265]","[-inf, 0.0, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727, 0.4611381704771727]","[0.36716030097665553, 0.5507404514649833, 0.4589503762208194, 0.5048454138429014, 0.4818978950318604, 0.4704241356263399, 0.4646872559235796, 0.46181881607219954, 0.4603845961465095, 0.4596674861836645, 0.4593089312022419, 0.4594882086929532, 0.4595778474383089, 0.459533028065631, 0.45955543775196994, 0.4595442329088005, 0.4595498353303852, 0.45955263654117756, 0.4595540371465737, 0.45955333684387567]",0.45955333684387567,0.4611381704771727
25,0.0,"[0.4777421360888802, 0.4777421360888802, 0.4628099259558829, 0.4628099259558829, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.46246097155939364, 0.4624609715593936, 0.4624609715593936, 0.4624609715593936]","[-inf, 0.0, 0.0, 0.0, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937, 0.4624609715593937]","[0.34372963161601383, 0.5155944474240207, 0.42966203952001725, 0.472628243472019, 0.45114514149601814, 0.4404035905080177, 0.4457743660020179, 0.44845975374901803, 0.4498024476225181, 0.44913110068576806, 0.44946677415414305, 0.44963461088833057, 0.4497185292554243, 0.44967657007187745, 0.4496975496636509, 0.44970803945953763, 0.449713284357481, 0.4497159068064527, 0.4497145955819668, 0.44971393996972386]",0.44971393996972386,0.4624609715593937
26,0.0,"[0.5504207042118356, 0.5504207042118356, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355]","[0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355, 0.5504207042118355]","[0.415091619709026, 0.6226374295635391, 0.5188645246362825, 0.4669780721726543, 0.4410348459408402, 0.45400645905674725, 0.4475206524987937, 0.4507635557777705, 0.4491421041382821, 0.4499528299580263, 0.4503581928678984, 0.4505608743228344, 0.45066221505030246, 0.4507128854140365, 0.4507382205959035, 0.450750888186837, 0.4507572219823037, 0.4507603888800371, 0.4507619723289038, 0.45076276405333715]",0.45076276405333715,0.5504207042118355
27,0.0,"[0.3755361891288585, 0.3755361891288585, 0.3755361891288585, 0.3713707255124445, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443, 0.37137072551244443]","[-inf, 0.0, 0.0, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445, 0.3713707255124445]","[0.3097813207852927, 0.46467198117793906, 0.3872266509816159, 0.3485039858834543, 0.3678653184325351, 0.3775459847070755, 0.3727056515698053, 0.3702854850011702, 0.37149556828548774, 0.370890526643329, 0.3711930474644084, 0.3713443078749481, 0.3714199380802179, 0.371382122977583, 0.37136321542626555, 0.37137266920192424, 0.37136794231409487, 0.3713655788701802, 0.3713667605921375, 0.37136735145311617]",0.37136735145311617,0.3713707255124445
28,0.0,"[0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714]","[0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714, 0.39858186074665714]","[0.3327134463056874, 0.4990701694585311, 0.4158918078821092, 0.3743026270938983, 0.39509721748800375, 0.4054945126850565, 0.40029586508653014, 0.39769654128726695, 0.39899620318689855, 0.39834637223708275, 0.3986712877119907, 0.39850882997453674, 0.3985900588432637, 0.3985494444089002, 0.398569751626082, 0.39857990523467285, 0.3985849820389683, 0.3985824436368206, 0.3985811744357467, 0.3985805398352098]",0.3985805398352098,0.39858186074665714
29,0.0,"[0.5782853247536812, 0.5782853247536812, 0.5782853247536812, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722708557427068, 0.5722705902984773]","[-inf, 0.0, 0.0, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066, 0.5722708557427066]","[0.4767531819547616, 0.7151297729321424, 0.5959414774434519, 0.5363473296991068, 0.5661444035712794, 0.5810429405073656, 0.5735936720393224, 0.5698690378053008, 0.5717313549223116, 0.572662513480817, 0.5721969342015643, 0.5724297238411906, 0.5723133290213774, 0.5722551316114708, 0.5722842303164242, 0.5722696809639475, 0.5722769556401859, 0.5722733183020667, 0.5722714996330072, 0.5722705902984773]",0.5722705902984773,0.5722708557427066
30,0.0,"[0.45860991620052577, 0.45860991620052577, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257]","[0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257, 0.4586099162005257]","[0.3155066168059408, 0.47325992520891114, 0.394383271007426, 0.3549449439066834, 0.3352257803563121, 0.34508536213149776, 0.3500151530190906, 0.352480048462887, 0.3512476007409888, 0.3506313768800397, 0.3509394888105143, 0.35109354477575155, 0.35117057275837016, 0.3511320587670609, 0.35111280177140625, 0.3511031732735789, 0.35110798752249256, 0.3511103946469494, 0.35110919108472094, 0.35110979286583516]",0.35110979286583516,0.4586099162005257
31,0.0,"[0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178, 0.5852970225283178]","[0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318, 0.585297022528318]","[0.4530878434584326, 0.6796317651876489, 0.5663598043230408, 0.6229957847553449, 0.5946777945391928, 0.5805187994311167, 0.5875982969851548, 0.5840585482081357, 0.5822886738196262, 0.583173611013881, 0.5836160796110084, 0.583837313909572, 0.5837266967602902, 0.5836713881856492, 0.5836990424729698, 0.58371286961663, 0.5837197831884602, 0.5837232399743753, 0.5837249683673327, 0.5837258325638115]",0.5837258325638115,0.585297022528318
32,0.0,"[0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816, 0.5875327959066816]","[0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817]","[0.41959124908080053, 0.6293868736212008, 0.5244890613510007, 0.5769379674861008, 0.5507135144185508, 0.5638257409523257, 0.5703818542192133, 0.573659910852657, 0.5720208825359352, 0.5728403966942961, 0.5732501537734765, 0.5734550323130667, 0.5733525930432717, 0.5733013734083741, 0.5732757635909254, 0.5732885684996497, 0.5732949709540118, 0.5732981721811929, 0.5732997727947835, 0.5732989724879882]",0.5732989724879882,0.5875327959066817
33,0.0,"[0.5595808731475072, 0.5595808731475072, 0.5583453308506808, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666933, 0.5560818730666933, 0.5560818730666933, 0.5560818730666933, 0.5560818730666933]","[-inf, 0.0, 0.0, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934, 0.5560818730666934]","[0.44667626468054467, 0.670014397020817, 0.5583453308506808, 0.5025107977656127, 0.5304280643081467, 0.5443866975794138, 0.5513660142150474, 0.5548556725328642, 0.5566005016917726, 0.5557280871123184, 0.5561642944020455, 0.5559461907571819, 0.5560552425796137, 0.5561097684908296, 0.5560825055352216, 0.5560688740574177, 0.5560620583185156, 0.5560654661879667, 0.5560671701226922, 0.5560680220900549]",0.5560680220900549,0.5560818730666934
34,0.0,"[0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615]","[0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615]","[0.3359569087992222, 0.5039353631988333, 0.41994613599902775, 0.4619407495989305, 0.4409434427989791, 0.43044478939900344, 0.4356941160989913, 0.43831877944898523, 0.4396311111239822, 0.4402872769614806, 0.4406153598802299, 0.44077940133960447, 0.44069738060991714, 0.4407383909747608, 0.44075889615718267, 0.44076914874839357, 0.440774275043999, 0.44077683819180175, 0.44077811976570314, 0.4407787605526538]",0.4407787605526538,0.44249727979186615
35,0.0,"[0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313, 0.6298634415132313]","[0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314, 0.6298634415132314]","[0.4310358387711236, 0.2155179193855618, 0.3232768790783427, 0.37715635892473315, 0.4040960988479284, 0.417565968809526, 0.4108310338287272, 0.4141985013191266, 0.4158822350643263, 0.41504036819172646, 0.4154613016280264, 0.41525083490987647, 0.41535606826895144, 0.4154086849484889, 0.41543499328825767, 0.41544814745814207, 0.41545472454308424, 0.4154580130855553, 0.41545965735679086, 0.4154604794924086]",0.4154604794924086,0.6298634415132314
36,0.0,"[0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229598520527739]","[0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193, 0.6229605602259193]","[0.4291784436179734, 0.6437676654269602, 0.5364730545224667, 0.5901203599747135, 0.6169440127008368, 0.6303558390638985, 0.6236499258823676, 0.6202969692916022, 0.6219734475869849, 0.6228116867346762, 0.6232308063085219, 0.6230212465215991, 0.6229164666281377, 0.6229688565748683, 0.622942661601503, 0.6229557590881857, 0.622962307831527, 0.6229590334598563, 0.6229606706456916, 0.6229598520527739]",0.6229598520527739,0.6229605602259193
37,0.0,"[0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298, 0.6975114820498298]","[0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.6975114820498299]","[0.480747653358537, 0.2403738266792685, 0.3605607400189027, 0.42065419668871984, 0.4507009250236284, 0.43567756085617415, 0.44318924293990125, 0.4469450839817648, 0.44882300450269663, 0.44976196476316255, 0.4502314448933955, 0.449996704828279, 0.45011407486083727, 0.45017275987711636, 0.4501434173689768, 0.45015808862304657, 0.4501507529960117, 0.45015442080952917, 0.45015625471628784, 0.4501553377629085]",0.4501553377629085,0.6975114820498299
38,0.0,"[0.5327586369465036, 0.5327586369465036, 0.5327586369465036, 0.5233587535872279, 0.5233587535872279, 0.5228569447671954, 0.5226486324945636, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635, 0.5226486324945635]","[-inf, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636, 0.5226486324945636]","[0.4652077809664249, 0.6978116714496374, 0.5815097262080311, 0.5233587535872279, 0.4942832672768264, 0.5088210104320272, 0.5160898820096276, 0.5197243177984278, 0.5179070999040276, 0.5188157088512277, 0.5192700133248278, 0.5194971655616278, 0.5196107416800277, 0.5196675297392277, 0.5196959237688277, 0.5197101207836277, 0.5197030222762277, 0.5197065715299276, 0.5197083461567776, 0.5197074588433526]",0.5197074588433526,0.5226486324945636
39,0.0,"[0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232]","[0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232, 0.6579081217391232]","[0.45974629892405616, 0.6896194483860842, 0.5746828736550702, 0.6321511610205772, 0.6608853047033307, 0.646518232861954, 0.6537017687826423, 0.6572935367429865, 0.6590894207231586, 0.6581914787330725, 0.6577425077380294, 0.657966993235551, 0.6578547504867902, 0.6579108718611706, 0.6578828111739804, 0.6578968415175754, 0.657903856689373, 0.6579073642752717, 0.6579056104823224, 0.6579064873787971]",0.6579064873787971,0.6579081217391232
40,0.0,"[0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.552320381409854, 0.552320381409854, 0.552320381409854]","[0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541, 0.5523203814098541]","[0.43206839654670176, 0.6481025948200526, 0.5400854956833772, 0.5940940452517149, 0.567089770467546, 0.5535876330754617, 0.5468365643794194, 0.5502120987274406, 0.5518998659014511, 0.5527437494884564, 0.5523218076949538, 0.5521108367982024, 0.5522163222465781, 0.552269064970766, 0.5522954363328598, 0.5523086220139068, 0.5523152148544304, 0.552318511274692, 0.5523168630645612, 0.5523160389594958]",0.5523160389594958,0.5523203814098541
41,0.0,"[0.6005934752409188, 0.6005934752409188, 0.6005934752409188, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893508, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507, 0.5858678378893507]","[-inf, 0.0, 0.0, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509, 0.5858678378893509]","[0.4818656012965068, 0.7227984019447602, 0.6023320016206335, 0.5420988014585701, 0.5722154015396018, 0.5571571014990859, 0.5646862515193438, 0.5684508265294728, 0.5665685390244083, 0.5675096827769406, 0.5679802546532067, 0.5677449687150736, 0.5676273257460072, 0.5676861472305403, 0.567715557972807, 0.5677302633439403, 0.5677376160295069, 0.5677412923722902, 0.567743130543682, 0.5677422114579861]",0.5677422114579861,0.5858678378893509
42,0.0,"[0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505]","[0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505, 0.2557855016505]","[0.17902245241601183, 0.2685336786240178, 0.2237780655200148, 0.24615587207201628, 0.25734477534801703, 0.25175032371001665, 0.24895309789101647, 0.25035171080051655, 0.24965240434576652, 0.25000205757314153, 0.25017688418682904, 0.2502642974936728, 0.25030800414709464, 0.25028615082038375, 0.2502970774837392, 0.2503025408154169, 0.2503052724812558, 0.2503066383141752, 0.2503073212306349]",0.2503073212306349,0.2557855016505
