Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
65,0.014000177383422852,"[0.9886626701859953, 0.9862777969864104, 0.9853164908227688, 0.9848799125174157, 0.984672300547354, 0.9845693268995157]","[0.9829470363130957, 0.9842530819099344, 0.9844246203500226, 0.9844646885772916, 0.9844646885772916, 0.9844666484322684]","[0.00019988760053269136, 9.994380026634568e-05, 4.997190013317284e-05, 2.498595006658642e-05, 1.249297503329321e-05, 6.246487516646605e-06]",0.9844666484322684
66,0.010999917984008789,"[0.9876562619929472, 0.9852624517337514, 0.9842620795818553, 0.9837809717069455, 0.9835476398564345, 0.9834313303502229]","[0.9822335780538949, 0.983250009108692, 0.9832854154041344, 0.9833055363852795, 0.9833150208440109, 0.9833150208440109]","[0.00019988742285107424, 9.994371142553712e-05, 4.997185571276856e-05, 2.498592785638428e-05, 1.249296392819214e-05, 6.24648196409607e-06]",0.9833150208440109
67,0.01699995994567871,"[0.988263667575319, 0.9860114865831856, 0.9850751048870122, 0.9846289926670855, 0.9844080459634511, 0.9842975726116345]","[0.9827215712267091, 0.9841054612779634, 0.9841662627173278, 0.984187099259817, 0.984187099259817, 0.984187099259817]","[0.00019990908196038746, 9.995454098019373e-05, 4.9977270490096866e-05, 2.4988635245048433e-05, 1.2494317622524217e-05, 6.247158811262108e-06]",0.984187099259817
68,0.013000011444091797,"[0.9877539389810929, 0.985229828738871, 0.9840930831460181, 0.9835489647877559, 0.983279674721007, 0.9831450511445347]","[0.9822417539231083, 0.9828646260828159, 0.9829929698838563, 0.9830103846542577, 0.9830103846542577, 0.9830123324347534]","[0.0001998837528720313, 9.994187643601565e-05, 4.9970938218007826e-05, 2.4985469109003913e-05, 1.2492734554501956e-05, 6.246367277250978e-06]",0.9830123324347534
69,0.011999845504760742,"[0.9896631904223012, 0.9871814287347147, 0.986066541456057, 0.985531923975836, 0.9852754583570303, 0.9851494018422968]","[0.984327407343853, 0.9848837639724727, 0.984983483063835, 0.9850185872623868, 0.9850233453275641, 0.9850233453275641]","[0.00019997744746643557, 9.998872373321778e-05, 4.999436186660889e-05, 2.4997180933304446e-05, 1.2498590466652223e-05, 6.2492952333261115e-06]",0.9850233453275641
70,0.011999845504760742,"[0.9916238925788236, 0.989548623254783, 0.9886138068745394, 0.988166177782318, 0.9879534347041661, 0.9878490954781717]","[0.9870317281728528, 0.9876177072301862, 0.9877165186485162, 0.9877248539768851, 0.9877433331864474, 0.9877470302334205]","[0.00019988047546850237, 9.994023773425118e-05, 4.997011886712559e-05, 2.4985059433562796e-05, 1.2492529716781398e-05, 6.246264858390699e-06]",0.9877470302334205
71,0.01699995994567871,"[0.989543689191536, 0.9872429150602846, 0.9861903924321992, 0.9856978417989118, 0.9854575058769414, 0.985337520707197]","[0.9846833227596173, 0.9850749746985811, 0.9851923120338957, 0.9852101618724045, 0.9852175355374532, 0.9852175355374532]","[0.00019987901496958224, 9.993950748479112e-05, 4.996975374239556e-05, 2.498487687119778e-05, 1.249243843559889e-05, 6.246219217799445e-06]",0.9852175355374532
72,0.0,"[0.9903160666052307, 0.9883247058065184, 0.9874312869279527, 0.986994964525855, 0.9867812810723023, 0.9866750550656775]","[0.9860637612526293, 0.9865348849079981, 0.9865492032720987, 0.9865675976187508, 0.9865675976187508, 0.9865698455671447]","[0.00019991054229865016, 9.995527114932508e-05, 4.997763557466254e-05, 2.498881778733127e-05, 1.2494408893665635e-05, 6.2472044468328175e-06]",0.9865698455671447
73,0.013000011444091797,"[0.9880397982705396, 0.9857412421350963, 0.9847199710419323, 0.9842327912830166, 0.9839991917401034, 0.9838829536489396]","[0.9823507697488579, 0.983615536761283, 0.9837182809928353, 0.9837635310388184, 0.9837667155577756, 0.9837667155577756]","[0.0001999319917632003, 9.996599588160015e-05, 4.9982997940800075e-05, 2.4991498970400037e-05, 1.2495749485200019e-05, 6.247874742600009e-06]",0.9837667155577756
74,0.009999990463256836,"[0.9889009019296194, 0.9866847150321265, 0.985751629575681, 0.9853162863951784, 0.9851060380915663, 0.9850021592969525]","[0.9836717266544517, 0.9847409059435679, 0.9848544076879293, 0.9848911647801724, 0.984896376220457, 0.984898381906407]","[0.0001999637762525013, 9.998188812625065e-05, 4.999094406312532e-05, 2.499547203156266e-05, 1.249773601578133e-05, 6.248868007890665e-06]",0.984898381906407
75,0.026999950408935547,"[0.9889572368922507, 0.986832079540608, 0.9859428367227963, 0.9855158197131444, 0.9853054036020478, 0.9852001955464994]","[0.9840313424594058, 0.9850075038378043, 0.9850657983366117, 0.9850949874909509, 0.9850949874909509, 0.9850949874909509]","[0.0001999662327521735, 9.998311637608675e-05, 4.999155818804338e-05, 2.499577909402169e-05, 1.2497889547010844e-05, 6.248944773505422e-06]",0.9850949874909509
76,0.003999948501586914,"[0.9880878777708499, 0.9857624419838447, 0.9847869289992542, 0.9843304343279522, 0.9841044568855127, 0.9839920799111962]","[0.9828743378088319, 0.983726172536899, 0.9838662291478486, 0.9838744569161516, 0.9838797029368803, 0.9838797029368803]","[0.00019987546654252474, 9.993773327126237e-05, 4.9968866635631185e-05, 2.4984433317815592e-05, 1.2492216658907796e-05, 6.246108329453898e-06]",0.9838797029368803
77,0.014999866485595703,"[0.9899027262630679, 0.9875914779493463, 0.986600376204143, 0.9861448675334513, 0.9859196848088353, 0.9858075982641871]","[0.9848384897302559, 0.9855307780456427, 0.9856673881440237, 0.9856920455815419, 0.9856955117195396, 0.9856955117195396]","[0.00019995345460116807, 9.997672730058404e-05, 4.998836365029202e-05, 2.499418182514601e-05, 1.2497090912573004e-05, 6.248545456286502e-06]",0.9856955117195396
78,0.012000083923339844,"[0.9889511970326423, 0.9864750811354436, 0.9853919664936828, 0.9848861774847805, 0.9846370779453908, 0.9845148739149322]","[0.9835234950248194, 0.9842512795433319, 0.9843447586649295, 0.984387040908742, 0.9843900181244372, 0.9843927109765442]","[0.00019996097889110885, 9.998048944555443e-05, 4.9990244722777213e-05, 2.4995122361388607e-05, 1.2497561180694303e-05, 6.248780590347152e-06]",0.9843927109765442
79,0.003000020980834961,"[0.9885721088127257, 0.9860735434567178, 0.9849643840346766, 0.9844395369918947, 0.9841840964651447, 0.9840584724648357]","[0.9830581808107878, 0.9837987719472714, 0.9839102118531132, 0.9839273486934355, 0.9839315855374878, 0.9839362738706007]","[0.00019990142878476764, 9.995071439238382e-05, 4.997535719619191e-05, 2.4987678598095955e-05, 1.2493839299047978e-05, 6.246919649523989e-06]",0.9839362738706007
80,0.010999917984008789,"[0.9885655220118182, 0.9863384570086308, 0.9854063801039659, 0.9849572126522469, 0.984734994122795, 0.9846267498235782]","[0.9832257456604965, 0.9844228822831577, 0.9845080452005276, 0.9845080452005276, 0.984518505524361, 0.984518505524361]","[0.00019995394270606832, 9.997697135303416e-05, 4.998848567651708e-05, 2.499424283825854e-05, 1.249712141912927e-05, 6.248560709564635e-06]",0.984518505524361
81,0.019999980926513672,"[0.9891379157308321, 0.9868308987488303, 0.9857987137649399, 0.9853055223339631, 0.9850758137630904, 0.9849633716203656]","[0.984067465780176, 0.9847541836133944, 0.9847782597776413, 0.9848408982333119, 0.9848509294776405, 0.9848509294776405]","[0.00019993583897568533, 9.996791948784266e-05, 4.998395974392133e-05, 2.4991979871960666e-05, 1.2495989935980333e-05, 6.2479949679901665e-06]",0.9848509294776405
82,0.015000104904174805,"[0.9889939108030089, 0.9867837305727701, 0.9858188456638001, 0.9853725838065643, 0.9851546254877865, 0.985046335990189]","[0.9839278243680504, 0.9847908358128424, 0.9849078976504035, 0.9849298905491125, 0.9849380464925919, 0.9849380464925919]","[0.00019996514442980842, 9.998257221490421e-05, 4.9991286107452105e-05, 2.4995643053726052e-05, 1.2497821526863026e-05, 6.248910763431513e-06]",0.9849380464925919
83,0.01699995994567871,"[0.9902031979124153, 0.9879053706541969, 0.9869105348459484, 0.9864403211357763, 0.9862076394980088, 0.9860929146821298]","[0.985136711653279, 0.9858344732709768, 0.9859592811361496, 0.9859749578602415, 0.9859749578602415, 0.9859782941093734]","[0.00019998903041302328, 9.999451520651164e-05, 4.999725760325582e-05, 2.499862880162791e-05, 1.2499314400813955e-05, 6.2496572004069775e-06]",0.9859782941093734
84,0.019999980926513672,"[0.9887142229528965, 0.9861755684716494, 0.9850508447466938, 0.9845376496555719, 0.984288717565258, 0.9841661580105663]","[0.9827641940353362, 0.9838408470951348, 0.9840091788224355, 0.9840307483231553, 0.9840435984558746, 0.9840435984558746]","[0.0001999263199348202, 9.99631599674101e-05, 4.998157998370505e-05, 2.4990789991852526e-05, 1.2495394995926263e-05, 6.2476974979631316e-06]",0.9840435984558746
85,0.018000125885009766,"[0.9887583068606048, 0.986193830241212, 0.9850273195829513, 0.9844715786501609, 0.9842030918836192, 0.9840693566935855]","[0.9830403334275616, 0.9838369762721345, 0.9838893970690288, 0.9839300183159453, 0.9839350586187362, 0.9839379841631773]","[0.00019991853152710065, 9.995926576355032e-05, 4.997963288177516e-05, 2.498981644088758e-05, 1.249490822044379e-05, 6.247454110221895e-06]",0.9839379841631773
86,0.015000104904174805,"[0.9892733892903585, 0.9868994279187066, 0.985880670471254, 0.9853954732714201, 0.9851630870526765, 0.985047923965486]","[0.9844137520075179, 0.984664088353375, 0.9848991237070389, 0.9849163346366367, 0.9849327608782946, 0.9849327608782946]","[0.0001999360618528742, 9.99680309264371e-05, 4.998401546321855e-05, 2.4992007731609275e-05, 1.2496003865804637e-05, 6.248001932902319e-06]",0.9849327608782946
87,0.011999845504760742,"[0.9882280996237454, 0.9857937810837202, 0.9847862613160263, 0.9843188552846142, 0.9840887286888544, 0.9839745053741918]","[0.982650564905251, 0.9836030098544157, 0.9838510741746568, 0.9838576959398325, 0.9838602820595289, 0.9838602820595289]","[0.00019996029854354137, 9.998014927177069e-05, 4.999007463588534e-05, 2.499503731794267e-05, 1.2497518658971336e-05, 6.248759329485668e-06]",0.9838602820595289
88,0.0,"[0.9900657025672092, 0.9874859255419235, 0.9862623946786391, 0.9856822632278199, 0.9854136002146034, 0.9852801587879473]","[0.9847758104053701, 0.9849448095663119, 0.985083008483155, 0.9851394045720123, 0.9851467173612914, 0.9851467173612914]","[0.00019994113275519752, 9.997056637759876e-05, 4.998528318879938e-05, 2.499264159439969e-05, 1.2496320797199845e-05, 6.248160398599922e-06]",0.9851467173612914
89,0.016000032424926758,"[0.9891786059685599, 0.9865640375304897, 0.9854430542465695, 0.9849491423780772, 0.9847044596390868, 0.9845826538128477]","[0.9836627737578261, 0.9842243284805571, 0.9844420813870791, 0.9844597769000956, 0.9844597769000956, 0.9844619082216977]","[0.000199920810294508, 9.9960405147254e-05, 4.9980202573627e-05, 2.49901012868135e-05, 1.249505064340675e-05, 6.247525321703375e-06]",0.9844619082216977
90,0.016000032424926758,"[0.9898000740405922, 0.9875744364346583, 0.9865968204370419, 0.9861260272339828, 0.9858937959116623, 0.9857776802505017]","[0.9846741534035317, 0.9855806745247632, 0.9856291853744175, 0.9856615645893412, 0.9856615645893412, 0.9856615645893412]","[0.00019996808589625985, 9.998404294812993e-05, 4.999202147406496e-05, 2.499601073703248e-05, 1.249800536851624e-05, 6.24900268425812e-06]",0.9856615645893412
91,0.016000032424926758,"[0.9899390120129268, 0.987859840832978, 0.9869423188132956, 0.9865048096687429, 0.9862865388976516, 0.9861774035121057]","[0.9851505321144315, 0.9859390660086903, 0.986061510540937, 0.98606826812656, 0.98606826812656, 0.98606826812656]","[0.0001999760641228889, 9.998803206144445e-05, 4.9994016030722224e-05, 2.4997008015361112e-05, 1.2498504007680556e-05, 6.249252003840278e-06]",0.98606826812656
92,0.01699995994567871,"[0.9881052539242173, 0.9855317912033941, 0.9844939777529564, 0.983999230724018, 0.9837648296597561, 0.9836491173670219]","[0.9819984924960028, 0.9832930508788805, 0.9834840564127285, 0.9835278504910692, 0.9835334050742877, 0.9835334050742877]","[0.00019997447662770023, 9.998723831385012e-05, 4.999361915692506e-05, 2.499680957846253e-05, 1.2498404789231265e-05, 6.249202394615632e-06]",0.9835334050742877
93,0.01699995994567871,"[0.9890268138365917, 0.986518555501188, 0.98549406670986, 0.9850098361847645, 0.9847720444312943, 0.9846563524113958]","[0.9833245898600742, 0.9844164846291706, 0.9845145737616264, 0.9845278981602064, 0.9845371785752135, 0.9845427582610513]","[0.00019997855720648908, 9.998927860324454e-05, 4.999463930162227e-05, 2.4997319650811135e-05, 1.2498659825405568e-05, 6.249329912702784e-06]",0.9845427582610513
94,0.01699995994567871,"[0.987399528790987, 0.985193980917747, 0.9842193697563999, 0.983745919905075, 0.9835129869574719, 0.9833965204836697]","[0.9826659411165252, 0.9831574559747774, 0.983251251196543, 0.9832800540098681, 0.9832800540098681, 0.9832800540098681]","[0.00019990687406340541, 9.995343703170271e-05, 4.9976718515851354e-05, 2.4988359257925677e-05, 1.2494179628962838e-05, 6.247089814481419e-06]",0.9832800540098681
95,0.0,"[0.9890424721794462, 0.9867246308041406, 0.9856642649730861, 0.9851835624616905, 0.9849492897545139, 0.9848328609804928]","[0.9839937434854231, 0.984506798415599, 0.9846795850332007, 0.984712310270224, 0.9847164322064728, 0.9847164322064728]","[0.00019995839466196703, 9.997919733098352e-05, 4.998959866549176e-05, 2.499479933274588e-05, 1.249739966637294e-05, 6.24869983318647e-06]",0.9847164322064728
96,0.0,"[0.9897225699779962, 0.9872939705317587, 0.986281175537349, 0.9857961568095396, 0.9855589722746806, 0.9854403800072511]","[0.9844605933243307, 0.9851527492981008, 0.9852993779833646, 0.985321787739822, 0.985321787739822, 0.985321787739822]","[0.0001998700510140675, 9.993502550703375e-05, 4.9967512753516876e-05, 2.4983756376758438e-05, 1.2491878188379219e-05, 6.2459390941896095e-06]",0.985321787739822
97,0.01699995994567871,"[0.9889197947652665, 0.9867340022462575, 0.985740789972101, 0.9852654510528814, 0.9850386067504292, 0.9849309149606051]","[0.9838073571859731, 0.9847033526488465, 0.9847789404707119, 0.9848009504994171, 0.9848232231707825, 0.9848232231707825]","[0.00019991318687947367, 9.995659343973683e-05, 4.997829671986842e-05, 2.498914835993421e-05, 1.2494574179967104e-05, 6.247287089983552e-06]",0.9848232231707825
98,0.03299999237060547,"[0.9897330261612262, 0.9872385121130365, 0.9861308288494829, 0.9856225533972378, 0.985380639919839, 0.985261967120878]","[0.9841471919606051, 0.9848784382321395, 0.9851008548990551, 0.9851245146692218, 0.9851401703117207, 0.9851440172220286]","[0.00019997601807933237, 9.998800903966618e-05, 4.999400451983309e-05, 2.4997002259916546e-05, 1.2498501129958273e-05, 6.2492505649791365e-06]",0.9851440172220286
99,0.015999794006347656,"[0.9891121333149103, 0.9866669985616676, 0.9856040184872411, 0.9851078680416285, 0.9848666102322741, 0.9847481690930017]","[0.983278920213165, 0.9844891321282067, 0.9845814518070612, 0.9846212779364676, 0.9846297279537288, 0.9846297279537288]","[0.0001999030800908747, 9.995154004543734e-05, 4.997577002271867e-05, 2.4987885011359336e-05, 1.2493942505679668e-05, 6.246971252839834e-06]",0.9846297279537288
100,0.006999969482421875,"[0.9903287280388383, 0.9880189561793297, 0.9870542906763489, 0.9866024647664428, 0.9863824926881217, 0.9862755042880693]","[0.9849424683636905, 0.9859693947612853, 0.9861310372443634, 0.9861578766752739, 0.9861683962850185, 0.986169377193625]","[0.00019997042232923652, 9.998521116461826e-05, 4.999260558230913e-05, 2.4996302791154565e-05, 1.2498151395577283e-05, 6.249075697788641e-06]",0.986169377193625
