Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
11,0.003000020980834961,0.7270337917592884,"[0, 0.499988644077684, 0.749982966116526, 0.624985805097105, 0.6874843856068156, 0.7187336758616708, 0.7343583209890985, 0.7265459984253846, 0.7304521597072415, 0.7284990790663131, 0.7275225387458488, 0.7270342685856167, 0.7267901335055007, 0.7269122010455586, 0.7269732348155877, 0.7270037517006023, 0.7270190101431095, 0.7270266393643632, 0.7270304539749899, 0.7270323612803034, 0.72703331493296, 0.7270342685856167]","[0.9863670643430271, 0.7891942153283343, 0.749982966116526, 0.7502194336459846, 0.7339021378032031, 0.727177807852943, 0.7343583209890985, 0.727177807852943, 0.7304521597072415, 0.7284990790663131, 0.7275225387458488, 0.7271778078529428, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.727177807852943, 0.7271778078529431, 0.727177807852943, 0.7271778078529431, 0.727177807852943, 0.727177807852943, 0.7271778078529428]"
12,0.0009999275207519531,0.7293433735654267,"[0, 0.49973369469499695, 0.7496005420424954, 0.6246671183687462, 0.6871338302056208, 0.7183671861240581, 0.7339838640832768, 0.7261755251036675, 0.7300796945934721, 0.7281276098485698, 0.729103652221021, 0.7295916734072465, 0.7293476628141338, 0.7292256575175774, 0.7292866601658556, 0.7293171614899947, 0.7293324121520642, 0.729340037483099, 0.7293438501486164, 0.7293419438158577, 0.7293428969822371, 0.7293438501486164]","[0.9842737654445447, 0.7914079210343848, 0.7496005420424954, 0.7541503633113681, 0.7376801752512354, 0.7306030324598172, 0.7339838640832768, 0.7293827854520811, 0.7300796945934721, 0.7293757264599355, 0.7293757264599355, 0.7295916734072465, 0.7293757264599354, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599355, 0.7293757264599354, 0.7293757264599355, 0.7293757264599355, 0.7293757264599354]"
13,0.0,0.7256757841034884,"[0, 0.4999314817159756, 0.7498972225739634, 0.6249143521449695, 0.6874057873594664, 0.7186515049667149, 0.7342743637703392, 0.726462934368527, 0.722557219667621, 0.724510077018074, 0.7254865056933005, 0.7259747200309138, 0.7257306128621072, 0.7256085592777038, 0.7256695860699055, 0.7257000994660063, 0.7256848427679559, 0.7256772144189307, 0.7256734002444181, 0.7256753073316744, 0.7256762608753026, 0.7256762608753026]","[0.9856055215045092, 0.7893564484151451, 0.7498972225739634, 0.7491768805885451, 0.7311881106368847, 0.7256771917419065, 0.7342743637703392, 0.726462934368527, 0.7256771917419065, 0.7256771917419064, 0.7256771917419064, 0.7259747200309138, 0.7257306128621072, 0.7256771917419064, 0.7256771917419065, 0.7257000994660063, 0.7256848427679559, 0.7256772144189307, 0.7256771917419065, 0.7256771917419065, 0.7256771917419064, 0.7256771917419064]"
14,0.0,0.7232336587030908,"[0, 0.4997166278056816, 0.7495749417085225, 0.6246457847571021, 0.6871103632328123, 0.7183426524706673, 0.7339587970895949, 0.7261507247801311, 0.7222466886253992, 0.7241987067027651, 0.7232226976640821, 0.7237107021834236, 0.7234666999237529, 0.7233446987939175, 0.7232836982289998, 0.723253197946541, 0.7232379478053115, 0.7232303227346968, 0.7232341352700041, 0.7232322290023505, 0.7232331821361773, 0.7232341352700041]","[0.9824369249628131, 0.7825415688357044, 0.7495749417085225, 0.7436343298126777, 0.729233185138265, 0.7233178330066677, 0.7339587970895949, 0.7261507247801311, 0.7232361962066012, 0.7241987067027651, 0.7232361962066012, 0.7237107021834236, 0.7234666999237529, 0.7233446987939175, 0.7232836982289998, 0.723253197946541, 0.7232379478053115, 0.7232361962066012, 0.7232361962066011, 0.7232361962066012, 0.7232361962066012, 0.7232361962066011]"
15,0.0,0.7201947447050199,"[0, 0.4998275339215192, 0.7497413008822787, 0.6247844174018989, 0.6872628591420888, 0.7185020800121837, 0.7341216904472312, 0.7263118852297075, 0.7224069826209456, 0.7204545313165647, 0.7194783056643742, 0.7199664184904695, 0.7202104749035171, 0.7200884466969932, 0.7201494608002552, 0.7201799678518861, 0.7201952213777016, 0.7201875946147939, 0.7201914079962477, 0.7201933146869747, 0.7201942680323381, 0.7201952213777016]","[0.9825146879516954, 0.7805538409098749, 0.7497413008822787, 0.7396595736775471, 0.7264529425357247, 0.7236879062366215, 0.7341216904472312, 0.7263118852297075, 0.7236879062366214, 0.7236879062366214, 0.7236879062366215, 0.7236879062366215, 0.7236879062366214, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366214, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366215, 0.7236879062366214]"
16,0.002000093460083008,0.7245386370750078,"[0, 0.4999567819599535, 0.7499351729399303, 0.624945977449942, 0.6874405751949362, 0.7186878740674332, 0.7343115235036817, 0.7264996987855574, 0.7225937864264953, 0.7245467426060264, 0.7235702645162608, 0.7240585035611435, 0.724302623083585, 0.7244246828448057, 0.7244857127254161, 0.7245162276657212, 0.7245314851358737, 0.72453911387095, 0.7245352995034119, 0.7245372066871809, 0.7245381602790655, 0.72453911387095]","[0.9850322880654324, 0.786949281113874, 0.7499351729399303, 0.745916322501245, 0.7282314380546037, 0.725386272676889, 0.7343115235036817, 0.7264996987855574, 0.7253862726768892, 0.725386272676889, 0.7253862726768892, 0.7253862726768892, 0.725386272676889, 0.725386272676889, 0.725386272676889, 0.7253862726768892, 0.725386272676889, 0.725386272676889, 0.7253862726768892, 0.725386272676889, 0.7253862726768892, 0.725386272676889]"
17,0.003000020980834961,0.7296860875967639,"[0, 0.4998235037348791, 0.7497352556023187, 0.6247793796685989, 0.6872573176354588, 0.7184962866188888, 0.7341157711106037, 0.7263060288647463, 0.730210899987675, 0.7282584644262107, 0.7292346822069429, 0.729722791097309, 0.7294787366521259, 0.7296007638747175, 0.7296617774860132, 0.7296922842916611, 0.7296770308888372, 0.7296846575902491, 0.7296884709409551, 0.7296865642656021, 0.7296856109279256, 0.7296865642656021]","[0.9842478546413121, 0.7905830041315901, 0.7497352556023187, 0.750654240596362, 0.7328508087210222, 0.729687475261924, 0.7341157711106037, 0.7296874752619242, 0.730210899987675, 0.7296874752619241, 0.729687475261924, 0.729722791097309, 0.729687475261924, 0.729687475261924, 0.729687475261924, 0.7296922842916611, 0.729687475261924, 0.729687475261924, 0.7296884709409551, 0.729687475261924, 0.7296874752619241, 0.729687475261924]"
18,0.0,0.7225496091825603,"[0, 0.49977814783693625, 0.7496672217554043, 0.6247226847961703, 0.6871949532757873, 0.7184310875155958, 0.7340491546355001, 0.726240121075548, 0.722335604295572, 0.72428786268556, 0.723311733490566, 0.7228236688930689, 0.7225796365943205, 0.7224576204449462, 0.7225186285196333, 0.7225491325569768, 0.7225643845756486, 0.7225567585663127, 0.7225529455616448, 0.7225510390593108, 0.7225500858081438, 0.7225500858081438]","[0.9837911666273961, 0.7891679812119522, 0.7496672217554043, 0.7488978401490087, 0.7307621728817496, 0.7231747401859419, 0.7340491546355001, 0.726240121075548, 0.722566139072091, 0.72428786268556, 0.723311733490566, 0.7228236688930689, 0.7225796365943205, 0.7225504677477109, 0.7225504677477108, 0.7225504677477109, 0.7225643845756486, 0.7225567585663127, 0.7225529455616448, 0.7225510390593108, 0.7225504677477108, 0.7225504677477108]"
19,0.01699995994567871,0.7285583787639638,"[0, 0.4999517884426193, 0.749927682663929, 0.6249397355532741, 0.6874337091086016, 0.7186806958862653, 0.7343041892750971, 0.7264924425806811, 0.7303983159278891, 0.7284453792542851, 0.7294218475910871, 0.728933613422686, 0.7286894963384856, 0.7285674377963853, 0.7285064085253352, 0.7285369231608603, 0.7285521804786228, 0.7285598091375041, 0.7285559948080634, 0.7285579019727837, 0.7285588555551439, 0.7285588555551439]","[0.985663508936462, 0.7881749041903386, 0.749927682663929, 0.7476883308216432, 0.7324411461389059, 0.7285594724364504, 0.7343041892750971, 0.7285594724364505, 0.7303983159278891, 0.7285594724364504, 0.7294218475910871, 0.728933613422686, 0.7286894963384856, 0.7285674377963853, 0.7285594724364505, 0.7285594724364505, 0.7285594724364504, 0.7285598091375041, 0.7285594724364504, 0.7285594724364505, 0.7285594724364504, 0.7285594724364504]"
20,0.0,0.7257888363653551,"[0, 0.49996534930192166, 0.7499480239528825, 0.6249566866274021, 0.6874523552901424, 0.7187001896215124, 0.7343241067871975, 0.726512148204355, 0.7226061689129337, 0.7245591585586444, 0.7255356533814996, 0.7260239007929272, 0.7257797770872134, 0.7259018389400703, 0.7258408080136418, 0.7258102925504276, 0.7257950348188205, 0.7257874059530169, 0.7257912203859187, 0.7257893131694678, 0.7257883595612424, 0.7257893131694678]","[0.9859342041620117, 0.7844260777817819, 0.7499480239528825, 0.7432062385294801, 0.7286191254859575, 0.7257899244781673, 0.7343241067871975, 0.726512148204355, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671, 0.7260239007929272, 0.7257899244781671, 0.7259018389400703, 0.7258408080136418, 0.7258102925504276, 0.7257950348188205, 0.7257899244781671, 0.7257912203859187, 0.7257899244781671, 0.7257899244781671, 0.7257899244781671]"
21,0.0,0.7226238061647173,"[0, 0.4996402872671428, 0.7494604309007142, 0.6245503590839285, 0.6870053949923214, 0.7182329129465178, 0.7338466719236161, 0.726039792435067, 0.7221363526907925, 0.7240880725629297, 0.7231122126268611, 0.7226242826588267, 0.7223803176748096, 0.7225023001668182, 0.7225632914128224, 0.7225937870358246, 0.7226090348473256, 0.7226166587530762, 0.7226204707059515, 0.7226223766823892, 0.7226233296706079, 0.7226242826588267]","[0.9837223048971122, 0.7839039291504917, 0.7494604309007142, 0.7436605085720545, 0.7265189031043501, 0.7226332866402025, 0.7338466719236161, 0.726039792435067, 0.7226332866402025, 0.7240880725629297, 0.7231122126268611, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025, 0.7226332866402025]"
22,0.0,0.7205214036697488,"[0, 0.49988484209209294, 0.7498272631381394, 0.6248560526151161, 0.6873416578766278, 0.7185844605073837, 0.7342058618227616, 0.7263951611650726, 0.7224898108362281, 0.7205371356718059, 0.7195607980895948, 0.7200489668807004, 0.7202930512762531, 0.7204150934740294, 0.7204761145729177, 0.7205066251223617, 0.7205218803970839, 0.7205142527597228, 0.7205180665784033, 0.7205199734877437, 0.7205209269424138, 0.7205218803970839]","[0.9843400265644294, 0.7899266687951232, 0.7498272631381394, 0.748657788683003, 0.7308784562020068, 0.7254357356190073, 0.7342058618227616, 0.7263951611650726, 0.7254357356190072, 0.7254357356190072, 0.7254357356190073, 0.7254357356190073, 0.7254357356190072, 0.7254357356190073, 0.7254357356190073, 0.7254357356190072, 0.7254357356190072, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190073, 0.7254357356190072]"
23,0.0,0.7239337035030391,"[0, 0.4997340414391789, 0.7496010621587683, 0.6246675517989736, 0.6871343069788709, 0.7183676845688196, 0.733984373363794, 0.7261760289663068, 0.7222718567675632, 0.724223942866935, 0.7232478998172491, 0.7237359213420921, 0.7239799321045135, 0.7238579267233027, 0.7239189294139081, 0.7239494307592108, 0.7239341800865595, 0.7239265547502338, 0.7239303674183967, 0.723932273752478, 0.7239332269195188, 0.7239341800865595]","[0.9840032854399048, 0.7850321611381067, 0.7496010621587683, 0.7449029642503326, 0.7295197000000833, 0.7239425106237412, 0.733984373363794, 0.7261760289663068, 0.7239425106237412, 0.724223942866935, 0.7239425106237412, 0.7239425106237412, 0.7239799321045135, 0.7239425106237412, 0.7239425106237412, 0.7239494307592108, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412, 0.7239425106237412]"
24,0.0,0.7210494105123573,"[0, 0.4996409066639301, 0.7494613599958951, 0.6245511333299126, 0.6870062466629039, 0.7182338033293996, 0.7338475816626473, 0.7260406924960234, 0.7221372479127115, 0.7201855256210555, 0.7211613867668836, 0.7206734561939696, 0.7209174214804266, 0.7210394041236551, 0.7211003954452693, 0.7210698997844622, 0.7210546519540586, 0.7210470280388568, 0.7210508399964577, 0.7210489340176572, 0.7210498870070574, 0.7210498870070574]","[0.9848227699965807, 0.7855153165891868, 0.7494613599958951, 0.7446088551125406, 0.7271141919333104, 0.7210501068452961, 0.7338475816626473, 0.7260406924960234, 0.7221372479127115, 0.7210501068452961, 0.7211613867668836, 0.7210501068452961, 0.721050106845296, 0.7210501068452961, 0.7211003954452693, 0.7210698997844622, 0.7210546519540586, 0.721050106845296, 0.7210508399964577, 0.7210501068452961, 0.7210501068452961, 0.7210501068452961]"
25,0.0,0.6842879600921307,"[0, 0.49949351730795377, 0.7492402759619307, 0.6243668966349423, 0.6868035862984365, 0.6555852414666894, 0.671194413882563, 0.6789990000904997, 0.6829012931944681, 0.6848524397464524, 0.6838768664704602, 0.6843646531084563, 0.6841207597894583, 0.6842427064489573, 0.6843036797787068, 0.6842731931138321, 0.6842884364462694, 0.6842808147800508, 0.6842846256131601, 0.6842865310297147, 0.684287483737992, 0.6842884364462694]","[0.9836370493222668, 0.7828741528407032, 0.7492402759619307, 0.7414564824247287, 0.7277341053550834, 0.7335128789058668, 0.7300227812333747, 0.7285671359919033, 0.727951701283061, 0.7277341053550834, 0.7277978426058505, 0.7277341053550835, 0.7277593779365479, 0.7277401456018966, 0.7277341053550834, 0.7277353375182336, 0.7277341053550834, 0.727734135497318, 0.7277341053550835, 0.7277341053550835, 0.7277341053550835, 0.7277341053550834]"
26,0.016000032424926758,0.7265731147206831,"[0, 0.4997767211299776, 0.7496650816949664, 0.6247209014124719, 0.6871929915537192, 0.7184290366243428, 0.7340470591596546, 0.7262380478919988, 0.7301425535258267, 0.7281903007089128, 0.7272141743004558, 0.7267261110962273, 0.726482079494113, 0.7266040952951702, 0.7265430873946417, 0.726573591344906, 0.7265583393697739, 0.72656596535734, 0.7265697783511229, 0.7265716848480144, 0.7265726380964601, 0.726573591344906]","[0.9855695377000174, 0.786653498183045, 0.7496650816949664, 0.7465807166702253, 0.7299764948566828, 0.7266778470273183, 0.7340470591596546, 0.7266778470273183, 0.7301425535258267, 0.7281903007089128, 0.7272141743004558, 0.7267261110962273, 0.7266778470273183, 0.7266778470273183, 0.7266778470273184, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183, 0.7266778470273184, 0.7266778470273183, 0.7266778470273183, 0.7266778470273183]"
27,0.0,0.7281646015959278,"[0, 0.4998065183767962, 0.7497097775651943, 0.6247581479709953, 0.6872339627680948, 0.7184718701666446, 0.7340908238659194, 0.726281347016282, 0.7301860854411006, 0.7282337162286914, 0.7272575316224867, 0.7277456239255891, 0.7279896700771402, 0.7281116931529158, 0.7281727046908035, 0.7281421989218597, 0.7281574518063316, 0.7281650782485676, 0.7281612650274496, 0.7281631716380086, 0.7281641249432881, 0.7281650782485676]","[0.984920166344615, 0.790156088064496, 0.7497097775651943, 0.7519807935725387, 0.7362474423694206, 0.7294983376896838, 0.7340908238659194, 0.7292797507693822, 0.7301860854411006, 0.7292797507693821, 0.7292797507693822, 0.7292797507693822, 0.7292797507693823, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693823, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822, 0.7292797507693822]"
28,0.0,0.7175359772921484,"[0, 0.49992857455868145, 0.7498928618380222, 0.6249107181983518, 0.687401790018187, 0.7186473259281045, 0.7030245579731458, 0.7108359419506252, 0.7147416339393649, 0.7166944799337347, 0.7176709029309196, 0.7171826914323272, 0.7174267971816234, 0.7175488500562714, 0.7174878236189475, 0.7175183368376095, 0.7175335934469405, 0.717541221751606, 0.7175374075992732, 0.7175355005231068, 0.7175364540611899, 0.7175364540611899]","[0.9839991809807803, 0.7854027190719564, 0.7498928618380222, 0.744822449650562, 0.7309149302440736, 0.7264609337040684, 0.728457014400358, 0.7272280564785002, 0.7266135775175713, 0.7264609337040685, 0.7264609337040684, 0.7264609337040685, 0.7264609337040685, 0.7264609337040684, 0.7264609337040685, 0.7264609337040685, 0.7264609337040684, 0.7264609337040684, 0.7264609337040684, 0.7264609337040685, 0.7264609337040684, 0.7264609337040684]"
29,0.0,0.7228008404261732,"[0, 0.4999492829051594, 0.7499239243577391, 0.6249366036314492, 0.6874302639945942, 0.7186770941761667, 0.7343005092669529, 0.7264888017215598, 0.7225829479488632, 0.7245358748352115, 0.7235594113920374, 0.7230711796704503, 0.7228270638096568, 0.72270500587926, 0.7227660348444584, 0.7227965493270576, 0.7228118065683572, 0.7228041779477075, 0.7228003636373825, 0.722802270792545, 0.7228013172149638, 0.7228013172149638]","[0.984203604258987, 0.7895051691684897, 0.7499239243577391, 0.749109007866336, 0.7300694128799267, 0.7234820919196826, 0.7343005092669529, 0.7264888017215598, 0.7234820919196827, 0.7245358748352115, 0.7235594113920374, 0.7234820919196826, 0.7234820919196826, 0.7234820919196826, 0.7234820919196826, 0.7234820919196827, 0.7234820919196826, 0.7234820919196826, 0.7234820919196827, 0.7234820919196826, 0.7234820919196825, 0.7234820919196825]"
30,0.007999897003173828,0.7023884374649598,"[0, 0.499829766608229, 0.7497446499123435, 0.6247872082602862, 0.6872659290863148, 0.7185052894993291, 0.702885609292822, 0.6950757691895684, 0.6989806892411952, 0.7009331492670086, 0.7019093792799153, 0.7023974942863687, 0.7021534367831419, 0.7022754655347553, 0.702336479910562, 0.7023669870984653, 0.702382240692417, 0.7023898674893928, 0.7023860540909048, 0.7023879607901489, 0.7023889141397708, 0.7023889141397708]","[0.9845442695297916, 0.7864855850968866, 0.7497446499123435, 0.746473661783365, 0.7312987542751315, 0.7290735518830305, 0.7290735518830305, 0.7295760957407943, 0.7290735518830306, 0.7290735518830306, 0.7290735518830305, 0.7290735518830305, 0.7290735518830306, 0.7290735518830306, 0.7290735518830306, 0.7290735518830306, 0.7290735518830306, 0.7290735518830305, 0.7290735518830306, 0.7290735518830306, 0.7290735518830305, 0.7290735518830305]"
31,0.0,0.724070329008886,"[0, 0.4998731092441831, 0.7498096638662747, 0.6248413865552289, 0.6873255252107517, 0.7185675945385133, 0.734188629202394, 0.7263781118704536, 0.7224728532044835, 0.7244254825374685, 0.723449167870976, 0.7239373252042223, 0.7241814038708454, 0.7240593645375338, 0.7241203842041897, 0.7240898743708617, 0.7240746194541978, 0.7240669919958658, 0.7240708057250318, 0.7240688988604488, 0.7240698522927402, 0.7240708057250318]","[0.9854351354744016, 0.7871164218292813, 0.7498096638662747, 0.7462412159146324, 0.7291122731197586, 0.7241716702899013, 0.734188629202394, 0.7263781118704536, 0.7241716702899013, 0.7244254825374685, 0.7241716702899011, 0.7241716702899013, 0.7241814038708454, 0.7241716702899013, 0.7241716702899011, 0.7241716702899011, 0.724171670289901, 0.7241716702899011, 0.7241716702899011, 0.7241716702899013, 0.7241716702899013, 0.7241716702899011]"
