Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
32,0.0,0.7241249318943463,"[0, 0.4998463034125856, 0.7497694551188785, 0.6248078792657321, 0.6872886671923053, 0.7185290611555919, 0.7341492581372352, 0.7263391596464135, 0.7224341104010027, 0.724386635023708, 0.7234103727123553, 0.7238985038680317, 0.7241425694458699, 0.7240205366569508, 0.7240815530514103, 0.72411206124864, 0.7241273153472549, 0.7241196882979475, 0.7241235018226012, 0.724125408584928, 0.7241244552037647, 0.724125408584928]","[0.9860229232533742, 0.7846241358798862, 0.7497694551188785, 0.7426827836850465, 0.7260904381114993, 0.7242477313249305, 0.7341492581372352, 0.7263391596464135, 0.7242477313249304, 0.724386635023708, 0.7242477313249304, 0.7242477313249304, 0.7242477313249303, 0.7242477313249304, 0.7242477313249304, 0.7242477313249305, 0.7242477313249303, 0.7242477313249304, 0.7242477313249305, 0.7242477313249304, 0.7242477313249305, 0.7242477313249304]"
33,0.0,0.7244777237476071,"[0, 0.4995695611915511, 0.7493543417873266, 0.6244619514894388, 0.6869081466383827, 0.7181312442128547, 0.7337427930000906, 0.7259370186064726, 0.7220341314096637, 0.7239855750080681, 0.7249612968072704, 0.7244734359076692, 0.7247173663574697, 0.7245954011325695, 0.7245344185201193, 0.7245039272138942, 0.7244886815607817, 0.7244810587342254, 0.7244772473209473, 0.7244791530275864, 0.7244782001742669, 0.7244782001742669]","[0.9847232732555518, 0.787552552936976, 0.7493543417873266, 0.7471747565863671, 0.7292800444625165, 0.7244790200320526, 0.7337427930000906, 0.7259370186064726, 0.7244790200320526, 0.7244790200320526, 0.7249612968072704, 0.7244790200320526, 0.7247173663574697, 0.7245954011325695, 0.7245344185201193, 0.7245039272138942, 0.7244886815607817, 0.7244810587342254, 0.7244790200320526, 0.7244791530275864, 0.7244790200320526, 0.7244790200320526]"
34,0.0,0.7222350449428763,"[0, 0.4997247288044585, 0.7495870932066877, 0.6246559110055732, 0.6871215021061304, 0.718354297656409, 0.7339706954315484, 0.7261624965439787, 0.7222583971001939, 0.7203063473783015, 0.7212823722392476, 0.7217703846697208, 0.7220143908849573, 0.7221363939925756, 0.7221973955463847, 0.7222278963232893, 0.7222431467117416, 0.7222355215175155, 0.7222317089204024, 0.722233615218959, 0.7222345683682372, 0.7222355215175155]","[0.98490087620278, 0.7843960135162787, 0.7495870932066877, 0.7438251102881744, 0.7275843911130742, 0.7225017563768903, 0.7339706954315484, 0.7261624965439787, 0.7225017563768902, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768902, 0.7225017563768902, 0.7225017563768903, 0.7225017563768903, 0.7225017563768903, 0.7225017563768902]"
35,0.0,0.7192759894209386,"[0, 0.4998833761270178, 0.7498250641905266, 0.6248542201587722, 0.6873396421746494, 0.718582353182588, 0.7342037086865574, 0.7263930309345727, 0.7224876920585803, 0.7205350226205842, 0.7195586879015861, 0.7190705205420871, 0.7193146042218366, 0.7191925623819618, 0.7192535833018991, 0.7192840937618679, 0.7192688385318835, 0.7192764661468757, 0.7192726523393795, 0.7192745592431276, 0.7192755126950017, 0.7192764661468757]","[0.9840864232625461, 0.7836138107062148, 0.7498250641905266, 0.7412531345297059, 0.7267945965906798, 0.7239916947978206, 0.7342037086865574, 0.7263930309345727, 0.7239916947978206, 0.7239916947978204, 0.7239916947978204, 0.7239916947978207, 0.7239916947978206, 0.7239916947978207, 0.7239916947978207, 0.7239916947978206, 0.7239916947978207, 0.7239916947978206, 0.7239916947978207, 0.7239916947978206, 0.7239916947978206, 0.7239916947978206]"
36,0.003000020980834961,0.7225184861246274,"[0, 0.4998535597054893, 0.7497803395582339, 0.6248169496318616, 0.6872986445950477, 0.7185394920766408, 0.7341599158174373, 0.726349703947039, 0.7224445980118399, 0.7243971509794395, 0.7234208744956396, 0.7229327362537398, 0.7226886671327899, 0.7225666325723149, 0.7225056152920775, 0.7225361239321961, 0.7225208696121368, 0.7225132424521071, 0.7225170560321219, 0.7225189628221294, 0.7225180094271256, 0.7225189628221294]","[0.9842530624510223, 0.7866327581799483, 0.7497803395582339, 0.746802516984446, 0.7297570861025371, 0.7227510717283185, 0.7341599158174373, 0.726349703947039, 0.7225195468617207, 0.7243971509794395, 0.7234208744956396, 0.7229327362537398, 0.7226886671327899, 0.7225666325723149, 0.7225195468617207, 0.7225361239321961, 0.7225208696121368, 0.7225195468617208, 0.7225195468617207, 0.7225195468617207, 0.7225195468617207, 0.7225195468617207]"
37,0.0,0.7260811282241303,"[0, 0.4999249769744956, 0.7498874654617435, 0.6249062212181196, 0.6873968433399316, 0.7186421544008375, 0.7342648099312905, 0.726453482166064, 0.7225478182834507, 0.7245006502247573, 0.7254770661954106, 0.7259652741807373, 0.7262093781734007, 0.7260873261770691, 0.7260263001789031, 0.7260568131779861, 0.7260720696775276, 0.7260796979272983, 0.7260835120521837, 0.726081604989741, 0.7260806514585196, 0.726081604989741]","[0.9858045829255646, 0.7933856404506902, 0.7498874654617435, 0.7503791762409934, 0.7322120636839496, 0.7272987488131661, 0.7342648099312905, 0.726453482166064, 0.7266894141205957, 0.7263847467743104, 0.7263638372375928, 0.7263638372375928, 0.7263638372375928, 0.7263638372375928, 0.7263638372375928, 0.7263638372375929, 0.7263638372375929, 0.7263638372375928, 0.7263638372375927, 0.7263638372375928, 0.7263638372375929, 0.7263638372375928]"
38,0.0,0.7154951090267581,"[0, 0.4996453700985981, 0.7494680551478972, 0.6245567126232476, 0.6870123838855724, 0.7182402195167348, 0.7026263017011536, 0.7104332606089442, 0.7143367400628395, 0.7162884797897872, 0.7153126099263134, 0.7158005448580502, 0.7155565773921818, 0.7154345936592477, 0.7154955855257148, 0.7154650895924812, 0.715480337559098, 0.7154879615424063, 0.7154917735340606, 0.7154936795298876, 0.7154946325278012, 0.7154955855257148]","[0.9835450833862377, 0.7808853772657245, 0.7494680551478972, 0.7416713326306315, 0.724274608323219, 0.7210856813375578, 0.7217482512585903, 0.7210856813375579, 0.7210856813375579, 0.7210856813375578, 0.7210856813375578, 0.7210856813375578, 0.7210856813375578, 0.7210856813375579, 0.7210856813375578, 0.7210856813375579, 0.7210856813375579, 0.7210856813375579, 0.7210856813375579, 0.7210856813375579, 0.7210856813375579, 0.7210856813375578]"
39,0.0,0.7163951866406739,"[0, 0.499732103437632, 0.749598155156448, 0.62466512929704, 0.6871316422267439, 0.718364898691596, 0.70274827045917, 0.710556584575383, 0.7144607416334895, 0.7164128201625428, 0.7154367808980162, 0.7159248005302795, 0.7161688103464112, 0.716290815254477, 0.71635181770851, 0.7163823189355264, 0.7163975695490346, 0.7163899442422805, 0.7163937568956575, 0.716395663222346, 0.7163947100590018, 0.716395663222346]","[0.9855200948189238, 0.785876073844046, 0.749598155156448, 0.7449546560813387, 0.7274507026655119, 0.7255793356467515, 0.7255793356467516, 0.7255793356467516, 0.7255793356467516, 0.7255793356467515, 0.7255793356467516, 0.7255793356467516, 0.7255793356467516, 0.7255793356467516, 0.7255793356467516, 0.7255793356467515, 0.7255793356467515, 0.7255793356467516, 0.7255793356467516, 0.7255793356467515, 0.7255793356467516, 0.7255793356467515]"
40,0.003000020980834961,0.726489442285835,"[0, 0.4999618641995909, 0.7499427962993863, 0.6249523302494886, 0.6874475632744375, 0.7186951797869119, 0.7343189880431491, 0.7265070839150305, 0.7226011318509712, 0.7245541078830009, 0.7255305958990157, 0.7260188399070231, 0.7262629619110268, 0.7263850229130286, 0.7264460534140296, 0.72647656866453, 0.7264918262897803, 0.7264841974771552, 0.7264880118834678, 0.7264899190866241, 0.7264889654850459, 0.7264899190866241]","[0.9851215680863993, 0.7902457074594503, 0.7499427962993863, 0.7498863533181234, 0.7337078964644637, 0.7292020623760949, 0.7343189880431491, 0.7292020623760949, 0.7292020623760951, 0.729202062376095, 0.729202062376095, 0.729202062376095, 0.729202062376095, 0.7292020623760949, 0.729202062376095, 0.729202062376095, 0.7292020623760949, 0.729202062376095, 0.7292020623760949, 0.7292020623760949, 0.729202062376095, 0.7292020623760949]"
41,0.0,0.728462303308367,"[0, 0.4999329721977237, 0.7498994582965856, 0.6249162152471546, 0.6874078367718701, 0.7186536475342278, 0.7342765529154067, 0.7264651002248173, 0.730370826570112, 0.7284179633974646, 0.7293943949837882, 0.7289061791906264, 0.7286620712940455, 0.728540017345755, 0.7284789903716098, 0.7284484768845372, 0.7284637336280735, 0.7284561052563053, 0.7284599194421895, 0.7284618265351315, 0.7284627800816025, 0.7284627800816025]","[0.9847948567327272, 0.7930534789710619, 0.7498994582965856, 0.7519796991851533, 0.7344372980839525, 0.7284687247178947, 0.7342765529154067, 0.7284687247178948, 0.730370826570112, 0.7284687247178947, 0.7293943949837882, 0.7289061791906264, 0.7286620712940455, 0.728540017345755, 0.7284789903716098, 0.7284687247178948, 0.7284687247178947, 0.7284687247178948, 0.7284687247178947, 0.7284687247178947, 0.7284687247178947, 0.7284687247178947]"
42,0.017999887466430664,0.7253917949727189,"[0, 0.4998691732392123, 0.7498037598588185, 0.6248364665490154, 0.687320113203917, 0.7185619365313678, 0.7341828481950932, 0.7263723923632305, 0.7224671644472991, 0.7244197784052648, 0.7253960853842476, 0.7249079318947562, 0.7251520086395019, 0.7252740470118748, 0.7253350661980612, 0.7253655757911543, 0.725380830587701, 0.7253884579859743, 0.7253922716851109, 0.7253903648355426, 0.7253913182603268, 0.7253922716851109]","[0.984649020827134, 0.784225430223212, 0.7498037598588185, 0.7440849347940969, 0.7273923291540796, 0.7260697661447222, 0.7341828481950932, 0.7263723923632305, 0.7260697661447222, 0.7260697661447222, 0.7260697661447221, 0.7260697661447222, 0.7260697661447222, 0.7260697661447222, 0.7260697661447222, 0.7260697661447222, 0.7260697661447222, 0.7260697661447222, 0.7260697661447221, 0.7260697661447222, 0.7260697661447222, 0.7260697661447221]"
43,0.0,0.7239744276515901,"[0, 0.49957271794248415, 0.7493590769137262, 0.6244658974281052, 0.6869124871709157, 0.7181357820423209, 0.7337474294780235, 0.7259416057601722, 0.7220386939012465, 0.7239901498307093, 0.723014421865978, 0.7235022858483436, 0.7237462178395264, 0.7238681838351179, 0.7239291668329135, 0.7239596583318114, 0.7239749040812604, 0.7239672812065359, 0.7239710926438981, 0.7239729983625793, 0.7239739512219199, 0.7239749040812604]","[0.984295869661758, 0.789222946717042, 0.7493590769137262, 0.7478622473673229, 0.7294259361736755, 0.7255086888797777, 0.7337474294780235, 0.7259416057601722, 0.7255086888797777, 0.7255086888797776, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797776, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797777, 0.7255086888797776]"
44,0.016000032424926758,0.7287728903287785,"[0, 0.4999615707584992, 0.7499423561377487, 0.624951963448124, 0.6874471597929364, 0.7186947579653425, 0.7343185570515456, 0.726506657508444, 0.7304126072799948, 0.7284596323942194, 0.7294361198371071, 0.7289478761156633, 0.7287037542549413, 0.7288258151853022, 0.7287647847201217, 0.728795299952712, 0.7287800423364168, 0.7287724135282693, 0.7287762279323431, 0.7287743207303061, 0.7287733671292878, 0.7287733671292878]","[0.9843910125233833, 0.7906348637392248, 0.7499423561377487, 0.750073573257486, 0.733768135929772, 0.7288618943695967, 0.7343185570515456, 0.7287740096838891, 0.7304126072799948, 0.728774009683889, 0.7294361198371071, 0.7289478761156633, 0.7287740096838891, 0.7288258151853022, 0.728774009683889, 0.728795299952712, 0.7287800423364168, 0.7287740096838891, 0.7287762279323431, 0.7287743207303061, 0.728774009683889, 0.728774009683889]"
45,0.0,0.7226773940886908,"[0, 0.4999766904194896, 0.7499650356292344, 0.624970863024362, 0.6874679493267982, 0.7187164924780163, 0.7343407640536254, 0.7265286282658208, 0.7226225603719185, 0.7245755943188696, 0.7235990773453941, 0.7231108188586564, 0.7228666896152874, 0.7227446249936029, 0.7226835926827607, 0.7226530765273396, 0.7226683346050502, 0.7226759636439055, 0.7226797781633332, 0.7226778709036193, 0.7226769172737624, 0.7226778709036193]","[0.986184359433347, 0.7885834804155206, 0.7499650356292344, 0.7468395950814792, 0.7287359492122837, 0.7231715266113312, 0.7343407640536254, 0.7265286282658208, 0.722679053732476, 0.7245755943188696, 0.7235990773453941, 0.7231108188586564, 0.7228666896152874, 0.7227446249936029, 0.7226835926827607, 0.7226790537324761, 0.7226790537324761, 0.722679053732476, 0.7226797781633332, 0.722679053732476, 0.722679053732476, 0.722679053732476]"
46,0.0,0.7257854075820825,"[0, 0.4999886076699687, 0.7499829115049531, 0.6249857595874609, 0.687484335546207, 0.7187336235255801, 0.7343582675152667, 0.7265459455204234, 0.7226397845230017, 0.7245928650217126, 0.725569405271068, 0.7260576753957457, 0.7258135403334068, 0.7256914728022374, 0.7257525065678221, 0.7257830234506144, 0.7257982818920106, 0.7257906526713125, 0.7257868380609634, 0.7257849307557889, 0.7257858844083762, 0.7257858844083762]","[0.9864223435409295, 0.7869359171695193, 0.7499829115049531, 0.747209989045787, 0.730681899834205, 0.7257859837888743, 0.7343582675152667, 0.7265459455204234, 0.7257859837888743, 0.7257859837888744, 0.7257859837888743, 0.7260576753957457, 0.7258135403334068, 0.7257859837888743, 0.7257859837888744, 0.7257859837888744, 0.7257982818920106, 0.7257906526713125, 0.7257868380609634, 0.7257859837888743, 0.7257858844083762, 0.7257858844083762]"
47,0.0,0.7140727058338244,"[0, 0.4995516612208109, 0.7493274918312164, 0.6244395765260137, 0.686883534178615, 0.7181055130049157, 0.7024945235917653, 0.7103000182983406, 0.7142027656516281, 0.7122513919749843, 0.7132270788133062, 0.7137149222324671, 0.7139588439420477, 0.7140808047968379, 0.7140198243694428, 0.7140503145831403, 0.7140655596899891, 0.7140731822434134, 0.7140693709667012, 0.7140712766050573, 0.7140722294242354, 0.7140731822434134]","[0.9849230332887008, 0.7880416443460314, 0.7493274918312164, 0.7502980084093831, 0.7328091824086839, 0.7274194464519338, 0.7291183471501901, 0.7278857417500514, 0.7274194464519337, 0.7275775904000168, 0.7274235147249994, 0.7274194464519338, 0.7274194464519339, 0.7274194464519338, 0.7274194464519338, 0.7274194464519338, 0.7274194464519338, 0.7274194464519338, 0.7274194464519337, 0.7274194464519338, 0.7274194464519338, 0.7274194464519338]"
48,0.0,0.7249153216219756,"[0, 0.4995434606614312, 0.7493151909921467, 0.624429325826789, 0.6868722584094679, 0.7180937247008072, 0.733704457846477, 0.725899091273642, 0.7219964079872246, 0.7239477496304334, 0.7249234204520377, 0.7244355850412356, 0.7246795027466366, 0.7248014615993372, 0.7248624410256874, 0.7248929307388625, 0.7249081755954501, 0.724915798023744, 0.724911986809597, 0.7249138924166705, 0.7249148452202072, 0.724915798023744]","[0.9848452989798734, 0.7890806546793836, 0.7493151909921467, 0.7477367887428424, 0.7307843502538439, 0.7285317538127886, 0.733704457846477, 0.7285317538127885, 0.7285317538127886, 0.7285317538127887, 0.7285317538127886, 0.7285317538127886, 0.7285317538127887, 0.7285317538127887, 0.7285317538127886, 0.7285317538127886, 0.7285317538127887, 0.7285317538127886, 0.7285317538127886, 0.7285317538127886, 0.7285317538127886, 0.7285317538127886]"
49,0.003000020980834961,0.7166742168130833,"[0, 0.4998003980971988, 0.7497005971457982, 0.6247504976214985, 0.6872255473836484, 0.7184630722647233, 0.7028443098241859, 0.7106536910444545, 0.7145583816545888, 0.716510726959656, 0.7174868996121897, 0.7169988132859229, 0.7167547701227894, 0.7166327485412227, 0.7166937593320061, 0.7166632539366145, 0.7166785066343102, 0.7166708802854623, 0.7166746934598862, 0.7166727868726743, 0.7166737401662803, 0.7166746934598862]","[0.984985221331955, 0.783886590949092, 0.7497005971457982, 0.7424969932148991, 0.7229604478204081, 0.7184630722647233, 0.7189736096661805, 0.7174987877875456, 0.7168816374952132, 0.7167459632717956, 0.7174868996121897, 0.7169988132859229, 0.7167547701227894, 0.7167459632717956, 0.7167459632717956, 0.7167459632717956, 0.7167459632717957, 0.7167459632717956, 0.7167459632717956, 0.7167459632717957, 0.7167459632717956, 0.7167459632717956]"
50,0.0,0.7256137623495398,"[0, 0.4996707721154056, 0.7495061581731084, 0.624588465144257, 0.6870473116586827, 0.7182767349158956, 0.733891446544502, 0.7260840907301989, 0.7221804128230472, 0.7241322517766231, 0.725108171253411, 0.7255961309918049, 0.7258401108610019, 0.7257181209264034, 0.7256571259591041, 0.7256266284754544, 0.7256113797336297, 0.725619004104542, 0.7256151919190859, 0.7256132858263578, 0.7256142388727218, 0.7256142388727218]","[0.9847559053715694, 0.7925541260134379, 0.7495061581731084, 0.7515412168284812, 0.7336522214346397, 0.7261082720712078, 0.733891446544502, 0.7260840907301989, 0.7256145638154343, 0.7256145638154343, 0.7256145638154344, 0.7256145638154343, 0.7258401108610019, 0.7257181209264034, 0.7256571259591041, 0.7256266284754544, 0.7256145638154343, 0.725619004104542, 0.7256151919190859, 0.7256145638154343, 0.7256145638154343, 0.7256145638154343]"
51,0.0,0.7196301167673298,"[0, 0.4999333295698019, 0.7498999943547029, 0.6249166619622524, 0.6874083281584776, 0.7186541612565902, 0.7342770778056465, 0.7264656195311183, 0.7225598903938543, 0.7206070258252222, 0.7196305935409062, 0.7191423773987482, 0.7193864854698272, 0.7195085395053666, 0.7195695665231364, 0.7196000800320212, 0.7196153367864637, 0.719622965163685, 0.7196267793522956, 0.7196286864466008, 0.7196296399937535, 0.7196305935409062]","[0.9848180266514956, 0.7812144421706626, 0.7498999943547029, 0.7414190441010029, 0.7259883430374807, 0.7208473094436284, 0.7342770778056465, 0.7264656195311183, 0.7225598903938543, 0.7208473094436283, 0.7208473094436283, 0.7208473094436284, 0.7208473094436284, 0.7208473094436284, 0.7208473094436284, 0.7208473094436285, 0.7208473094436284, 0.7208473094436284, 0.7208473094436284, 0.7208473094436283, 0.7208473094436284, 0.7208473094436283]"
52,0.0,0.7145389194960055,"[0, 0.4998724793992332, 0.7498087190988498, 0.6248405992490416, 0.6873246591739457, 0.7185666891363978, 0.7029456741551717, 0.7107561816457848, 0.7146614353910913, 0.7127088085184381, 0.7136851219547646, 0.714173278672928, 0.7144173570320096, 0.7145393962115505, 0.71447837662178, 0.7145088864166653, 0.7145241413141079, 0.7145317687628292, 0.7145355824871898, 0.7145374893493701, 0.7145384427804603, 0.7145393962115505]","[0.9846062527277727, 0.7822684239241028, 0.7498087190988498, 0.739930965265051, 0.7218641627668869, 0.7185666891363978, 0.7177875253419956, 0.7157492066295499, 0.7150928631330833, 0.7152846922833203, 0.7151153712029505, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833, 0.7150928631330834, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833, 0.7150928631330833]"
53,0.0,0.7215533254041562,"[0, 0.4999127830919709, 0.7498691746379563, 0.6248909788649636, 0.68738007675146, 0.7186246256947082, 0.7342469001663323, 0.7264357629305203, 0.7225301943126142, 0.7205774100036613, 0.7215538021581378, 0.7210656060808995, 0.7213097041195187, 0.7214317531388282, 0.721492777648483, 0.7215232899033104, 0.7215385460307241, 0.7215461740944309, 0.7215499881262843, 0.7215518951422111, 0.7215528486501744, 0.7215538021581378]","[0.9852620234744631, 0.7820387371341276, 0.7498691746379563, 0.7452664915607436, 0.7307408819748576, 0.7253858547751254, 0.7342469001663323, 0.7264357629305203, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253, 0.7253858547751253]"
54,0.0,0.7144548681057934,"[0, 0.49990306208809376, 0.7498545931321406, 0.6248788276101171, 0.687366710371129, 0.7186106517516349, 0.7029886810613819, 0.7107996664065084, 0.7147051590790716, 0.71275241274279, 0.7137287859109308, 0.7142169724950012, 0.7144610657870364, 0.7143390191410188, 0.7144000424640276, 0.714430554125532, 0.7144458099562843, 0.7144534378716603, 0.7144572518293484, 0.7144553448505043, 0.7144543913610824, 0.7144553448505043]","[0.9851591727528265, 0.7864970650352557, 0.7498545931321406, 0.7448422253333714, 0.7264063697307566, 0.7230391400387849, 0.7237444895105598, 0.7230391400387849, 0.7230391400387849, 0.723039140038785, 0.723039140038785, 0.723039140038785, 0.7230391400387849, 0.723039140038785, 0.7230391400387849, 0.723039140038785, 0.7230391400387849, 0.723039140038785, 0.7230391400387849, 0.7230391400387848, 0.7230391400387849, 0.7230391400387848]"
55,0.0,0.7206731013444807,"[0, 0.4995564350142692, 0.7493346525214039, 0.6244455437678366, 0.6868900981446202, 0.7181123753330121, 0.733723513927208, 0.7259179446301101, 0.7220151599815611, 0.7200637676572865, 0.7210394638194237, 0.7205516157383551, 0.7207955397788894, 0.7206735777586223, 0.7206125967484887, 0.7206430872535554, 0.7206583325060889, 0.7206659551323555, 0.7206697664454889, 0.7206716721020556, 0.720672624930339, 0.7206735777586223]","[0.9840276144162752, 0.7842209120294596, 0.7493346525214039, 0.7458667927875251, 0.7286603516655795, 0.7211144838531359, 0.733723513927208, 0.7259179446301101, 0.7220151599815611, 0.7208077281891284, 0.7210394638194237, 0.7207577432668986, 0.7207955397788894, 0.7207577432668986, 0.7207577432668986, 0.7207577432668986, 0.7207577432668986, 0.7207577432668986, 0.7207577432668987, 0.7207577432668986, 0.7207577432668987, 0.7207577432668986]"
56,0.0,0.7265508989019778,"[0, 0.4999076984945496, 0.7498615477418243, 0.6248846231181869, 0.6873730854300056, 0.718617316585915, 0.7342394321638697, 0.7264283743748923, 0.730333903269381, 0.7283811388221366, 0.7274047565985144, 0.7269165654867034, 0.7266724699307978, 0.726550422152845, 0.7266114460418214, 0.7265809340973333, 0.7265656781250891, 0.726558050138967, 0.7265542361459061, 0.7265523291493756, 0.7265513756511104, 0.7265513756511104]","[0.9846920476516532, 0.7906654637780998, 0.7498615477418243, 0.7526179308283821, 0.734902933737728, 0.727826654254238, 0.7342394321638697, 0.7265521190781428, 0.730333903269381, 0.7283811388221366, 0.7274047565985144, 0.7269165654867034, 0.7266724699307978, 0.7265521190781428, 0.7266114460418214, 0.7265809340973333, 0.7265656781250891, 0.726558050138967, 0.7265542361459061, 0.7265523291493756, 0.7265521190781428, 0.7265521190781428]"
57,0.0,0.7278542920955503,"[0, 0.49978785646777185, 0.7496817847016578, 0.6247348205847149, 0.6872083026431863, 0.7184450436724221, 0.7340634141870399, 0.726254228929731, 0.7301588215583854, 0.7282065252440582, 0.7272303770868946, 0.7277184511654764, 0.7279624882047673, 0.7278404696851218, 0.7279014789449445, 0.7278709743150331, 0.7278557220000774, 0.7278480958425997, 0.7278519089213386, 0.7278538154607079, 0.7278547687303927, 0.7278547687303927]","[0.9840751065450698, 0.7918651860281711, 0.7496817847016578, 0.7529652148143072, 0.7350801250232442, 0.7283318535975942, 0.7340634141870399, 0.7278572761388338, 0.7301588215583854, 0.7282065252440582, 0.7278572761388338, 0.7278572761388338, 0.7279624882047673, 0.7278572761388338, 0.7279014789449445, 0.7278709743150331, 0.7278572761388337, 0.7278572761388338, 0.7278572761388338, 0.7278572761388338, 0.7278572761388337, 0.7278572761388337]"
58,0.0,0.7240168835988584,"[0, 0.4995559899643267, 0.7493339849464901, 0.6244449874554083, 0.6868894862009491, 0.7181117355737197, 0.7337228602601049, 0.7259172979169123, 0.722014516745316, 0.7239659073311142, 0.7249416026240132, 0.7244537549775637, 0.724209831154339, 0.7240878692427266, 0.7240268882869204, 0.7239963978090174, 0.7240116430479688, 0.7240192656674447, 0.7240154543577068, 0.7240173600125757, 0.7240164071851412, 0.7240173600125757]","[0.9840990724373416, 0.785830348474553, 0.7493339849464901, 0.7450638726002319, 0.7286833984322696, 0.7240229288225088, 0.7337228602601049, 0.7259172979169123, 0.7240229288225088, 0.7240229288225088, 0.7249416026240132, 0.7244537549775637, 0.724209831154339, 0.7240878692427266, 0.7240268882869204, 0.7240229288225088, 0.7240229288225088, 0.7240229288225087, 0.7240229288225088, 0.7240229288225087, 0.7240229288225088, 0.7240229288225087]"
59,0.0,0.7222941411444016,"[0, 0.4996601123404427, 0.7494901685106641, 0.6245751404255534, 0.6870326544681087, 0.7182614114893864, 0.7338757900000252, 0.7260686007447058, 0.7221650061170461, 0.724116803430876, 0.7231409047739611, 0.7226529554455037, 0.7224089807812749, 0.7222869934491605, 0.7223479871152176, 0.7223174902821891, 0.7223022418656748, 0.7222946176574176, 0.7222908055532891, 0.7222927116053534, 0.7222936646313856, 0.7222946176574176]","[0.9837555122473592, 0.7842186894320997, 0.7494901685106641, 0.7438387450513873, 0.7270784134473103, 0.7223058972542354, 0.7338757900000252, 0.7260686007447058, 0.7223058972542353, 0.724116803430876, 0.7231409047739611, 0.7226529554455037, 0.7224089807812749, 0.7223058972542353, 0.7223479871152176, 0.7223174902821891, 0.7223058972542353, 0.7223058972542353, 0.7223058972542354, 0.7223058972542353, 0.7223058972542353, 0.7223058972542353]"
60,0.01699995994567871,0.7275835945718068,"[0, 0.4997557939326089, 0.7496336908989133, 0.6246947424157611, 0.6871642166573372, 0.7183989537781252, 0.7340163223385192, 0.7262076380583222, 0.7301119801984207, 0.7281598091283714, 0.7271837235933468, 0.7276717663608592, 0.7274277449771029, 0.7275497556689811, 0.7276107610149201, 0.7275802583419506, 0.7275955096784353, 0.727587884010193, 0.7275840711760718, 0.7275821647590113, 0.7275831179675416, 0.7275840711760718]","[0.9836597727053782, 0.7896267962425139, 0.7496336908989133, 0.7506988777670422, 0.7345245374013446, 0.7288482495346411, 0.7340163223385192, 0.7276259443004015, 0.7301119801984207, 0.7281598091283714, 0.7275850476195564, 0.7276717663608592, 0.7275850476195564, 0.7275850476195564, 0.7276107610149201, 0.7275850476195564, 0.7275955096784353, 0.727587884010193, 0.7275850476195564, 0.7275850476195564, 0.7275850476195564, 0.7275850476195564]"
61,0.003000020980834961,0.7184789150817453,"[0, 0.49986547382718965, 0.7497982107407845, 0.624831842283987, 0.6873150265123857, 0.718556618626585, 0.7029358225694854, 0.7107462205980353, 0.7146514196123102, 0.7166040191194476, 0.7175803188730163, 0.7180684687498007, 0.7183125436881929, 0.7184345811573889, 0.718495599891987, 0.7184650905246879, 0.7184803452083375, 0.7184727178665127, 0.7184765315374251, 0.7184784383728813, 0.7184793917906094, 0.7184793917906094]","[0.9848982095249289, 0.7842657332085803, 0.7497982107407845, 0.7436011067861062, 0.7268558105601377, 0.7206249808595132, 0.7233783280500843, 0.7218321580139018, 0.7212124731230916, 0.7209026306776865, 0.7207477094549839, 0.7206702488436326, 0.7206315185379569, 0.7206249808595133, 0.7206249808595132, 0.7206249808595133, 0.7206249808595132, 0.7206249808595133, 0.7206249808595133, 0.7206249808595133, 0.7206249808595132, 0.7206249808595132]"
62,0.0,0.7232036125591761,"[0, 0.4998361755266242, 0.7497542632899363, 0.6247952194082802, 0.6872747413491083, 0.7185145023195223, 0.7341343828047293, 0.7263244425621258, 0.722419472440824, 0.7243719575014749, 0.7233957149711494, 0.7229075937059868, 0.7231516543385681, 0.7232736846548588, 0.7232126694967134, 0.7231821619176407, 0.723197415707177, 0.7232050426019452, 0.7232012291545611, 0.7232031358782531, 0.7232040892400992, 0.7232040892400992]","[0.982819232595146, 0.7831483353184017, 0.7497542632899363, 0.7432343387319377, 0.7288467569911963, 0.7232449650485006, 0.7341343828047293, 0.7263244425621258, 0.7232449650485006, 0.7243719575014749, 0.7233957149711494, 0.7232449650485007, 0.7232449650485006, 0.7232736846548588, 0.7232449650485006, 0.7232449650485007, 0.7232449650485007, 0.7232449650485006, 0.7232449650485007, 0.7232449650485006, 0.7232449650485004, 0.7232449650485004]"
