Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
25,0.01399993896484375,3.9022931039683886e-07,"[0, 0.0001997974069231815, 9.989870346159075e-05, 4.9949351730795374e-05, 2.4974675865397687e-05, 1.2487337932698843e-05, 6.243668966349422e-06, 3.121834483174711e-06, 1.5609172415873554e-06, 7.804586207936777e-07, 7.804586207936777e-07]","[0.9836370493222668, 0.9879706260078548, 0.9855297091596061, 0.9845438819559161, 0.9840846361140999, 0.9838598414656327, 0.9837484453939496, 0.983692747358108, 0.9836648983401871, 0.9836509738312272, 0.9836509738312272]"
26,0.007999897003173828,3.9045056338279503e-07,"[0, 0.00019991068845199106, 9.995534422599553e-05, 4.9977672112997764e-05, 2.4988836056498882e-05, 1.2494418028249441e-05, 6.2472090141247205e-06, 3.1236045070623602e-06, 1.5618022535311801e-06, 7.809011267655901e-07, 7.809011267655901e-07]","[0.9855695377000174, 0.9894519785222551, 0.9874149178034595, 0.9864737011031607, 0.9860185538570696, 0.9857931529629471, 0.9856813453314818, 0.9856254415157493, 0.9855974896078831, 0.9855835136539501, 0.9855835136539501]"
27,0.014999866485595703,3.90473842481872e-07,"[0, 0.00019992260735071847, 9.996130367535923e-05, 4.9980651837679616e-05, 2.4990325918839808e-05, 1.2495162959419904e-05, 6.247581479709952e-06, 3.123790739854976e-06, 1.561895369927488e-06, 7.80947684963744e-07, 7.80947684963744e-07]","[0.984920166344615, 0.9897045610391946, 0.9870454490770022, 0.9859382787493638, 0.9854199379092311, 0.9851683419271605, 0.9850441982928583, 0.9849821264757069, 0.9849510905671314, 0.9849355726128431, 0.9849355726128431]"
28,0.014999866485595703,3.905691988739699e-07,"[0, 0.0001999714298234726, 9.99857149117363e-05, 4.999285745586815e-05, 2.4996428727934074e-05, 1.2498214363967037e-05, 6.2491071819835185e-06, 3.1245535909917592e-06, 1.5622767954958796e-06, 7.811383977479398e-07, 7.811383977479398e-07]","[0.9839991809807803, 0.9885243283770845, 0.9860486048754472, 0.9849577662407962, 0.9844660504583362, 0.9842294406672936, 0.9841143108240372, 0.9840567459024089, 0.9840279634415947, 0.984013572211188, 0.984013572211188]"
29,0.016000032424926758,3.9058537726965576e-07,"[0, 0.00019997971316206375, 9.998985658103188e-05, 4.999492829051594e-05, 2.499746414525797e-05, 1.2498732072628984e-05, 6.249366036314492e-06, 3.124683018157246e-06, 1.562341509078623e-06, 7.811707545393115e-07, 7.811707545393115e-07]","[0.984203604258987, 0.9884919974280936, 0.9861409641894942, 0.9851289796749414, 0.9846617075900372, 0.9844325402715679, 0.9843179566123331, 0.984260664782716, 0.9842320188679071, 0.984217806596977, 0.984217806596977]"
30,0.006000041961669922,3.904920051626789e-07,"[0, 0.0001999319066432916, 9.99659533216458e-05, 4.99829766608229e-05, 2.499148833041145e-05, 1.2495744165205724e-05, 6.247872082602862e-06, 3.123936041301431e-06, 1.5619680206507156e-06, 7.809840103253578e-07, 7.809840103253578e-07]","[0.9845442695297916, 0.9886627710807828, 0.9864228283308891, 0.9854593523581975, 0.984990161081873, 0.9847648994745999, 0.984653293474579, 0.9845986541732421, 0.9845714618515172, 0.984557865690655, 0.984557865690655]"
31,0.015999794006347656,3.9052586659701807e-07,"[0, 0.00019994924369767325, 9.997462184883663e-05, 4.998731092441831e-05, 2.4993655462209157e-05, 1.2496827731104578e-05, 6.248413865552289e-06, 3.1242069327761446e-06, 1.5621034663880723e-06, 7.810517331940361e-07, 7.810517331940361e-07]","[0.9854351354744016, 0.9894590553188102, 0.987288481682859, 0.9863405333299545, 0.9858873384122845, 0.985661236943343, 0.9855481862088722, 0.9854916608416372, 0.9854633981580196, 0.9854492668162107, 0.9854492668162107]"
32,0.01699995994567871,3.905049245410825e-07,"[0, 0.00019993852136503424, 9.996926068251712e-05, 4.998463034125856e-05, 2.499231517062928e-05, 1.249615758531464e-05, 6.24807879265732e-06, 3.12403939632866e-06, 1.56201969816433e-06, 7.81009849082165e-07, 7.81009849082165e-07]","[0.9860229232533742, 0.9901539381718915, 0.9879668005597024, 0.9869674840378502, 0.9864855315516818, 0.9862500618956221, 0.9861357690181592, 0.9860791135453272, 0.9860510183993506, 0.9860369708263628, 0.9860369708263628]"
33,0.023000001907348633,3.902887196808993e-07,"[0, 0.00019982782447662044, 9.991391223831022e-05, 4.995695611915511e-05, 2.4978478059577554e-05, 1.2489239029788777e-05, 6.244619514894389e-06, 3.1223097574471943e-06, 1.5611548787235972e-06, 7.805774393617986e-07, 7.805774393617986e-07]","[0.9847232732555518, 0.9886775869015059, 0.9866155486926274, 0.9856408085301127, 0.9851748589838139, 0.984946853127528, 0.9848339994870381, 0.9847781362550759, 0.9847506801104098, 0.9847369766829804, 0.9847369766829804]"
34,0.009999990463256836,3.904099443784832e-07,"[0, 0.0001998898915217834, 9.99449457608917e-05, 4.997247288044585e-05, 2.4986236440222924e-05, 1.2493118220111462e-05, 6.246559110055731e-06, 3.1232795550278656e-06, 1.5616397775139328e-06, 7.808198887569664e-07, 7.808198887569664e-07]","[0.98490087620278, 0.9891216809801121, 0.9868836133529831, 0.9858737432036552, 0.9853790520322754, 0.9851364073559067, 0.9850170991472328, 0.9849584220319348, 0.9849295880367082, 0.9849152321197441, 0.9849152321197441]"
35,0.01699995994567871,3.905338875992326e-07,"[0, 0.0001999533504508071, 9.997667522540355e-05, 4.9988337612701775e-05, 2.4994168806350888e-05, 1.2497084403175444e-05, 6.248542201587722e-06, 3.124271100793861e-06, 1.5621355503969305e-06, 7.810677751984652e-07, 7.810677751984652e-07]","[0.9840864232625461, 0.9884478345070811, 0.9860448220448251, 0.9850375997139657, 0.9845604977976603, 0.9843234605301033, 0.9842049418963242, 0.9841456825794355, 0.9841160529209911, 0.9841012380917687, 0.9841012380917687]"
36,0.005000114440917969,3.905105935199135e-07,"[0, 0.0001999414238821957, 9.997071194109785e-05, 4.9985355970548926e-05, 2.4992677985274463e-05, 1.2496338992637231e-05, 6.248169496318616e-06, 3.124084748159308e-06, 1.562042374079654e-06, 7.81021187039827e-07, 7.81021187039827e-07]","[0.9842530624510223, 0.9883741935282828, 0.9861167765119446, 0.9851738392927859, 0.9847106966203786, 0.9844818795357004, 0.9843674709933611, 0.9843102667221915, 0.9842816645866069, 0.9842673635188146, 0.9842673635188146]"
37,0.009000062942504883,3.905663882613247e-07,"[0, 0.00019996999078979825, 9.998499539489913e-05, 4.999249769744956e-05, 2.499624884872478e-05, 1.249812442436239e-05, 6.249062212181195e-06, 3.1245311060905977e-06, 1.5622655530452988e-06, 7.811327765226494e-07, 7.811327765226494e-07]","[0.9858045829255646, 0.9899152196685952, 0.987709299500001, 0.9867345843183719, 0.9862634374262325, 0.9860340101758984, 0.9859192965507318, 0.9858619397381477, 0.9858332613318562, 0.9858189221287105, 0.9858189221287105]"
38,0.016000032424926758,3.9034794538952976e-07,"[0, 0.00019985814803943924, 9.992907401971962e-05, 4.996453700985981e-05, 2.4982268504929905e-05, 1.2491134252464952e-05, 6.245567126232476e-06, 3.122783563116238e-06, 1.561391781558119e-06, 7.806958907790595e-07, 7.806958907790595e-07]","[0.9835450833862377, 0.9879104485295528, 0.9855498303981942, 0.984512978413032, 0.9840159313396025, 0.9837783225853642, 0.9836617029858007, 0.9836033931860191, 0.9835742382861282, 0.9835596608361828, 0.9835596608361828]"
39,0.01699995994567871,3.9041570581065003e-07,"[0, 0.00019989284137505282, 9.994642068752641e-05, 4.9973210343763204e-05, 2.4986605171881602e-05, 1.2493302585940801e-05, 6.2466512929704005e-06, 3.1233256464852003e-06, 1.5616628232426001e-06, 7.808314116213001e-07, 7.808314116213001e-07]","[0.9855200948189238, 0.9897447142552624, 0.9875034186410715, 0.986475669988435, 0.9859901860527626, 0.9857503856297734, 0.9856348172999481, 0.9855774560594356, 0.9855487754391797, 0.9855344351290517, 0.9855344351290517]"
40,0.021000146865844727,3.9059520640593037e-07,"[0, 0.00019998474567983635, 9.999237283991817e-05, 4.999618641995909e-05, 2.4998093209979543e-05, 1.2499046604989772e-05, 6.249523302494886e-06, 3.124761651247443e-06, 1.5623808256237215e-06, 7.811904128118607e-07, 7.811904128118607e-07]","[0.9851215680863993, 0.9892921380895218, 0.9870289398780185, 0.986052915541196, 0.9855796347967656, 0.9853499688069997, 0.9852357684466994, 0.9851786682665493, 0.9851501181764739, 0.9851358431314364, 0.9851358431314364]"
41,0.016000032424926758,3.905726345294716e-07,"[0, 0.00019997318887908947, 9.998659443954474e-05, 4.999329721977237e-05, 2.4996648609886184e-05, 1.2498324304943092e-05, 6.249162152471546e-06, 3.124581076235773e-06, 1.5622905381178865e-06, 7.811452690589432e-07, 7.811452690589432e-07]","[0.9847948567327272, 0.9891706000273507, 0.9867714329531033, 0.9857494851989448, 0.9852646123812319, 0.9850257986452484, 0.9849099543321431, 0.9848524055324355, 0.9848236311325809, 0.9848092439326541, 0.9848092439326541]"
42,0.0,3.905227915931346e-07,"[0, 0.00019994766929568492, 9.997383464784246e-05, 4.998691732392123e-05, 2.4993458661960614e-05, 1.2496729330980307e-05, 6.248364665490154e-06, 3.124182332745077e-06, 1.5620911663725384e-06, 7.810455831862692e-07, 7.810455831862692e-07]","[0.984649020827134, 0.9890172866766382, 0.9866339551105581, 0.9855995566852928, 0.985111573053184, 0.9848760031354126, 0.9847611447722863, 0.9847048699246623, 0.9846769453758983, 0.9846629831015159, 0.9846629831015159]"
43,0.01699995994567871,3.902911858925657e-07,"[0, 0.00019982908717699365, 9.991454358849683e-05, 4.995727179424841e-05, 2.4978635897124206e-05, 1.2489317948562103e-05, 6.244658974281052e-06, 3.122329487140526e-06, 1.561164743570263e-06, 7.805823717851315e-07, 7.805823717851315e-07]","[0.984295869661758, 0.98847146230477, 0.9862246541699216, 0.9852213974235378, 0.9847428796359892, 0.9845117386760349, 0.9844022016792501, 0.9843489194983999, 0.9843223945800793, 0.9843091321209186, 0.9843091321209186]"
44,0.015000104904174805,3.905949771550775e-07,"[0, 0.00019998462830339968, 9.999231415169984e-05, 4.999615707584992e-05, 2.499807853792496e-05, 1.249903926896248e-05, 6.24951963448124e-06, 3.12475981724062e-06, 1.56237990862031e-06, 7.81189954310155e-07, 7.81189954310155e-07]","[0.9843910125233833, 0.9889255503011662, 0.986398898457736, 0.9853566018445942, 0.9848654174809538, 0.9846262174771938, 0.9845086150002883, 0.984449813761835, 0.9844204131426093, 0.9844057128329959, 0.9844057128329959]"
45,0.0,3.9060678939022625e-07,"[0, 0.00019999067616779584, 9.999533808389792e-05, 4.999766904194896e-05, 2.499883452097448e-05, 1.249941726048724e-05, 6.24970863024362e-06, 3.12485431512181e-06, 1.562427157560905e-06, 7.812135787804525e-07, 7.812135787804525e-07]","[0.986184359433347, 0.9904344151551409, 0.9881519442245092, 0.9871130091511449, 0.9866361552303553, 0.986407856953588, 0.9862955020179595, 0.9862396034339658, 0.9862117066603571, 0.9861979857635871, 0.9861979857635871]"
46,0.0,3.9061609974216304e-07,"[0, 0.00019999544306798748, 9.999772153399374e-05, 4.999886076699687e-05, 2.4999430383498435e-05, 1.2499715191749217e-05, 6.249857595874609e-06, 3.1249287979373043e-06, 1.5624643989686522e-06, 7.812321994843261e-07, 7.812321994843261e-07]","[0.9864223435409295, 0.9905437086731841, 0.9883229405674671, 0.9873540410257721, 0.9868871927407056, 0.9866537685981721, 0.9865377707784471, 0.9864800571596889, 0.9864512003503091, 0.9864367719456199, 0.9864367719456199]"
47,0.01699995994567871,3.902747353287585e-07,"[0, 0.00019982066448832436, 9.991033224416218e-05, 4.995516612208109e-05, 2.4977583061040545e-05, 1.2488791530520272e-05, 6.244395765260136e-06, 3.122197882630068e-06, 1.561098941315034e-06, 7.80549470657517e-07, 7.80549470657517e-07]","[0.9849230332887008, 0.9898775045053938, 0.987227480547488, 0.9860390411048646, 0.9854730801486226, 0.9851952119308954, 0.9850588323447733, 0.9849909328167367, 0.9849569830527188, 0.9849400081707094, 0.9849400081707094]"
48,0.01699995994567871,3.902683286417431e-07,"[0, 0.00019981738426457247, 9.990869213228624e-05, 4.995434606614312e-05, 2.497717303307156e-05, 1.248858651653578e-05, 6.24429325826789e-06, 3.122146629133945e-06, 1.5610733145669725e-06, 7.805366572834862e-07, 7.805366572834862e-07]","[0.9848452989798734, 0.9886581784518643, 0.9865491984038122, 0.9856610274953199, 0.9852482294861971, 0.9850459896049311, 0.9849454023531088, 0.9848953506664914, 0.9848703248231825, 0.984857811901528, 0.984857811901528]"
49,0.0,3.9046906101343655e-07,"[0, 0.0001999201592388795, 9.996007961943976e-05, 4.998003980971988e-05, 2.499001990485994e-05, 1.249500995242997e-05, 6.247504976214985e-06, 3.1237524881074924e-06, 1.5618762440537462e-06, 7.809381220268731e-07, 7.809381220268731e-07]","[0.984985221331955, 0.9892503059880879, 0.9868887602378774, 0.9859013847072319, 0.9854288962663131, 0.9852044848550242, 0.9850936762489054, 0.9850394402640655, 0.9850123307980098, 0.9849987760649822, 0.9849987760649822]"
50,0.018000125885009766,3.9036779071516066e-07,"[0, 0.00019986830884616226, 9.993415442308113e-05, 4.9967077211540565e-05, 2.4983538605770282e-05, 1.2491769302885141e-05, 6.245884651442571e-06, 3.1229423257212853e-06, 1.5614711628606426e-06, 7.807355814303213e-07, 7.807355814303213e-07]","[0.9847559053715694, 0.9887898597655302, 0.9866180845480985, 0.9856668100235548, 0.9852080118893101, 0.9849813976670018, 0.9848686515192858, 0.9848122784454278, 0.984784091908499, 0.9847699986400344, 0.9847699986400344]"
51,0.01699995994567871,3.9057291372640774e-07,"[0, 0.00019997333182792076, 9.998666591396038e-05, 4.999333295698019e-05, 2.4996666478490095e-05, 1.2498333239245048e-05, 6.249166619622524e-06, 3.124583309811262e-06, 1.562291654905631e-06, 7.811458274528155e-07, 7.811458274528155e-07]","[0.9848180266514956, 0.9892509809303777, 0.986827914506252, 0.9857937464059534, 0.9852922486750453, 0.985052771289048, 0.9849345736176366, 0.9848762614378005, 0.9848471440446485, 0.984832585348072, 0.984832585348072]"
52,0.01699995994567871,3.9052537453065094e-07,"[0, 0.00019994899175969328, 9.997449587984664e-05, 4.998724793992332e-05, 2.499362396996166e-05, 1.249681198498083e-05, 6.248405992490415e-06, 3.1242029962452075e-06, 1.5621014981226038e-06, 7.810507490613019e-07, 7.810507490613019e-07]","[0.9846062527277727, 0.988855966280369, 0.9865018394311942, 0.9855111427763777, 0.9850437565486128, 0.9848199679524747, 0.984711209352564, 0.98465827961201, 0.9846322499627945, 0.9846192351381869, 0.9846192351381869]"
53,0.010999917984008789,3.9055686179060226e-07,"[0, 0.00019996511323678835, 9.998255661839418e-05, 4.999127830919709e-05, 2.4995639154598544e-05, 1.2497819577299272e-05, 6.248909788649636e-06, 3.124454894324818e-06, 1.562227447162409e-06, 7.811137235812045e-07, 7.811137235812045e-07]","[0.9852620234744631, 0.9895838235138641, 0.987258760909256, 0.9862240214555673, 0.985740934645281, 0.9854998526419964, 0.985380891083923, 0.9853214103048864, 0.985291669915368, 0.9852767997206087, 0.9852767997206087]"
