Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
54,0.0,3.9054926725632324e-07,"[0, 0.0001999612248352375, 9.998061241761875e-05, 4.9990306208809374e-05, 2.4995153104404687e-05, 1.2497576552202344e-05, 6.248788276101172e-06, 3.124394138050586e-06, 1.562197069025293e-06, 7.810985345126465e-07, 7.810985345126465e-07]","[0.9851591727528265, 0.9894748782424525, 0.9871276159353592, 0.9861028218383053, 0.9856269933008387, 0.9853911359225437, 0.9852744219096565, 0.9852167973312415, 0.9851879850420338, 0.9851735788974303, 0.9851735788974303]"
55,0.011999845504760742,3.902784648548978e-07,"[0, 0.00019982257400570768, 9.991128700285384e-05, 4.995564350142692e-05, 2.497782175071346e-05, 1.248891087535673e-05, 6.244455437678365e-06, 3.1222277188391825e-06, 1.5611138594195913e-06, 7.805569297097956e-07, 7.805569297097956e-07]","[0.9840276144162752, 0.9886546952460444, 0.9861403491382091, 0.9850504571713012, 0.9845284691944878, 0.9842749607328595, 0.9841511341421808, 0.9840893742792286, 0.9840584943477517, 0.9840430543820134, 0.9840430543820134]"
56,0.0,3.9055288944886686e-07,"[0, 0.00019996307939781983, 9.998153969890992e-05, 4.999076984945496e-05, 2.499538492472748e-05, 1.249769246236374e-05, 6.24884623118187e-06, 3.124423115590935e-06, 1.5622115577954674e-06, 7.811057788977337e-07, 7.811057788977337e-07]","[0.9846920476516532, 0.9890412438841734, 0.9866340860271726, 0.9856143681308055, 0.9851507762738266, 0.9849199504891339, 0.9848058125064094, 0.9847487435150473, 0.9847203061582758, 0.9847061769049646, 0.9847061769049646]"
57,0.016000032424926758,3.9045926286544674e-07,"[0, 0.00019991514258710873, 9.995757129355437e-05, 4.997878564677718e-05, 2.498939282338859e-05, 1.2494696411694296e-05, 6.247348205847148e-06, 3.123674102923574e-06, 1.561837051461787e-06, 7.809185257308935e-07, 7.809185257308935e-07]","[0.9840751065450698, 0.9882991892908711, 0.9860016975062323, 0.9850150225046923, 0.9845409145527642, 0.9843056523507124, 0.9841903675435113, 0.9841327370442907, 0.9841039217946805, 0.9840895141698756, 0.9840895141698756]"
58,0.0,3.9027811715963026e-07,"[0, 0.0001998223959857307, 9.991119799286535e-05, 4.9955598996432674e-05, 2.4977799498216337e-05, 1.2488899749108168e-05, 6.244449874554084e-06, 3.122224937277042e-06, 1.561112468638521e-06, 7.805562343192605e-07, 7.805562343192605e-07]","[0.9840990724373416, 0.9883475659903024, 0.9860362174419377, 0.9850347142970924, 0.9845583988100273, 0.9843260679661566, 0.9842116041934488, 0.9841553383153953, 0.9841272053763684, 0.9841131389068551, 0.9841131389068551]"
59,0.019999980926513672,3.9035946276597085e-07,"[0, 0.00019986404493617708, 9.993202246808854e-05, 4.996601123404427e-05, 2.4983005617022135e-05, 1.2491502808511067e-05, 6.245751404255534e-06, 3.122875702127767e-06, 1.5614378510638834e-06, 7.807189255319417e-07, 7.807189255319417e-07]","[0.9837555122473592, 0.9875821075840584, 0.9855113223928309, 0.984591955267365, 0.984163302188604, 0.9839577392188329, 0.9838566257330961, 0.9838060689902277, 0.9837807906187932, 0.9837681514330757, 0.9837681514330757]"
60,0.011999845504760742,3.904342140098507e-07,"[0, 0.00019990231757304356, 9.995115878652178e-05, 4.997557939326089e-05, 2.4987789696630445e-05, 1.2493894848315222e-05, 6.246947424157611e-06, 3.1234737120788056e-06, 1.5617368560394028e-06, 7.808684280197014e-07, 7.808684280197014e-07]","[0.9836597727053782, 0.987983546371442, 0.9856224911928136, 0.9845945019736297, 0.9841236439297413, 0.9838917083175599, 0.9837757405114692, 0.9837177566084241, 0.9836887646569014, 0.9836742686811399, 0.9836742686811399]"
61,0.016000032424926758,3.905199014274919e-07,"[0, 0.00019994618953087586, 9.997309476543793e-05, 4.9986547382718964e-05, 2.4993273691359482e-05, 1.2496636845679741e-05, 6.2483184228398705e-06, 3.1241592114199353e-06, 1.5620796057099676e-06, 7.810398028549838e-07, 7.810398028549838e-07]","[0.9848982095249289, 0.9891030638524126, 0.9868359767083802, 0.9858402198777595, 0.9853646469978998, 0.9851300325214125, 0.9850140256561573, 0.984956117590543, 0.9849271635577359, 0.9849126865413323, 0.9849126865413323]"
62,0.016000032424926758,3.904970121301751e-07,"[0, 0.00019993447021064966, 9.996723510532483e-05, 4.9983617552662415e-05, 2.4991808776331207e-05, 1.2495904388165604e-05, 6.247952194082802e-06, 3.123976097041401e-06, 1.5619880485207005e-06, 7.809940242603502e-07, 7.809940242603502e-07]","[0.982819232595146, 0.9875301565291723, 0.9848556626658431, 0.9837922756118024, 0.9833003532647421, 0.9830593054597728, 0.9829392690274593, 0.9828792508113027, 0.9828492417032242, 0.9828342371491854, 0.9828342371491854]"
63,0.0,3.904603210680086e-07,"[0, 0.0001999156843868204, 9.99578421934102e-05, 4.99789210967051e-05, 2.498946054835255e-05, 1.2494730274176276e-05, 6.247365137088138e-06, 3.123682568544069e-06, 1.5618412842720344e-06, 7.809206421360172e-07, 7.809206421360172e-07]","[0.9844154063479585, 0.9888072253456472, 0.9863962178183223, 0.985364229860845, 0.9848838606350863, 0.984646982495393, 0.9845307193992454, 0.9844729444969837, 0.9844441754224716, 0.984429790885215, 0.984429790885215]"
64,0.013000011444091797,3.903741173451712e-07,"[0, 0.00019987154808072765, 9.993577404036383e-05, 4.996788702018191e-05, 2.4983943510090956e-05, 1.2491971755045478e-05, 6.245985877522739e-06, 3.1229929387613695e-06, 1.5614964693806848e-06, 7.807482346903424e-07, 7.807482346903424e-07]","[0.985008716673232, 0.9892655081865939, 0.9870065212020197, 0.9859730159698896, 0.9854885224448015, 0.9852484225601478, 0.9851283726178203, 0.9850683476466571, 0.9850384422330956, 0.9850235794531638, 0.9850235794531638]"
65,0.003999948501586914,3.904054697904128e-07,"[0, 0.00019988760053269136, 9.994380026634568e-05, 4.997190013317284e-05, 2.498595006658642e-05, 1.249297503329321e-05, 6.246487516646605e-06, 3.1232437583233025e-06, 1.5616218791616512e-06, 7.808109395808256e-07, 7.808109395808256e-07]","[0.9844670162794591, 0.9886626701859953, 0.9862777969864104, 0.9853164908227688, 0.9848799125174157, 0.984672300547354, 0.9845693268995157, 0.9845179876658919, 0.984492487793788, 0.9844797520366234, 0.9844797520366234]"
66,0.017000198364257812,3.904051227560044e-07,"[0, 0.00019988742285107424, 9.994371142553712e-05, 4.997185571276856e-05, 2.498592785638428e-05, 1.249296392819214e-05, 6.24648196409607e-06, 3.123240982048035e-06, 1.5616204910240175e-06, 7.808102455120088e-07, 7.808102455120088e-07]","[0.9833150208440113, 0.9876562619929472, 0.9852624517337514, 0.9842620795818553, 0.9837809717069455, 0.9835476398564345, 0.9834313303502229, 0.9833731755971161, 0.983344098220564, 0.9833295595322872, 0.9833295595322872]"
67,0.018000125885009766,3.9044742570388177e-07,"[0, 0.00019990908196038746, 9.995454098019373e-05, 4.9977270490096866e-05, 2.4988635245048433e-05, 1.2494317622524217e-05, 6.247158811262108e-06, 3.123579405631054e-06, 1.561789702815527e-06, 7.808948514077635e-07, 7.808948514077635e-07]","[0.9841870992598168, 0.988263667575319, 0.9860114865831856, 0.9850751048870122, 0.9846289926670855, 0.9844080459634511, 0.9842975726116345, 0.9842423359357253, 0.984214717597771, 0.9842009084287944, 0.9842009084287944]"
68,0.003999948501586914,3.9039795482818614e-07,"[0, 0.0001998837528720313, 9.994187643601565e-05, 4.9970938218007826e-05, 2.4985469109003913e-05, 1.2492734554501956e-05, 6.246367277250978e-06, 3.123183638625489e-06, 1.5615918193127446e-06, 7.807959096563723e-07, 7.807959096563723e-07]","[0.9830151931230072, 0.9877539389810929, 0.985229828738871, 0.9840930831460181, 0.9835489647877559, 0.983279674721007, 0.9831450511445347, 0.9830795624581583, 0.9830471770541127, 0.9830310726965593, 0.9830310726965593]"
69,0.005000114440917969,3.9058095208288197e-07,"[0, 0.00019997744746643557, 9.998872373321778e-05, 4.999436186660889e-05, 2.4997180933304446e-05, 1.2498590466652223e-05, 6.2492952333261115e-06, 3.1246476166630557e-06, 1.5623238083315279e-06, 7.811619041657639e-07, 7.811619041657639e-07]","[0.9850233453275641, 0.9896631904223012, 0.9871814287347147, 0.986066541456057, 0.985531923975836, 0.9852754583570303, 0.9851494018422968, 0.9850863735849306, 0.9850548594562473, 0.9850391023919058, 0.9850391023919058]"
70,0.0009999275207519531,3.903915536494187e-07,"[0, 0.00019988047546850237, 9.994023773425118e-05, 4.997011886712559e-05, 2.4985059433562796e-05, 1.2492529716781398e-05, 6.246264858390699e-06, 3.1231324291953495e-06, 1.5615662145976748e-06, 7.807831072988374e-07, 7.807831072988374e-07]","[0.9877470302334203, 0.9916238925788236, 0.989548623254783, 0.9886138068745394, 0.988166177782318, 0.9879534347041661, 0.9878490954781717, 0.9877980628557963, 0.9877725465446083, 0.9877597883890145, 0.9877597883890145]"
71,0.0,3.903887011124653e-07,"[0, 0.00019987901496958224, 9.993950748479112e-05, 4.996975374239556e-05, 2.498487687119778e-05, 1.249243843559889e-05, 6.246219217799445e-06, 3.1231096088997226e-06, 1.5615548044498613e-06, 7.807774022249306e-07, 7.807774022249306e-07]","[0.9852184976493621, 0.989543689191536, 0.9872429150602846, 0.9861903924321992, 0.9856978417989118, 0.9854575058769414, 0.985337520707197, 0.9852777497139165, 0.9852481236816393, 0.9852333106655012, 0.9852333106655012]"
72,0.009999990463256836,3.904502779270511e-07,"[0, 0.00019991054229865016, 9.995527114932508e-05, 4.997763557466254e-05, 2.498881778733127e-05, 1.2494408893665635e-05, 6.2472044468328175e-06, 3.1236022234164088e-06, 1.5618011117082044e-06, 7.809005558541022e-07, 7.809005558541022e-07]","[0.9865698455671442, 0.9903160666052307, 0.9883247058065184, 0.9874312869279527, 0.986994964525855, 0.9867812810723023, 0.9866750550656775, 0.9866224503164113, 0.9865961479417782, 0.9865829967544613, 0.9865829967544613]"
73,0.0,3.904921714125006e-07,"[0, 0.0001999319917632003, 9.996599588160015e-05, 4.9982997940800075e-05, 2.4991498970400037e-05, 1.2495749485200019e-05, 6.247874742600009e-06, 3.1239373713000047e-06, 1.5619686856500023e-06, 7.809843428250012e-07, 7.809843428250012e-07]","[0.9837667155577757, 0.9880397982705396, 0.9857412421350963, 0.9847199710419323, 0.9842327912830166, 0.9839991917401034, 0.9838829536489396, 0.9838248346033579, 0.9837957750805667, 0.9837812453191712, 0.9837812453191712]"
74,0.002000093460083008,3.905542504931666e-07,"[0, 0.0001999637762525013, 9.998188812625065e-05, 4.999094406312532e-05, 2.499547203156266e-05, 1.249773601578133e-05, 6.248868007890665e-06, 3.1244340039453327e-06, 1.5622170019726664e-06, 7.811085009863332e-07, 7.811085009863332e-07]","[0.9848983819064073, 0.9889009019296194, 0.9866847150321265, 0.985751629575681, 0.9853162863951784, 0.9851060380915663, 0.9850021592969525, 0.9849502706016794, 0.9849243262540436, 0.9849113540802249, 0.9849113540802249]"
75,0.0,3.905590483440889e-07,"[0, 0.0001999662327521735, 9.998311637608675e-05, 4.999155818804338e-05, 2.499577909402169e-05, 1.2497889547010844e-05, 6.248944773505422e-06, 3.124472386752711e-06, 1.5622361933763555e-06, 7.811180966881778e-07, 7.811180966881778e-07]","[0.9850949874909504, 0.9889572368922507, 0.986832079540608, 0.9859428367227963, 0.9855158197131444, 0.9853054036020478, 0.9852001955464994, 0.9851475915187252, 0.9851212895048378, 0.9851081384978945, 0.9851081384978945]"
76,0.016000032424926758,3.9038177059086863e-07,"[0, 0.00019987546654252474, 9.993773327126237e-05, 4.9968866635631185e-05, 2.4984433317815592e-05, 1.2492216658907796e-05, 6.246108329453898e-06, 3.123054164726949e-06, 1.5615270823634745e-06, 7.807635411817373e-07, 7.807635411817373e-07]","[0.9838798433640772, 0.9880878777708499, 0.9857624419838447, 0.9847869289992542, 0.9843304343279522, 0.9841044568855127, 0.9839920799111962, 0.9839358914240378, 0.9839077971804595, 0.9838937500586696, 0.9838937500586696]"
77,0.01699995994567871,3.905340910179064e-07,"[0, 0.00019995345460116807, 9.997672730058404e-05, 4.998836365029202e-05, 2.499418182514601e-05, 1.2497090912573004e-05, 6.248545456286502e-06, 3.124272728143251e-06, 1.5621363640716256e-06, 7.810681820358128e-07, 7.810681820358128e-07]","[0.9856955117195395, 0.9899027262630679, 0.9875914779493463, 0.986600376204143, 0.9861448675334513, 0.9859196848088353, 0.9858075982641871, 0.9857515549918634, 0.9857235333557018, 0.9857095225376207, 0.9857095225376207]"
78,0.019999980926513672,3.90548786896697e-07,"[0, 0.00019996097889110885, 9.998048944555443e-05, 4.9990244722777213e-05, 2.4995122361388607e-05, 1.2497561180694303e-05, 6.248780590347152e-06, 3.124390295173576e-06, 1.562195147586788e-06, 7.81097573793394e-07, 7.81097573793394e-07]","[0.9843936319118791, 0.9889511970326423, 0.9864750811354436, 0.9853919664936828, 0.9848861774847805, 0.9846370779453908, 0.9845148739149322, 0.9844541672417813, 0.9844238995768304, 0.9844087657443549, 0.9844087657443549]"
79,0.018000125885009766,3.904324780952493e-07,"[0, 0.00019990142878476764, 9.995071439238382e-05, 4.997535719619191e-05, 2.4987678598095955e-05, 1.2493839299047978e-05, 6.246919649523989e-06, 3.1234598247619944e-06, 1.5617299123809972e-06, 7.808649561904986e-07, 7.808649561904986e-07]","[0.9839382782392514, 0.9885721088127257, 0.9860735434567178, 0.9849643840346766, 0.9844395369918947, 0.9841840964651447, 0.9840584724648357, 0.9839982113128853, 0.9839682447760689, 0.9839532615076602, 0.9839532615076602]"
80,0.0,3.905350443477897e-07,"[0, 0.00019995394270606832, 9.997697135303416e-05, 4.998848567651708e-05, 2.499424283825854e-05, 1.249712141912927e-05, 6.248560709564635e-06, 3.1242803547823175e-06, 1.5621401773911587e-06, 7.810700886955794e-07, 7.810700886955794e-07]","[0.9845186205675232, 0.9885655220118182, 0.9863384570086308, 0.9854063801039659, 0.9849572126522469, 0.984734994122795, 0.9846267498235782, 0.9845726276739697, 0.9845455665991654, 0.9845320360617634, 0.9845320360617634]"
81,0.0,3.904996854993854e-07,"[0, 0.00019993583897568533, 9.996791948784266e-05, 4.998395974392133e-05, 2.4991979871960666e-05, 1.2495989935980333e-05, 6.2479949679901665e-06, 3.1239974839950832e-06, 1.5619987419975416e-06, 7.809993709987708e-07, 7.809993709987708e-07]","[0.9848520073318556, 0.9891379157308321, 0.9868308987488303, 0.9857987137649399, 0.9853055223339631, 0.9850758137630904, 0.9849633716203656, 0.9849076349287833, 0.984879821130319, 0.9848659142310873, 0.9848659142310873]"
82,0.01900005340576172,3.9055692271446957e-07,"[0, 0.00019996514442980842, 9.998257221490421e-05, 4.9991286107452105e-05, 2.4995643053726052e-05, 1.2497821526863026e-05, 6.248910763431513e-06, 3.1244553817157565e-06, 1.5622276908578783e-06, 7.811138454289391e-07, 7.811138454289391e-07]","[0.9849385505736301, 0.9889939108030089, 0.9867837305727701, 0.9858188456638001, 0.9853725838065643, 0.9851546254877865, 0.985046335990189, 0.9849921912413906, 0.9849652384910055, 0.9849518945323177, 0.9849518945323177]"
83,0.012000083923339844,3.906035750254361e-07,"[0, 0.00019998903041302328, 9.999451520651164e-05, 4.999725760325582e-05, 2.499862880162791e-05, 1.2499314400813955e-05, 6.2496572004069775e-06, 3.1248286002034888e-06, 1.5624143001017444e-06, 7.812071500508722e-07, 7.812071500508722e-07]","[0.985979431826808, 0.9902031979124153, 0.9879053706541969, 0.9869105348459484, 0.9864403211357763, 0.9862076394980088, 0.9860929146821298, 0.9860358004270422, 0.9860076161269252, 0.9859935239768667, 0.9859935239768667]"
84,0.018000125885009766,3.904810936226957e-07,"[0, 0.0001999263199348202, 9.99631599674101e-05, 4.998157998370505e-05, 2.4990789991852526e-05, 1.2495394995926263e-05, 6.2476974979631316e-06, 3.1238487489815658e-06, 1.5619243744907829e-06, 7.809621872453914e-07, 7.809621872453914e-07]","[0.9840435984558745, 0.9887142229528965, 0.9861755684716494, 0.9850508447466938, 0.9845376496555719, 0.984288717565258, 0.9841661580105663, 0.9841048782332205, 0.9840742383445477, 0.9840589184002113, 0.9840589184002113]"
85,0.015000104904174805,3.9046588188886845e-07,"[0, 0.00019991853152710065, 9.995926576355032e-05, 4.997963288177516e-05, 2.498981644088758e-05, 1.249490822044379e-05, 6.247454110221895e-06, 3.1237270551109476e-06, 1.5618635275554738e-06, 7.809317637777369e-07, 7.809317637777369e-07]","[0.9839391282093354, 0.9887583068606048, 0.986193830241212, 0.9850273195829513, 0.9844715786501609, 0.9842030918836192, 0.9840693566935855, 0.9840041930492501, 0.9839716606292926, 0.9839553944193141, 0.9839553944193141]"
86,0.018000125885009766,3.905001208063949e-07,"[0, 0.0001999360618528742, 9.99680309264371e-05, 4.998401546321855e-05, 2.4992007731609275e-05, 1.2496003865804637e-05, 6.248001932902319e-06, 3.1240009664511594e-06, 1.5620004832255797e-06, 7.810002416127898e-07, 7.810002416127898e-07]","[0.9849327608782942, 0.9892733892903585, 0.9868994279187066, 0.985880670471254, 0.9853954732714201, 0.9851630870526765, 0.985047923965486, 0.9849903424218902, 0.9849615516500925, 0.9849471562641936, 0.9849471562641936]"
87,0.01699995994567871,3.9054745809285424e-07,"[0, 0.00019996029854354137, 9.998014927177069e-05, 4.999007463588534e-05, 2.499503731794267e-05, 1.2497518658971336e-05, 6.248759329485668e-06, 3.124379664742834e-06, 1.562189832371417e-06, 7.810949161857085e-07, 7.810949161857085e-07]","[0.9838604764487439, 0.9882280996237454, 0.9857937810837202, 0.9847862613160263, 0.9843188552846142, 0.9840887286888544, 0.9839745053741918, 0.9839173937168605, 0.9838888378881943, 0.9838745599738613, 0.9838745599738613]"
88,0.016000032424926758,3.9051002491249515e-07,"[0, 0.00019994113275519752, 9.997056637759876e-05, 4.998528318879938e-05, 2.499264159439969e-05, 1.2496320797199845e-05, 6.248160398599922e-06, 3.124080199299961e-06, 1.5620400996499806e-06, 7.810200498249903e-07, 7.810200498249903e-07]","[0.9851467173612911, 0.9900657025672092, 0.9874859255419235, 0.9862623946786391, 0.9856822632278199, 0.9854136002146034, 0.9852801587879473, 0.9852134380746194, 0.9851800777179552, 0.9851633975396233, 0.9851633975396233]"
89,0.01399993896484375,3.9047033260646094e-07,"[0, 0.000199920810294508, 9.9960405147254e-05, 4.9980202573627e-05, 2.49901012868135e-05, 1.249505064340675e-05, 6.247525321703375e-06, 3.1237626608516875e-06, 1.5618813304258438e-06, 7.809406652129219e-07, 7.809406652129219e-07]","[0.9844619082216981, 0.9891786059685599, 0.9865640375304897, 0.9854430542465695, 0.9849491423780772, 0.9847044596390868, 0.9845826538128477, 0.9845222810172728, 0.9844920946194852, 0.9844770014205917, 0.9844770014205917]"
90,0.0,3.905626677661325e-07,"[0, 0.00019996808589625985, 9.998404294812993e-05, 4.999202147406496e-05, 2.499601073703248e-05, 1.249800536851624e-05, 6.24900268425812e-06, 3.12450134212906e-06, 1.56225067106453e-06, 7.81125335532265e-07, 7.81125335532265e-07]","[0.9856615645893408, 0.9898000740405922, 0.9875744364346583, 0.9865968204370419, 0.9861260272339828, 0.9858937959116623, 0.9857776802505017, 0.9857196224199214, 0.9856905935046311, 0.9856760790469858, 0.9856760790469858]"
91,0.015000104904174805,3.9057825024001737e-07,"[0, 0.0001999760641228889, 9.998803206144445e-05, 4.9994016030722224e-05, 2.4997008015361112e-05, 1.2498504007680556e-05, 6.249252003840278e-06, 3.124626001920139e-06, 1.5623130009600695e-06, 7.811565004800347e-07, 7.811565004800347e-07]","[0.9860689570018091, 0.9899390120129268, 0.987859840832978, 0.9869423188132956, 0.9865048096687429, 0.9862865388976516, 0.9861774035121057, 0.9861228358193328, 0.9860956516026921, 0.9860822425139254, 0.9860822425139254]"
92,0.0,3.90575149663477e-07,"[0, 0.00019997447662770023, 9.998723831385012e-05, 4.999361915692506e-05, 2.499680957846253e-05, 1.2498404789231265e-05, 6.249202394615632e-06, 3.124601197307816e-06, 1.562300598653908e-06, 7.81150299326954e-07, 7.81150299326954e-07]","[0.9835334050742872, 0.9881052539242173, 0.9855317912033941, 0.9844939777529564, 0.983999230724018, 0.9837648296597561, 0.9836491173670219, 0.9835912612206548, 0.9835623331474711, 0.9835478691108791, 0.9835478691108791]"
93,0.01399993896484375,3.90583119543924e-07,"[0, 0.00019997855720648908, 9.998927860324454e-05, 4.999463930162227e-05, 2.4997319650811135e-05, 1.2498659825405568e-05, 6.249329912702784e-06, 3.124664956351392e-06, 1.562332478175696e-06, 7.81166239087848e-07, 7.81166239087848e-07]","[0.9845427582610506, 0.9890268138365917, 0.986518555501188, 0.98549406670986, 0.9850098361847645, 0.9847720444312943, 0.9846563524113958, 0.9845995553362237, 0.9845711567986378, 0.9845569575298443, 0.9845569575298443]"
94,0.016000032424926758,3.904431134050887e-07,"[0, 0.00019990687406340541, 9.995343703170271e-05, 4.9976718515851354e-05, 2.4988359257925677e-05, 1.2494179628962838e-05, 6.247089814481419e-06, 3.1235449072407096e-06, 1.5617724536203548e-06, 7.808862268101774e-07, 7.808862268101774e-07]","[0.9832800540098674, 0.987399528790987, 0.985193980917747, 0.9842193697563999, 0.983745919905075, 0.9835129869574719, 0.9833965204836697, 0.9833382872467691, 0.9833091706283185, 0.9832946123190934, 0.9832946123190934]"
95,0.012000083923339844,3.9054373957415436e-07,"[0, 0.00019995839466196703, 9.997919733098352e-05, 4.998959866549176e-05, 2.499479933274588e-05, 1.249739966637294e-05, 6.24869983318647e-06, 3.124349916593235e-06, 1.5621749582966174e-06, 7.810874791483087e-07, 7.810874791483087e-07]","[0.984716432206473, 0.9890424721794462, 0.9867246308041406, 0.9856642649730861, 0.9851835624616905, 0.9849492897545139, 0.9848328609804928, 0.9847746465934828, 0.9847455393999778, 0.9847309858032257, 0.9847309858032257]"
96,0.01900005340576172,3.903711933868506e-07,"[0, 0.0001998700510140675, 9.993502550703375e-05, 4.9967512753516876e-05, 2.4983756376758438e-05, 1.2491878188379219e-05, 6.2459390941896095e-06, 3.1229695470948048e-06, 1.5614847735474024e-06, 7.807423867737012e-07, 7.807423867737012e-07]","[0.9853234816028189, 0.9897225699779962, 0.9872939705317587, 0.986281175537349, 0.9857961568095396, 0.9855589722746806, 0.9854403800072511, 0.9853815972503832, 0.9853524596024572, 0.985337890778494, 0.985337890778494]"
97,0.0,3.90455443123972e-07,"[0, 0.00019991318687947367, 9.995659343973683e-05, 4.997829671986842e-05, 2.498914835993421e-05, 1.2494574179967104e-05, 6.247287089983552e-06, 3.123643544991776e-06, 1.561821772495888e-06, 7.80910886247944e-07, 7.80910886247944e-07]","[0.9848236706276245, 0.9889197947652665, 0.9867340022462575, 0.985740789972101, 0.9852654510528814, 0.9850386067504292, 0.9849309149606051, 0.9848770690656943, 0.9848501807957416, 0.9848369257116825, 0.9848369257116825]"
98,0.01699995994567871,3.9057816031119603e-07,"[0, 0.00019997601807933237, 9.998800903966618e-05, 4.999400451983309e-05, 2.4997002259916546e-05, 1.2498501129958273e-05, 6.2492505649791365e-06, 3.1246252824895682e-06, 1.5623126412447841e-06, 7.811563206223921e-07, 7.811563206223921e-07]","[0.985145225673613, 0.9897330261612262, 0.9872385121130365, 0.9861308288494829, 0.9856225533972378, 0.985380639919839, 0.985261967120878, 0.9852030267448214, 0.9851741262092168, 0.9851596759414146, 0.9851596759414146]"
99,0.0010001659393310547,3.904357033024896e-07,"[0, 0.0001999030800908747, 9.995154004543734e-05, 4.997577002271867e-05, 2.4987885011359336e-05, 1.2493942505679668e-05, 6.246971252839834e-06, 3.123485626419917e-06, 1.5617428132099585e-06, 7.808714066049792e-07, 7.808714066049792e-07]","[0.9846308524878084, 0.9891121333149103, 0.9866669985616676, 0.9856040184872411, 0.9851078680416285, 0.9848666102322741, 0.9847481690930017, 0.9846893258813555, 0.9846600891845815, 0.9846454708361944, 0.9846454708361944]"
100,0.010000228881835938,3.905672311117901e-07,"[0, 0.00019997042232923652, 9.998521116461826e-05, 4.999260558230913e-05, 2.4996302791154565e-05, 1.2498151395577283e-05, 6.249075697788641e-06, 3.1245378488943207e-06, 1.5622689244471603e-06, 7.811344622235802e-07, 7.811344622235802e-07]","[0.986169377193625, 0.9903287280388383, 0.9880189561793297, 0.9870542906763489, 0.9866024647664428, 0.9863824926881217, 0.9862755042880693, 0.9862224407408474, 0.9861959089672359, 0.9861826430804305, 0.9861826430804305]"
