Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
15,0.0,3.4296991373493984e-07,"[0, 0.08990750506613207, 0.044953752533066035, 0.022476876266533018, 0.011238438133266509, 0.005619219066633254, 0.002809609533316627, 0.0014048047666583136, 0.0007024023833291568, 0.0003512011916645784, 0.0001756005958322892, 8.78002979161446e-05, 4.39001489580723e-05, 2.195007447903615e-05, 1.0975037239518075e-05, 5.4875186197590375e-06, 2.7437593098795188e-06, 1.3718796549397594e-06, 6.859398274698797e-07, 6.859398274698797e-07]","[0.6301191285387919, 0.6996145160416404, 0.6634009001652516, 0.6452940922270572, 0.6362406882579601, 0.6318848047975603, 0.6310019666681761, 0.630560547603484, 0.630339838071138, 0.6302294833049649, 0.6301743059218784, 0.6301467172303352, 0.6301329228845636, 0.6301260257116778, 0.6301225771252348, 0.6301208528320134, 0.6301199906854027, 0.6301195596120972, 0.6301193440754446, 0.6301193440754446]"
16,0.0,3.1122894780880053e-07,"[0, 0.08158680129439021, 0.040793400647195104, 0.020396700323597552, 0.010198350161798776, 0.005099175080899388, 0.002549587540449694, 0.001274793770224847, 0.0006373968851124235, 0.00031869844255621175, 0.00015934922127810587, 7.967461063905294e-05, 3.983730531952647e-05, 1.9918652659763234e-05, 9.959326329881617e-06, 4.9796631649408085e-06, 2.4898315824704043e-06, 1.2449157912352021e-06, 6.224578956176011e-07, 6.224578956176011e-07]","[0.703063303616732, 0.7130200344575883, 0.7080416690371601, 0.7055524863269461, 0.704307894971839, 0.7036855992942854, 0.7033744514555088, 0.7032188775361203, 0.7031410905764262, 0.7031021970965791, 0.7030827503566555, 0.7030730269866937, 0.7030681653017128, 0.7030657344592224, 0.7030645190379772, 0.7030639113273546, 0.7030636074720432, 0.7030634555443876, 0.7030633795805598, 0.7030633795805598]"
17,0.0,0.05357165962144297,"[0, 0.07621768277552059, 0.038108841387760294, 0.05716326208164044, 0.04763605173470037, 0.0523996569081704, 0.05478145949490542, 0.05359055820153791, 0.052995107554854155, 0.05329283287819603, 0.05344169553986697, 0.05351612687070244, 0.05355334253612017, 0.053571950368829044, 0.053562646452474605, 0.053567298410651824, 0.05356962438974043, 0.05357078737928474, 0.05357136887405689, 0.053571950368829044]","[0.6529342845347633, 0.6555599736386419, 0.6529342845347634, 0.6532959038199534, 0.6529342845347634, 0.6529342845347634, 0.6530128950926174, 0.6529342845347633, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347633, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347634, 0.6529342845347633]"
18,0.0,3.0704171421135293e-07,"[0, 0.0804891431302209, 0.04024457156511045, 0.020122285782555226, 0.010061142891277613, 0.005030571445638806, 0.002515285722819403, 0.0012576428614097016, 0.0006288214307048508, 0.0003144107153524254, 0.0001572053576762127, 7.860267883810635e-05, 3.9301339419053175e-05, 1.9650669709526588e-05, 9.825334854763294e-06, 4.912667427381647e-06, 2.4563337136908234e-06, 1.2281668568454117e-06, 6.140834284227059e-07, 6.140834284227059e-07]","[0.5719687063811433, 0.6334865025838755, 0.6025484955980547, 0.587258600989599, 0.5796136536853712, 0.5757911800332572, 0.5738799432072003, 0.5729243247941718, 0.5724465155876576, 0.5722076109844004, 0.5720881586827719, 0.5720284325319576, 0.5719985694565505, 0.5719836379188469, 0.5719761721499951, 0.5719724392655692, 0.5719705728233563, 0.5719696396022498, 0.5719691729916966, 0.5719691729916966]"
19,0.0,3.417550331431422e-07,"[0, 0.08958903140827587, 0.044794515704137935, 0.022397257852068968, 0.011198628926034484, 0.005599314463017242, 0.002799657231508621, 0.0013998286157543105, 0.0006999143078771552, 0.0003499571539385776, 0.0001749785769692888, 8.74892884846444e-05, 4.37446442423222e-05, 2.18723221211611e-05, 1.093616106058055e-05, 5.468080530290275e-06, 2.7340402651451377e-06, 1.3670201325725688e-06, 6.835100662862844e-07, 6.835100662862844e-07]","[0.7736621239584691, 0.7826255251958814, 0.7781438245771752, 0.7759029742678222, 0.7747825491131457, 0.7742223365358073, 0.7739422302471382, 0.7738021771028036, 0.7737321505306364, 0.7736971372445527, 0.7736796306015108, 0.77367087727999, 0.7736665006192295, 0.7736643122888492, 0.7736632181236591, 0.7736626710410641, 0.7736623974997666, 0.7736622607291177, 0.7736621923437934, 0.7736621923437934]"
20,0.016000032424926758,0.050809770130670034,"[0, 0.095642607017904, 0.047821303508952, 0.071731955263428, 0.05977662938619, 0.053798966447571, 0.0508101349782615, 0.049315719243606754, 0.05006292711093413, 0.05043653104459782, 0.050623333011429655, 0.05071673399484558, 0.050763434486553544, 0.050786784732407525, 0.050798459855334516, 0.05080429741679801, 0.05080721619752976, 0.05080867558789563, 0.05080940528307856, 0.0508101349782615]","[0.8215100532919005, 0.830217851411594, 0.8186146834044976, 0.8236335733780253, 0.820341434361241, 0.8188536398850821, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976, 0.8186146834044977, 0.8186146834044976]"
21,0.0,3.3312075018395076e-07,"[0, 0.08732560593622159, 0.043662802968110793, 0.021831401484055397, 0.010915700742027698, 0.005457850371013849, 0.0027289251855069246, 0.0013644625927534623, 0.0006822312963767311, 0.0003411156481883656, 0.0001705578240941828, 8.52789120470914e-05, 4.26394560235457e-05, 2.131972801177285e-05, 1.0659864005886424e-05, 5.329932002943212e-06, 2.664966001471606e-06, 1.332483000735803e-06, 6.662415003679015e-07, 6.662415003679015e-07]","[0.6039693690331019, 0.6794316735624126, 0.6415460069533587, 0.6226031736488318, 0.6131317569965682, 0.6083960486704365, 0.6060281945073707, 0.6048442674258376, 0.6042670398872796, 0.6041182044601908, 0.6040437867466464, 0.6040065778898742, 0.6039879734614881, 0.603978671247295, 0.6039740201401985, 0.6039716945866502, 0.6039705318098761, 0.603969950421489, 0.6039696597272955, 0.6039696597272955]"
22,0.0,2.773772511888135e-07,"[0, 0.07271278213564032, 0.03635639106782016, 0.01817819553391008, 0.00908909776695504, 0.00454454888347752, 0.00227227444173876, 0.00113613722086938, 0.00056806861043469, 0.000284034305217345, 0.0001420171526086725, 7.100857630433625e-05, 3.5504288152168126e-05, 1.7752144076084063e-05, 8.876072038042031e-06, 4.438036019021016e-06, 2.219018009510508e-06, 1.109509004755254e-06, 5.54754502377627e-07, 5.54754502377627e-07]","[0.5840008396636683, 0.5950190259248465, 0.5884516590248767, 0.5862262493442726, 0.5851135445039705, 0.5845571920838194, 0.584279015873744, 0.5841399277687062, 0.5840703837161874, 0.5840356116899278, 0.5840182256767981, 0.5840095326702333, 0.5840051861669509, 0.5840030129153095, 0.584001926289489, 0.5840013829765787, 0.5840011113201236, 0.584000975491896, 0.5840009075777822, 0.5840009075777822]"
23,0.0,3.564088390770613e-07,"[0, 0.09343043871101715, 0.046715219355508576, 0.023357609677754288, 0.011678804838877144, 0.005839402419438572, 0.002919701209719286, 0.001459850604859643, 0.0007299253024298215, 0.00036496265121491075, 0.00018248132560745538, 9.124066280372769e-05, 4.5620331401863844e-05, 2.2810165700931922e-05, 1.1405082850465961e-05, 5.7025414252329805e-06, 2.8512707126164902e-06, 1.4256353563082451e-06, 7.128176781541226e-07, 7.128176781541226e-07]","[0.7002654382794304, 0.723922367409014, 0.7060418173275098, 0.7031536278034701, 0.7017095330414502, 0.7009874856604402, 0.7006264619699353, 0.7004459501246828, 0.7003556942020567, 0.7003105662407436, 0.7002880022600869, 0.7002767202697586, 0.7002710792745945, 0.7002682587770124, 0.7002668485282214, 0.7002661434038259, 0.7002657908416282, 0.7002656145605293, 0.7002655264199799, 0.7002655264199799]"
24,0.0,0.0185185244272352,"[0, 0.0734320601953311, 0.03671603009766555, 0.018358015048832776, 0.027537022573249165, 0.02294751881104097, 0.020652766929936874, 0.019505390989384825, 0.0189317030191088, 0.018644859033970788, 0.01850143704140178, 0.018573148037686282, 0.01853729253954403, 0.018519364790472906, 0.018510400915937343, 0.018514882853205124, 0.018517123821839017, 0.01851824430615596, 0.018518804548314435, 0.018518804548314435]","[0.5870423119027616, 0.6021620320601506, 0.589749326455016, 0.5870423119027616, 0.5882902648261426, 0.5876515085130997, 0.5873321303565783, 0.5871724412783176, 0.5870925967391872, 0.5870526744696221, 0.5870423119027616, 0.5870426939022307, 0.5870423119027615, 0.5870423119027615, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027616, 0.5870423119027615, 0.5870423119027615]"
25,0.0,2.622448971679793e-07,"[0, 0.06874592632320277, 0.034372963161601384, 0.017186481580800692, 0.008593240790400346, 0.004296620395200173, 0.0021483101976000865, 0.0010741550988000433, 0.0005370775494000216, 0.0002685387747000108, 0.0001342693873500054, 6.71346936750027e-05, 3.356734683750135e-05, 1.6783673418750676e-05, 8.391836709375338e-06, 4.195918354687669e-06, 2.0979591773438345e-06, 1.0489795886719173e-06, 5.244897943359586e-07, 5.244897943359586e-07]","[0.5639239449897495, 0.5836018051482312, 0.5737628750689904, 0.56884341002937, 0.5663836775095598, 0.5651538112496547, 0.5645388781197022, 0.5642314115547258, 0.5640776782722376, 0.5640008116309936, 0.5639623783103717, 0.5639431616500605, 0.563933553319905, 0.5639287491548273, 0.5639263470722884, 0.5639251460310191, 0.5639245455103843, 0.563924245250067, 0.5639240951199083, 0.5639240951199083]"
26,0.0,3.166897733375748e-07,"[0, 0.08301832394180521, 0.041509161970902604, 0.020754580985451302, 0.010377290492725651, 0.0051886452463628255, 0.0025943226231814128, 0.0012971613115907064, 0.0006485806557953532, 0.0003242903278976766, 0.0001621451639488383, 8.107258197441915e-05, 4.0536290987209574e-05, 2.0268145493604787e-05, 1.0134072746802394e-05, 5.067036373401197e-06, 2.5335181867005984e-06, 1.2667590933502992e-06, 6.333795466751496e-07, 6.333795466751496e-07]","[0.6387336447048173, 0.6767869428877855, 0.6510283558183443, 0.6415202776395204, 0.6401269611721687, 0.6394303029384929, 0.6390819738216551, 0.6389078092632362, 0.6388207269840267, 0.638777185844422, 0.6387554152746195, 0.6387445299897184, 0.6387390873472678, 0.6387363660260426, 0.6387350053654299, 0.6387343250351236, 0.6387339848699705, 0.6387338147873938, 0.6387337297461055, 0.6387337297461055]"
27,0.0,4.726887829365428e-07,"[0, 0.06195626415705854, 0.03097813207852927, 0.015489066039264634, 0.007744533019632317, 0.0038722665098161585, 0.0019361332549080793, 0.0009680666274540396, 0.0004840333137270198, 0.0002420166568635099, 0.00012100832843175495, 6.050416421587748e-05, 3.025208210793874e-05, 1.512604105396937e-05, 7.563020526984685e-06, 3.7815102634923423e-06, 1.8907551317461712e-06, 9.453775658730856e-07, 9.453775658730856e-07]","[0.4666562738010482, 0.5056335418198316, 0.4812402881902741, 0.47177176945285015, 0.46921402162694914, 0.4679351477139987, 0.4672957107575234, 0.4669759922792858, 0.466816133040167, 0.4667362034206075, 0.4666962386108279, 0.46667625620593806, 0.4666662650034931, 0.4666612694022707, 0.46665877160165947, 0.46665752270135386, 0.466656898251201, 0.4666565860261246, 0.4666565860261246]"
28,0.0,2.538402147717952e-07,"[0, 0.06654268926113747, 0.03327134463056874, 0.01663567231528437, 0.008317836157642184, 0.004158918078821092, 0.002079459039410546, 0.001039729519705273, 0.0005198647598526365, 0.00025993237992631826, 0.00012996618996315913, 6.498309498157957e-05, 3.249154749078978e-05, 1.624577374539489e-05, 8.122886872697446e-06, 4.061443436348723e-06, 2.0307217181743614e-06, 1.0153608590871807e-06, 5.076804295435904e-07, 5.076804295435904e-07]","[0.5130263831246537, 0.5412576039642085, 0.5271419935444311, 0.5200841883345424, 0.5165552857295981, 0.5147908344271258, 0.5139086087758896, 0.5134674959502716, 0.5132469395374626, 0.5131366613310582, 0.5130815222278559, 0.5130539526762548, 0.5130401679004541, 0.513033275512554, 0.5130298293186037, 0.5130281062216286, 0.5130272446731412, 0.5130268138988974, 0.5130265985117755, 0.5130265985117755]"
29,0.0,3.637338119161694e-07,"[0, 0.09535063639095231, 0.04767531819547616, 0.02383765909773808, 0.01191882954886904, 0.00595941477443452, 0.00297970738721726, 0.00148985369360863, 0.000744926846804315, 0.0003724634234021575, 0.00018623171170107874, 9.311585585053937e-05, 4.6557927925269685e-05, 2.3278963962634842e-05, 1.1639481981317421e-05, 5.819740990658711e-06, 2.9098704953293553e-06, 1.4549352476646777e-06, 7.274676238323388e-07, 7.274676238323388e-07]","[0.6861348432642971, 0.7508445543706664, 0.7184896988174817, 0.7023122710408893, 0.6942235571525932, 0.6901792002084451, 0.688157021736371, 0.6871459325003341, 0.6866403878823155, 0.6863876155733064, 0.6862612294188017, 0.6861980363415493, 0.6861664398029232, 0.68615064153361, 0.6861427423989536, 0.6861387928316253, 0.6861368180479612, 0.6861358306561292, 0.6861353369602131, 0.6861353369602131]"
30,0.0,4.814248913664867e-07,"[0, 0.06310132336118815, 0.031550661680594075, 0.015775330840297037, 0.007887665420148519, 0.003943832710074259, 0.0019719163550371297, 0.0009859581775185648, 0.0004929790887592824, 0.0002464895443796412, 0.0001232447721898206, 6.16223860949103e-05, 3.081119304745515e-05, 1.5405596523727576e-05, 7.702798261863788e-06, 3.851399130931894e-06, 1.925699565465947e-06, 9.628497827329735e-07, 9.628497827329735e-07]","[0.47629352659105795, 0.5275712431650681, 0.4930905796827969, 0.48155355226711405, 0.478923539429086, 0.477608533010072, 0.4769510298005649, 0.4766222781958115, 0.4764579023934347, 0.4763757144922463, 0.4763346205416522, 0.476314073566355, 0.4763038000787065, 0.47629866333488224, 0.47629609496297004, 0.476294810777014, 0.47629416868403596, 0.47629384763754695, 0.47629384763754695]"
31,0.0,3.456785915057622e-07,"[0, 0.09061756869168652, 0.04530878434584326, 0.02265439217292163, 0.011327196086460815, 0.005663598043230408, 0.002831799021615204, 0.001415899510807602, 0.000707949755403801, 0.0003539748777019005, 0.00017698743885095024, 8.849371942547512e-05, 4.424685971273756e-05, 2.212342985636878e-05, 1.106171492818439e-05, 5.530857464092195e-06, 2.7654287320460975e-06, 1.3827143660230488e-06, 6.913571830115244e-07, 6.913571830115244e-07]","[0.703414260539075, 0.7328444944260021, 0.7181293774825386, 0.7107718190108068, 0.7070930397749409, 0.7052536501570079, 0.7043339553480414, 0.7038741079435582, 0.7036441842413166, 0.7035292223901959, 0.7034717414646354, 0.7034430010018552, 0.7034286307704651, 0.70342144565477, 0.7034178530969226, 0.7034160568179988, 0.7034151586785369, 0.703414709608806, 0.7034144850739406, 0.7034144850739406]"
32,0.0,3.2012271810974164e-07,"[0, 0.08391824981616011, 0.041959124908080056, 0.020979562454040028, 0.010489781227020014, 0.005244890613510007, 0.0026224453067550035, 0.0013112226533775018, 0.0006556113266887509, 0.00032780566334437544, 0.00016390283167218772, 8.195141583609386e-05, 4.097570791804693e-05, 2.0487853959023465e-05, 1.0243926979511732e-05, 5.121963489755866e-06, 2.560981744877933e-06, 1.2804908724389666e-06, 6.402454362194833e-07, 6.402454362194833e-07]","[0.6779967895254998, 0.7067362921418674, 0.6923665408336837, 0.6851816651795918, 0.6815892273525457, 0.6797930084390227, 0.6788948989822612, 0.6784458442538805, 0.6782213168896902, 0.6781090532075951, 0.6780529213665474, 0.6780248554460235, 0.6780108224857617, 0.6780038060056308, 0.6780002977655653, 0.6779985436455325, 0.6779976665855161, 0.677997228055508, 0.6779970087905038, 0.6779970087905038]"
