Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
33,0.0,0.013914671755349212,"[0, 0.08933525293610893, 0.044667626468054465, 0.022333813234027233, 0.011166906617013616, 0.016750359925520424, 0.01395863327126702, 0.01256276994414032, 0.01326070160770367, 0.013609667439485346, 0.013784150355376184, 0.013871391813321601, 0.013915012542294311, 0.013893202177807956, 0.013904107360051134, 0.013909559951172722, 0.013912286246733517, 0.013913649394513915, 0.013914330968404113, 0.013915012542294311]","[0.7268027539943671, 0.7452680031021295, 0.7304739135339847, 0.7276050157337868, 0.7268027539943671, 0.7268877912837373, 0.7268027539943671, 0.7268027539943672, 0.7268027539943671, 0.7268027539943671, 0.7268027539943672, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671, 0.7268027539943672, 0.7268027539943672, 0.7268027539943672, 0.7268027539943671, 0.7268027539943671, 0.7268027539943671]"
34,0.0,2.5631478027284405e-07,"[0, 0.06719138175984443, 0.033595690879922216, 0.016797845439961108, 0.008398922719980554, 0.004199461359990277, 0.0020997306799951385, 0.0010498653399975692, 0.0005249326699987846, 0.0002624663349993923, 0.00013123316749969616, 6.561658374984808e-05, 3.280829187492404e-05, 1.640414593746202e-05, 8.20207296873101e-06, 4.101036484365505e-06, 2.0505182421827524e-06, 1.0252591210913762e-06, 5.126295605456881e-07, 5.126295605456881e-07]","[0.4619450779463765, 0.5342638949144974, 0.48838058735318185, 0.4677305941116733, 0.46479668122406087, 0.4633708795852187, 0.4626579787657976, 0.46230152835608707, 0.46212330315123185, 0.46203419054880424, 0.4619896342475904, 0.4619673560969835, 0.46195621702168, 0.46195064748402836, 0.4619478627152025, 0.4619464703307895, 0.461945774138583, 0.4619454260424798, 0.46194525199442815, 0.46194525199442815]"
35,0.0,3.2885424710931673e-07,"[0, 0.08620716775422473, 0.04310358387711236, 0.02155179193855618, 0.01077589596927809, 0.005387947984639045, 0.0026939739923195227, 0.0013469869961597613, 0.0006734934980798807, 0.00033674674903994033, 0.00016837337451997017, 8.418668725998508e-05, 4.209334362999254e-05, 2.104667181499627e-05, 1.0523335907498135e-05, 5.261667953749068e-06, 2.630833976874534e-06, 1.315416988437267e-06, 6.577084942186335e-07, 6.577084942186335e-07]","[0.6811198277526704, 0.7243094640117604, 0.7027146458822155, 0.6919172368174431, 0.6865185322850567, 0.6838191800188635, 0.6824695038857671, 0.6817946658192188, 0.6814572467859447, 0.6812885372693076, 0.6812041825109889, 0.6811620051318298, 0.6811409164422502, 0.6811303720974603, 0.6811250999250654, 0.681122463838868, 0.6811211457957692, 0.6811204867742199, 0.6811201572634451, 0.6811201572634451]"
36,0.0,3.2743716706693526e-07,"[0, 0.08583568872359468, 0.04291784436179734, 0.02145892218089867, 0.010729461090449335, 0.005364730545224667, 0.0026823652726123337, 0.0013411826363061668, 0.0006705913181530834, 0.0003352956590765417, 0.00016764782953827085, 8.382391476913543e-05, 4.1911957384567714e-05, 2.0955978692283857e-05, 1.0477989346141928e-05, 5.238994673070964e-06, 2.619497336535482e-06, 1.309748668267741e-06, 6.548743341338705e-07, 6.548743341338705e-07]","[0.7079042104369374, 0.7241882290805468, 0.7136048611858065, 0.710754535811372, 0.7093293731241547, 0.7086167917805459, 0.7082605011087417, 0.7080823557728396, 0.7079932831048884, 0.707948746770913, 0.7079264786039252, 0.7079153445204313, 0.7079097774786843, 0.7079069939578109, 0.7079056021973742, 0.7079049063171557, 0.7079045583770466, 0.707904384406992, 0.7079042974219647, 0.7079042974219647]"
37,0.0,3.6678135174448927e-07,"[0, 0.0961495306717074, 0.0480747653358537, 0.02403738266792685, 0.012018691333963424, 0.006009345666981712, 0.003004672833490856, 0.001502336416745428, 0.000751168208372714, 0.000375584104186357, 0.0001877920520931785, 9.389602604658925e-05, 4.6948013023294626e-05, 2.3474006511647313e-05, 1.1737003255823657e-05, 5.868501627911828e-06, 2.934250813955914e-06, 1.467125406977957e-06, 7.335627034889785e-07, 7.335627034889785e-07]","[0.7061402195164916, 0.8031050119167276, 0.7503082469832787, 0.7239098645165544, 0.7119886205683477, 0.7090644200424197, 0.7076023197794558, 0.7068712696479738, 0.7065057445822327, 0.7063229820493622, 0.706231600782927, 0.7061859101497093, 0.7061630648331005, 0.7061516421747962, 0.7061459308456439, 0.7061430751810678, 0.7061416473487797, 0.7061409334326358, 0.7061405764745637, 0.7061405764745637]"
38,0.0,3.54925370000019e-07,"[0, 0.09304155619328498, 0.04652077809664249, 0.023260389048321246, 0.011630194524160623, 0.005815097262080311, 0.0029075486310401557, 0.0014537743155200779, 0.0007268871577600389, 0.00036344357888001946, 0.00018172178944000973, 9.086089472000487e-05, 4.543044736000243e-05, 2.2715223680001216e-05, 1.1357611840000608e-05, 5.678805920000304e-06, 2.839402960000152e-06, 1.419701480000076e-06, 7.09850740000038e-07, 7.09850740000038e-07]","[0.6969502712354873, 0.7127799868335984, 0.7034550797113148, 0.700202675473401, 0.6985764733544442, 0.6977633722949657, 0.6973568217652265, 0.6971535465003569, 0.6970519088679221, 0.6970010900517046, 0.6969756806435959, 0.6969629759395416, 0.6969566235875144, 0.6969534474115009, 0.6969518593234941, 0.6969510652794908, 0.6969506682574891, 0.6969504697464881, 0.6969503704909877, 0.6969503704909877]"
39,0.0,0.004085285296301638,"[0, 0.09194925978481124, 0.04597462989240562, 0.02298731494620281, 0.011493657473101404, 0.005746828736550702, 0.002873414368275351, 0.004310121552413027, 0.0035917679603441888, 0.003950944756378608, 0.004130533154395818, 0.004040738955387212, 0.004085636054891515, 0.004063187505139364, 0.004074411780015439, 0.004080023917453477, 0.004082829986172496, 0.004084233020532005, 0.004084934537711761, 0.004085636054891515]","[0.7688453773380568, 0.7876862810352622, 0.7744205982888679, 0.7712883013470152, 0.7697221528760889, 0.7689390786406258, 0.7688453773380568, 0.7688453773380566, 0.7688453773380568, 0.7688453773380568, 0.7688453773380566, 0.7688453773380567, 0.7688453773380567, 0.7688453773380568, 0.7688453773380568, 0.7688453773380568, 0.7688453773380567, 0.7688453773380568, 0.7688453773380568, 0.7688453773380567]"
40,0.0,3.296420261739363e-07,"[0, 0.08641367930934035, 0.043206839654670176, 0.021603419827335088, 0.010801709913667544, 0.005400854956833772, 0.002700427478416886, 0.001350213739208443, 0.0006751068696042215, 0.00033755343480211075, 0.00016877671740105538, 8.438835870052769e-05, 4.2194179350263844e-05, 2.1097089675131922e-05, 1.0548544837565961e-05, 5.2742724187829805e-06, 2.6371362093914902e-06, 1.3185681046957451e-06, 6.592840523478726e-07, 6.592840523478726e-07]","[0.6430490172675668, 0.6900480568624663, 0.6595871028650518, 0.6513180600663093, 0.647183538666938, 0.6451162779672523, 0.6440826476174095, 0.6435658324424882, 0.6433074248550275, 0.6431782210612972, 0.643113619164432, 0.6430813182159993, 0.6430651677417831, 0.643057092504675, 0.643053054886121, 0.6430510360768438, 0.6430500266722053, 0.643049521969886, 0.6430492696187264, 0.6430492696187264]"
41,0.0,3.676342783329062e-07,"[0, 0.09637312025930136, 0.04818656012965068, 0.02409328006482534, 0.01204664003241267, 0.006023320016206335, 0.0030116600081031676, 0.0015058300040515838, 0.0007529150020257919, 0.00037645750101289596, 0.00018822875050644798, 9.411437525322399e-05, 4.7057187626611994e-05, 2.3528593813305997e-05, 1.1764296906652999e-05, 5.882148453326499e-06, 2.9410742266632497e-06, 1.4705371133316248e-06, 7.352685566658124e-07, 7.352685566658124e-07]","[0.7597511806820524, 0.7962492367656732, 0.7780002087238629, 0.7688756947029576, 0.7643134376925049, 0.7620323091872787, 0.7608917449346656, 0.7603214628083589, 0.7600363217452057, 0.759893751213629, 0.7598224659478408, 0.7597868233149465, 0.7597690019984994, 0.759760091340276, 0.7597556360111641, 0.7597534083466082, 0.7597522945143302, 0.7597517375981913, 0.7597514591401219, 0.7597514591401219]"
42,0.0,2.731665838867368e-07,"[0, 0.03580449048320237, 0.017902245241601184, 0.008951122620800592, 0.004475561310400296, 0.002237780655200148, 0.001118890327600074, 0.000559445163800037, 0.0002797225819000185, 0.00013986129095000925, 6.993064547500463e-05, 3.496532273750231e-05, 1.7482661368751156e-05, 8.741330684375578e-06, 4.370665342187789e-06, 2.1853326710938946e-06, 1.0926663355469473e-06, 5.463331677734736e-07, 5.463331677734736e-07]","[0.27159245295649737, 0.2966892629231095, 0.283455744825843, 0.2775240988911702, 0.27455827592383375, 0.27307536444016556, 0.27233390869833146, 0.2719631808274144, 0.2717778168919559, 0.27168513492422663, 0.271638793940362, 0.2716156234484297, 0.27160403820246354, 0.2715982455794804, 0.2715953492679889, 0.27159390111224313, 0.27159317703437025, 0.27159281499543375, 0.27159281499543375]"
43,0.0,3.4746689385114575e-07,"[0, 0.09108636142171475, 0.045543180710857376, 0.022771590355428688, 0.011385795177714344, 0.005692897588857172, 0.002846448794428586, 0.001423224397214293, 0.0007116121986071465, 0.00035580609930357325, 0.00017790304965178662, 8.895152482589331e-05, 4.4475762412946656e-05, 2.2237881206473328e-05, 1.1118940603236664e-05, 5.559470301618332e-06, 2.779735150809166e-06, 1.389867575404583e-06, 6.949337877022915e-07, 6.949337877022915e-07]","[0.7123503086062363, 0.7416545654433968, 0.7213872652467994, 0.7149619899018324, 0.7136561492540343, 0.7130032289301353, 0.7126767687681858, 0.712513538687211, 0.7124319236467237, 0.71239111612648, 0.7123707123663582, 0.7123605104862971, 0.7123554095462666, 0.7123528590762516, 0.7123515838412439, 0.7123509462237401, 0.7123506274149882, 0.7123504680106123, 0.7123503883084242, 0.7123503883084242]"
44,0.0,2.649097064648661e-07,"[0, 0.06944449009152585, 0.03472224504576293, 0.017361122522881463, 0.008680561261440732, 0.004340280630720366, 0.002170140315360183, 0.0010850701576800915, 0.0005425350788400457, 0.00027126753942002287, 0.00013563376971001143, 6.781688485500572e-05, 3.390844242750286e-05, 1.695422121375143e-05, 8.477110606875715e-06, 4.238555303437857e-06, 2.1192776517189286e-06, 1.0596388258594643e-06, 5.298194129297322e-07, 5.298194129297322e-07]","[0.555894647922259, 0.5669516305425453, 0.5612149281811227, 0.5585547880516908, 0.5572247179869749, 0.556559682954617, 0.5562271654384379, 0.5560609066803484, 0.5559777773013037, 0.5559362126117814, 0.5559154302670202, 0.5559050390946396, 0.5558998435084492, 0.5558972457153541, 0.5558959468188065, 0.5558952973705328, 0.5558949726463959, 0.5558948102843273, 0.5558947291032932, 0.5558947291032932]"
45,0.0,3.249952275011896e-07,"[0, 0.08519554891807185, 0.042597774459035925, 0.021298887229517963, 0.010649443614758981, 0.005324721807379491, 0.0026623609036897453, 0.0013311804518448727, 0.0006655902259224363, 0.00033279511296121817, 0.00016639755648060908, 8.319877824030454e-05, 4.159938912015227e-05, 2.0799694560076135e-05, 1.0399847280038068e-05, 5.199923640019034e-06, 2.599961820009517e-06, 1.2999809100047585e-06, 6.499904550023792e-07, 6.499904550023792e-07]","[0.6559557300705918, 0.6831927582328707, 0.6651578284845665, 0.6594656050723826, 0.6577106675714872, 0.6568331988210395, 0.6563944644458157, 0.6561750972582037, 0.6560654136643979, 0.6560105718674949, 0.6559831509690434, 0.6559694405198176, 0.6559625852952047, 0.6559591576828983, 0.655957443876745, 0.6559565869736684, 0.6559561585221302, 0.6559559442963611, 0.6559558371834764, 0.6559558371834764]"
46,0.0,3.3860376907189233e-07,"[0, 0.08876294643958214, 0.04438147321979107, 0.022190736609895536, 0.011095368304947768, 0.005547684152473884, 0.002773842076236942, 0.001386921038118471, 0.0006934605190592355, 0.00034673025952961775, 0.00017336512976480887, 8.668256488240444e-05, 4.334128244120222e-05, 2.167064122060111e-05, 1.0835320610300555e-05, 5.417660305150277e-06, 2.7088301525751387e-06, 1.3544150762875693e-06, 6.772075381437847e-07, 6.772075381437847e-07]","[0.6744227970276669, 0.720900806391795, 0.6942198307778946, 0.6817656229724737, 0.6780942100000702, 0.6762585035138686, 0.6753406502707676, 0.6748817236492173, 0.6746522603384421, 0.6745375286830544, 0.6744801628553607, 0.6744514799415138, 0.6744371384845904, 0.6744299677561286, 0.6744263823918978, 0.6744245897097824, 0.6744236933687247, 0.6744232451981957, 0.6744230211129314, 0.6744230211129314]"
47,0.0,0.013388206237895845,"[0, 0.07847150220295068, 0.03923575110147534, 0.01961787555073767, 0.009808937775368835, 0.014713406663053253, 0.012261172219211044, 0.013487289441132148, 0.012874230830171595, 0.013180760135651871, 0.01333402478839201, 0.013410657114762078, 0.013372340951577043, 0.01339149903316956, 0.0133819199923733, 0.01338670951277143, 0.013389104272970496, 0.013387906892870963, 0.01338850558292073, 0.01338850558292073]","[0.55645877348104, 0.5860996711028866, 0.5622946371415294, 0.5573664040953167, 0.55645877348104, 0.5566517074313616, 0.55645877348104, 0.5564730332653728, 0.55645877348104, 0.55645877348104, 0.55645877348104, 0.5564618661299985, 0.55645877348104, 0.5564590743461549, 0.55645877348104, 0.55645877348104, 0.5564587253731745, 0.55645877348104, 0.5564586381299294, 0.5564586381299294]"
48,0.0,3.010350786344898e-07,"[0, 0.0789145396535597, 0.03945726982677985, 0.019728634913389925, 0.009864317456694962, 0.004932158728347481, 0.0024660793641737406, 0.0012330396820868703, 0.0006165198410434351, 0.00030825992052171757, 0.00015412996026085879, 7.706498013042939e-05, 3.8532490065214696e-05, 1.9266245032607348e-05, 9.633122516303674e-06, 4.816561258151837e-06, 2.4082806290759185e-06, 1.2041403145379593e-06, 6.020701572689796e-07, 6.020701572689796e-07]","[0.6598082322462533, 0.6807407532973272, 0.6702744927717903, 0.6650413625090218, 0.6624247973776376, 0.6611165148119456, 0.6604623735290995, 0.6601353028876764, 0.6599717675669649, 0.6598899999066091, 0.6598491160764313, 0.6598286741613423, 0.6598184532037978, 0.6598133427250256, 0.6598107874856396, 0.6598095098659464, 0.6598088710560999, 0.6598085516511766, 0.659808391948715, 0.659808391948715]"
49,0.0,3.125683343579752e-07,"[0, 0.08193791344193706, 0.04096895672096853, 0.020484478360484264, 0.010242239180242132, 0.005121119590121066, 0.002560559795060533, 0.0012802798975302665, 0.0006401399487651333, 0.00032006997438256663, 0.00016003498719128332, 8.001749359564166e-05, 4.000874679782083e-05, 2.0004373398910414e-05, 1.0002186699455207e-05, 5.001093349727604e-06, 2.500546674863802e-06, 1.250273337431901e-06, 6.251366687159505e-07, 6.251366687159505e-07]","[0.5287678504945665, 0.6076455962709331, 0.5651732900112136, 0.5469705702528902, 0.5378692103737284, 0.5333185304341475, 0.5310431904643571, 0.5299055204794618, 0.5293366854870142, 0.5290522679907904, 0.5289100592426784, 0.5288389548686225, 0.5288034026815945, 0.5287856265880806, 0.5287767385413236, 0.528772294517945, 0.5287700725062559, 0.5287689615004112, 0.5287684059974889, 0.5287684059974889]"
50,0.0,3.308737678333787e-07,"[0, 0.08673657299491322, 0.04336828649745661, 0.021684143248728305, 0.010842071624364152, 0.005421035812182076, 0.002710517906091038, 0.001355258953045519, 0.0006776294765227595, 0.00033881473826137976, 0.00016940736913068988, 8.470368456534494e-05, 4.235184228267247e-05, 2.1175921141336235e-05, 1.0587960570668118e-05, 5.293980285334059e-06, 2.6469901426670294e-06, 1.3234950713335147e-06, 6.617475356667573e-07, 6.617475356667573e-07]","[0.6766075491946026, 0.7038660698059447, 0.6902368095002736, 0.683422179347438, 0.6800148642710203, 0.6783112067328114, 0.677459377963707, 0.6770334635791548, 0.6768205063868786, 0.6767140277907406, 0.6766607884926716, 0.676634168843637, 0.6766208590191198, 0.6766142041068612, 0.6766108766507319, 0.6766092129226673, 0.676608381058635, 0.6766079651266188, 0.6766077571606106, 0.6766077571606106]"
51,0.0,2.84900031700874e-07,"[0, 0.07468483391019391, 0.037342416955096956, 0.018671208477548478, 0.009335604238774239, 0.0046678021193871195, 0.0023339010596935598, 0.0011669505298467799, 0.0005834752649233899, 0.00029173763246169497, 0.00014586881623084749, 7.293440811542374e-05, 3.646720405771187e-05, 1.8233602028855936e-05, 9.116801014427968e-06, 4.558400507213984e-06, 2.279200253606992e-06, 1.139600126803496e-06, 5.69800063401748e-07, 5.69800063401748e-07]","[0.5686466144639117, 0.6166690367105632, 0.5892878609585145, 0.5755972730824901, 0.5719741858042556, 0.5703104001340837, 0.5694785072989977, 0.5690625608814548, 0.5688545876726833, 0.5687506010682974, 0.5686986077661047, 0.5686726111150082, 0.56865961278946, 0.5686531136266859, 0.5686498640452988, 0.5686482392546052, 0.5686474268592585, 0.5686470206615851, 0.5686468175627484, 0.5686468175627484]"
52,0.0,2.965754058263268e-07,"[0, 0.07774546318493661, 0.038872731592468304, 0.019436365796234152, 0.009718182898117076, 0.004859091449058538, 0.002429545724529269, 0.0012147728622646345, 0.0006073864311323173, 0.0003036932155661586, 0.0001518466077830793, 7.592330389153966e-05, 3.796165194576983e-05, 1.8980825972884914e-05, 9.490412986442457e-06, 4.7452064932212285e-06, 2.3726032466106143e-06, 1.1863016233053071e-06, 5.931508116526536e-07, 5.931508116526536e-07]","[0.5775836875834897, 0.6294655430363875, 0.5991903150336513, 0.5840527010322831, 0.5802720448613461, 0.5783984711590238, 0.5779069654055792, 0.5777453264945345, 0.5776645070390121, 0.5776240973112509, 0.5776038924473702, 0.5775937900154299, 0.5775887387994598, 0.5775862131914747, 0.5775849503874821, 0.5775843189854859, 0.5775840032844878, 0.5775838454339887, 0.5775837665087392, 0.5775837665087392]"
53,0.0,3.255670159527102e-07,"[0, 0.08534543982990726, 0.04267271991495363, 0.021336359957476816, 0.010668179978738408, 0.005334089989369204, 0.002667044994684602, 0.001333522497342301, 0.0006667612486711505, 0.00033338062433557525, 0.00016669031216778762, 8.334515608389381e-05, 4.1672578041946906e-05, 2.0836289020973453e-05, 1.0418144510486726e-05, 5.209072255243363e-06, 2.6045361276216816e-06, 1.3022680638108408e-06, 6.511340319054204e-07, 6.511340319054204e-07]","[0.6185678851514161, 0.6695353138724309, 0.6409148702896842, 0.626604648498311, 0.6220982860282931, 0.6203330855898546, 0.6194504853706353, 0.6190091852610258, 0.618788535206221, 0.6186782101788186, 0.6186230476651173, 0.6185954664082668, 0.6185816757798415, 0.6185747804656287, 0.6185713328085225, 0.6185696089799693, 0.6185687470656928, 0.6185683161085545, 0.6185681006299852, 0.6185681006299852]"
54,0.0,3.5011546462541517e-07,"[0, 0.09178066835876483, 0.04589033417938242, 0.02294516708969121, 0.011472583544845604, 0.005736291772422802, 0.002868145886211401, 0.0014340729431057005, 0.0007170364715528503, 0.00035851823577642513, 0.00017925911788821256, 8.962955894410628e-05, 4.481477947205314e-05, 2.240738973602657e-05, 1.1203694868013285e-05, 5.601847434006643e-06, 2.8009237170033213e-06, 1.4004618585016607e-06, 7.002309292508303e-07, 7.002309292508303e-07]","[0.6736624592411472, 0.715802229495591, 0.6837660690387686, 0.6766874413867384, 0.6751749503139429, 0.6744187047775451, 0.6740405820093462, 0.6738515206252467, 0.673756989933197, 0.6737097245871722, 0.6736860919141596, 0.6736742755776535, 0.6736683674094004, 0.6736654133252737, 0.6736639362832105, 0.673663197762179, 0.673662828501663, 0.6736626438714052, 0.6736625515562762, 0.6736625515562762]"
55,0.0,3.5738696324638684e-07,"[0, 0.09368684809326083, 0.046843424046630416, 0.023421712023315208, 0.011710856011657604, 0.005855428005828802, 0.002927714002914401, 0.0014638570014572005, 0.0007319285007286003, 0.00036596425036430013, 0.00018298212518215006, 9.149106259107503e-05, 4.5745531295537516e-05, 2.2872765647768758e-05, 1.1436382823884379e-05, 5.7181914119421895e-06, 2.8590957059710947e-06, 1.4295478529855474e-06, 7.147739264927737e-07, 7.147739264927737e-07]","[0.682132741835624, 0.7350751914851803, 0.7032886339304236, 0.6902009832148808, 0.6861668625252524, 0.6841498021804381, 0.683141272008031, 0.6826370069218275, 0.6823848743787257, 0.6822588081071748, 0.6821957749713994, 0.6821642584035117, 0.6821485001195677, 0.682140620977596, 0.68213668140661, 0.6821347116211169, 0.6821337267283705, 0.6821332342819972, 0.6821329880588106, 0.6821329880588106]"
56,0.0,3.354162907133774e-07,"[0, 0.0879273681127676, 0.0439636840563838, 0.0219818420281919, 0.01099092101409595, 0.005495460507047975, 0.0027477302535239877, 0.0013738651267619939, 0.0006869325633809969, 0.00034346628169049846, 0.00017173314084524923, 8.586657042262462e-05, 4.293328521131231e-05, 2.1466642605656154e-05, 1.0733321302828077e-05, 5.3666606514140385e-06, 2.6833303257070192e-06, 1.3416651628535096e-06, 6.708325814267548e-07, 6.708325814267548e-07]","[0.7001178868315409, 0.7480541408893469, 0.7240860138604438, 0.7121019503459923, 0.7061099185887665, 0.7031139027101536, 0.7016158947708473, 0.7008668908011941, 0.7004923888163674, 0.7003051378239541, 0.7002115123277475, 0.7001646995796442, 0.7001412932055926, 0.7001295900185667, 0.7001237384250538, 0.7001208126282973, 0.7001193497299191, 0.70011861828073, 0.7001182525561354, 0.7001182525561354]"
57,0.0,2.958523788098966e-07,"[0, 0.07755592599074153, 0.038777962995370764, 0.019388981497685382, 0.009694490748842691, 0.0048472453744213455, 0.0024236226872106728, 0.0012118113436053364, 0.0006059056718026682, 0.0003029528359013341, 0.00015147641795066705, 7.573820897533352e-05, 3.786910448766676e-05, 1.893455224383338e-05, 9.46727612191669e-06, 4.733638060958345e-06, 2.3668190304791726e-06, 1.1834095152395863e-06, 5.917047576197932e-07, 5.917047576197932e-07]","[0.6409622310065191, 0.662859176316541, 0.6519107036615301, 0.6464364673340246, 0.6436993491702718, 0.6423307900883956, 0.6416465105474574, 0.6413043707769882, 0.6411333008917537, 0.6410477659491365, 0.6410049984778278, 0.6409836147421735, 0.6409729228743463, 0.6409675769404326, 0.6409649039734759, 0.6409635674899975, 0.6409628992482583, 0.6409625651273887, 0.6409623980669539, 0.6409623980669539]"
58,0.0,3.4909368840207044e-07,"[0, 0.09151281585247235, 0.04575640792623618, 0.02287820396311809, 0.011439101981559044, 0.005719550990779522, 0.002859775495389761, 0.0014298877476948805, 0.0007149438738474403, 0.00035747193692372013, 0.00017873596846186007, 8.936798423093003e-05, 4.4683992115465017e-05, 2.2341996057732508e-05, 1.1170998028866254e-05, 5.585499014433127e-06, 2.7927495072165635e-06, 1.3963747536082818e-06, 6.981873768041409e-07, 6.981873768041409e-07]","[0.6285944561644837, 0.6752528156933288, 0.649829424322703, 0.6392119402435934, 0.6339031982040386, 0.6312488271842611, 0.6299216416743725, 0.6292580489194282, 0.628926252541956, 0.6287603543532199, 0.6286774052588517, 0.6286359307116678, 0.6286151934380757, 0.6286048248012799, 0.6285996404828817, 0.6285970483236827, 0.6285957522440833, 0.6285951042042834, 0.6285947801843836, 0.6285947801843836]"
59,0.016000032424926758,2.9919867383420525e-07,"[0, 0.0784331371535939, 0.03921656857679695, 0.019608284288398475, 0.009804142144199238, 0.004902071072099619, 0.0024510355360498094, 0.0012255177680249047, 0.0006127588840124524, 0.0003063794420062262, 0.0001531897210031131, 7.659486050155654e-05, 3.829743025077827e-05, 1.9148715125389136e-05, 9.574357562694568e-06, 4.787178781347284e-06, 2.393589390673642e-06, 1.196794695336821e-06, 5.983973476684105e-07, 5.983973476684105e-07]","[0.6925459704070851, 0.7007721169839592, 0.6966590436955221, 0.6946025070513036, 0.6935742387291944, 0.6930601045681397, 0.6928030374876124, 0.6926745039473488, 0.6926102371772169, 0.692578103792151, 0.692562037099618, 0.6925540037533515, 0.6925499870802184, 0.6925479787436518, 0.6925469745753684, 0.6925464724912268, 0.692546221449156, 0.6925460959281204, 0.6925460331676028, 0.6925460331676028]"
60,0.0,3.747450187188309e-07,"[0, 0.0982371581870292, 0.0491185790935146, 0.0245592895467573, 0.01227964477337865, 0.006139822386689325, 0.0030699111933446626, 0.0015349555966723313, 0.0007674777983361656, 0.0003837388991680828, 0.0001918694495840414, 9.59347247920207e-05, 4.796736239601035e-05, 2.3983681198005176e-05, 1.1991840599002588e-05, 5.995920299501294e-06, 2.997960149750647e-06, 1.4989800748753235e-06, 7.494900374376618e-07, 7.494900374376618e-07]","[0.7085400424419916, 0.8180726582133118, 0.7633063503276516, 0.7359231963848216, 0.7222316194134066, 0.715385830927699, 0.7119629366848454, 0.7102514895634185, 0.7093957660027052, 0.7089679042223483, 0.70875397333217, 0.7086470078870809, 0.7085935251645362, 0.708566783803264, 0.7085534131226279, 0.7085467277823098, 0.7085433851121508, 0.7085417137770712, 0.7085408781095315, 0.7085408781095315]"
61,0.0,2.8111616485540267e-07,"[0, 0.07369291591985468, 0.03684645795992734, 0.01842322897996367, 0.009211614489981835, 0.004605807244990917, 0.0023029036224954586, 0.0011514518112477293, 0.0005757259056238647, 0.00028786295281193233, 0.00014393147640596616, 7.196573820298308e-05, 3.598286910149154e-05, 1.799143455074577e-05, 8.995717275372885e-06, 4.497858637686443e-06, 2.2489293188432213e-06, 1.1244646594216107e-06, 5.622323297108053e-07, 5.622323297108053e-07]","[0.4661506073154812, 0.5455399703006371, 0.48936575515907366, 0.4777581812372774, 0.4719543942763793, 0.4690525007959303, 0.4676015540557057, 0.4668760806855934, 0.46651334400053723, 0.46633197565800927, 0.4662412914867452, 0.46619594940111314, 0.46617327835829714, 0.46616194283688916, 0.4661562750761852, 0.46615344119583313, 0.46615202425565716, 0.4661513157855691, 0.46615096155052516, 0.46615096155052516]"
62,0.0,3.531490868787656e-07,"[0, 0.09257591423074712, 0.04628795711537356, 0.02314397855768678, 0.01157198927884339, 0.005785994639421695, 0.0028929973197108477, 0.0014464986598554238, 0.0007232493299277119, 0.00036162466496385596, 0.00018081233248192798, 9.040616624096399e-05, 4.5203083120481995e-05, 2.2601541560240997e-05, 1.1300770780120499e-05, 5.650385390060249e-06, 2.8251926950301247e-06, 1.4125963475150623e-06, 7.062981737575312e-07, 7.062981737575312e-07]","[0.6502662431286481, 0.7148133633413498, 0.6659415342120885, 0.6581038886703682, 0.6541850658995081, 0.6522256545140781, 0.651245948821363, 0.6507560959750055, 0.6505111695518268, 0.6503887063402374, 0.6503274747344427, 0.6502968589315453, 0.6502815510300968, 0.6502738970793723, 0.6502700701040103, 0.6502681566163291, 0.6502671998724886, 0.6502667215005683, 0.6502664823146082, 0.6502664823146082]"
63,0.0,3.550341170443843e-07,"[0, 0.09307006357848308, 0.04653503178924154, 0.02326751589462077, 0.011633757947310384, 0.005816878973655192, 0.002908439486827596, 0.001454219743413798, 0.000727109871706899, 0.0003635549358534495, 0.00018177746792672476, 9.088873396336238e-05, 4.544436698168119e-05, 2.2722183490840595e-05, 1.1361091745420297e-05, 5.680545872710149e-06, 2.8402729363550743e-06, 1.4201364681775372e-06, 7.100682340887686e-07, 7.100682340887686e-07]","[0.6459262407647419, 0.7047109534464715, 0.6750688393062956, 0.6604975400355189, 0.6532118904001304, 0.6495690655824362, 0.647747653173589, 0.6468369469691654, 0.6463815938669537, 0.6461539173158477, 0.6460400790402948, 0.6459831599025183, 0.6459547003336301, 0.645940470549186, 0.645933355656964, 0.645929798210853, 0.6459280194877974, 0.6459271301262697, 0.6459266854455057, 0.6459266854455057]"
64,0.0,3.6307086333666043e-07,"[0, 0.09517684839852551, 0.047588424199262756, 0.023794212099631378, 0.011897106049815689, 0.0059485530249078445, 0.0029742765124539223, 0.0014871382562269611, 0.0007435691281134806, 0.0003717845640567403, 0.00018589228202837014, 9.294614101418507e-05, 4.6473070507092535e-05, 2.3236535253546268e-05, 1.1618267626773134e-05, 5.809133813386567e-06, 2.9045669066932835e-06, 1.4522834533466417e-06, 7.261417266733209e-07, 7.261417266733209e-07]","[0.6334533612609957, 0.73930564574979, 0.6693174265593294, 0.6513853939101626, 0.6424193775855792, 0.6379363694232875, 0.6356948653421416, 0.6345741133015687, 0.6340137372812822, 0.633733549271139, 0.6335934552660674, 0.6335234082635316, 0.6334883847622637, 0.6334708730116297, 0.6334621171363127, 0.6334577391986542, 0.633455550229825, 0.6334544557454105, 0.6334539085032032, 0.6334539085032032]"
