Instance,Runtime,Optimal_Lambda,Lambdas,Objective_Values
51,0.002000093460083008,4.882161421580097e-07,"[0, 0.0004999333295698019, 0.00024996666478490097, 0.00012498333239245048, 6.249166619622524e-05, 3.124583309811262e-05, 1.562291654905631e-05, 7.811458274528155e-06, 3.905729137264078e-06, 1.952864568632039e-06, 9.764322843160194e-07, 9.764322843160194e-07]","[0.9848180266514956, 0.9890664947475724, 0.9867356480495699, 0.9857473102304939, 0.9852690224332726, 0.9850410492059325, 0.9849287125760791, 0.9848733364578349, 0.9848456815546652, 0.9848318541030807, 0.9848249403772885, 0.9848249403772885]"
52,0.005000114440917969,4.881567181633136e-07,"[0, 0.0004998724793992331, 0.0002499362396996166, 0.0001249681198498083, 6.248405992490414e-05, 3.124202996245207e-05, 1.5621014981226036e-05, 7.810507490613018e-06, 3.905253745306509e-06, 1.9526268726532545e-06, 9.763134363266272e-07, 9.763134363266272e-07]","[0.9846062527277727, 0.9886809874979711, 0.9864140672225319, 0.985467874027595, 0.9850221230506209, 0.9848090965987402, 0.9847057580440676, 0.9846555645989304, 0.9846308924562546, 0.9846185563849167, 0.9846123883492484, 0.9846123883492484]"
53,0.014999866485595703,4.881960772382528e-07,"[0, 0.0004999127830919709, 0.00024995639154598543, 0.00012497819577299272, 6.248909788649636e-05, 3.124454894324818e-05, 1.562227447162409e-05, 7.811137235812045e-06, 3.905568617906022e-06, 1.952784308953011e-06, 9.763921544765056e-07, 9.763921544765056e-07]","[0.9852620234744631, 0.9894116805140863, 0.9871697967874691, 0.9861785825971741, 0.9857182152160843, 0.9854885112800832, 0.9853752204029667, 0.9853185749644087, 0.9852902522451291, 0.9852760908854893, 0.9852690283908772, 0.9852690283908772]"
54,0.0,4.881865840704041e-07,"[0, 0.0004999030620880938, 0.0002499515310440469, 0.00012497576552202345, 6.248788276101172e-05, 3.124394138050586e-05, 1.562197069025293e-05, 7.810985345126465e-06, 3.905492672563233e-06, 1.9527463362816163e-06, 9.763731681408082e-07, 9.763731681408082e-07]","[0.9851591727528265, 0.9892965820811448, 0.9870409488431816, 0.9860592794082482, 0.98560522208581, 0.9853802485971541, 0.9852690017760433, 0.9852140872644347, 0.9851866300086304, 0.9851729013807285, 0.9851660370667777, 0.9851660370667777]"
55,0.01699995994567871,4.878480810686223e-07,"[0, 0.0004995564350142692, 0.0002497782175071346, 0.0001248891087535673, 6.244455437678366e-05, 3.122227718839183e-05, 1.5611138594195914e-05, 7.805569297097957e-06, 3.9027846485489785e-06, 1.9513923242744893e-06, 9.756961621372446e-07, 9.756961621372446e-07]","[0.9840276144162752, 0.988479966077603, 0.9860546889124228, 0.9850077837753426, 0.9845069590571294, 0.984264100395178, 0.9841457183946274, 0.9840866664054511, 0.9840571404108637, 0.9840423774135693, 0.9840349959149222, 0.9840349959149222]"
56,0.0,4.881911118110836e-07,"[0, 0.0004999076984945496, 0.0002499538492472748, 0.0001249769246236374, 6.24884623118187e-05, 3.124423115590935e-05, 1.5622115577954675e-05, 7.811057788977337e-06, 3.905528894488669e-06, 1.9527644472443343e-06, 9.763822236221672e-07, 9.763822236221672e-07]","[0.9846920476516532, 0.9888652361362985, 0.9865453853527005, 0.9855699797280012, 0.9851287292193406, 0.9849089231200352, 0.98480029882186, 0.9847459866727724, 0.9847189229971707, 0.9847054853244116, 0.9846987664880328, 0.9846987664880328]"
57,0.09999990463256836,4.880740785818084e-07,"[0, 0.0004997878564677718, 0.0002498939282338859, 0.00012494696411694296, 6.247348205847148e-05, 3.123674102923574e-05, 1.561837051461787e-05, 7.809185257308935e-06, 3.904592628654467e-06, 1.9522963143272337e-06, 9.761481571636169e-07, 9.761481571636169e-07]","[0.9840751065450698, 0.9881266898594493, 0.9859146494338074, 0.9849715523845936, 0.984519086101027, 0.9842947871609106, 0.9841849468529904, 0.9841300266990304, 0.9841025666220503, 0.98408883658356, 0.9840819715643149, 0.9840819715643149]"
58,0.0,4.878476464495378e-07,"[0, 0.0004995559899643267, 0.00024977799498216336, 0.00012488899749108168, 6.244449874554084e-05, 3.122224937277042e-05, 1.561112468638521e-05, 7.805562343192605e-06, 3.9027811715963024e-06, 1.9513905857981512e-06, 9.756952928990756e-07, 9.756952928990756e-07]","[0.9840990724373416, 0.988166932706305, 0.9859450126175741, 0.984989177293353, 0.9845357984879399, 0.9843147216612054, 0.9842059520196715, 0.9841525122285067, 0.9841257923329242, 0.9841124323851329, 0.9841057524112374, 0.9841057524112374]"
59,0.0,4.879493284574636e-07,"[0, 0.0004996601123404427, 0.00024983005617022135, 0.00012491502808511067, 6.245751404255534e-05, 3.122875702127767e-05, 1.5614378510638834e-05, 7.807189255319417e-06, 3.9035946276597085e-06, 1.9517973138298543e-06, 9.758986569149271e-07, 9.758986569149271e-07]","[0.9837555122473592, 0.9874097693966672, 0.9854256685895216, 0.984549248046873, 0.9841419192734401, 0.9839470626395938, 0.9838512874434762, 0.9838033998454178, 0.9837794560463885, 0.9837674841468741, 0.9837614981971167, 0.9837614981971167]"
60,0.009999990463256836,4.880427675123133e-07,"[0, 0.0004997557939326088, 0.0002498778969663044, 0.0001249389484831522, 6.24694742415761e-05, 3.123473712078805e-05, 1.5617368560394026e-05, 7.808684280197013e-06, 3.9043421400985066e-06, 1.9521710700492533e-06, 9.760855350246266e-07, 9.760855350246266e-07]","[0.9836597727053782, 0.9878052075750269, 0.9855315443538855, 0.9845491872368751, 0.9841009389565541, 0.9838803558309663, 0.9837700642681722, 0.9837149184867755, 0.9836873455960773, 0.9836735591507278, 0.9836666659280531, 0.9836666659280531]"
61,0.0,4.881498767843649e-07,"[0, 0.0004998654738271897, 0.00024993273691359483, 0.00012496636845679742, 6.248318422839871e-05, 3.1241592114199354e-05, 1.5620796057099677e-05, 7.810398028549839e-06, 3.905199014274919e-06, 1.9525995071374596e-06, 9.762997535687298e-07, 9.762997535687298e-07]","[0.9848982095249289, 0.9889309779442363, 0.9867497298294334, 0.9857974170849017, 0.9853432239341262, 0.9851193381012402, 0.9850086527428533, 0.9849534311338911, 0.9849258203294095, 0.9849120149271694, 0.9849051122260489, 0.9849051122260489]"
62,0.006999969482421875,4.881212651627189e-07,"[0, 0.0004998361755266242, 0.0002499180877633121, 0.00012495904388165605, 6.247952194082802e-05, 3.123976097041401e-05, 1.5619880485207006e-05, 7.809940242603503e-06, 3.9049701213017515e-06, 1.9524850606508757e-06, 9.762425303254379e-07, 9.762425303254379e-07]","[0.982819232595146, 0.987341836373093, 0.9847648332098019, 0.9837477956462687, 0.9832781300936839, 0.9830481680588363, 0.982933700326991, 0.9828764664610686, 0.9828478495281072, 0.9828335410616269, 0.9828263868283862, 0.9828263868283862]"
63,0.0,4.880754013350108e-07,"[0, 0.0004997892109670511, 0.00024989460548352553, 0.00012494730274176277, 6.247365137088138e-05, 3.123682568544069e-05, 1.5618412842720346e-05, 7.809206421360173e-06, 3.904603210680086e-06, 1.952301605340043e-06, 9.761508026700216e-07, 9.761508026700216e-07]","[0.9844154063479585, 0.9886420439687309, 0.9863141650020303, 0.9853227939181813, 0.9848633161253613, 0.9846366394851921, 0.9845255478941449, 0.9844703485236349, 0.9844428774357965, 0.9844291418918779, 0.9844222741199185, 0.9844222741199185]"
64,0.0,4.87967646681464e-07,"[0, 0.0004996788702018192, 0.0002498394351009096, 0.0001249197175504548, 6.24598587752274e-05, 3.12299293876137e-05, 1.561496469380685e-05, 7.807482346903424e-06, 3.903741173451712e-06, 1.951870586725856e-06, 9.75935293362928e-07, 9.75935293362928e-07]","[0.985008716673232, 0.9890994818681547, 0.9869215866964175, 0.9859301582651175, 0.9854671626527574, 0.9852377426641254, 0.9851230326698088, 0.9850656776726512, 0.985037101092261, 0.9850229088827465, 0.9850158127779891, 0.9850158127779891]"
65,0.0,4.88006837238016e-07,"[0, 0.0004997190013317284, 0.0002498595006658642, 0.0001249297503329321, 6.246487516646605e-05, 3.1232437583233024e-05, 1.5616218791616512e-05, 7.808109395808256e-06, 3.904054697904128e-06, 1.952027348952064e-06, 9.76013674476032e-07, 9.76013674476032e-07]","[0.9844670162794591, 0.988487701802131, 0.9861915945962766, 0.9852740008322955, 0.9848585242755685, 0.9846616064264302, 0.9845639719794523, 0.9845153102058604, 0.9844911430243977, 0.9844790796519284, 0.9844730479656936, 0.9844730479656936]"
66,0.0,4.880064034450054e-07,"[0, 0.0004997185571276856, 0.0002498592785638428, 0.0001249296392819214, 6.24648196409607e-05, 3.123240982048035e-05, 1.5616204910240174e-05, 7.808102455120087e-06, 3.904051227560044e-06, 1.952025613780022e-06, 9.76012806890011e-07, 9.76012806890011e-07]","[0.9833150208440113, 0.9874834803968501, 0.9851742157767449, 0.9842173929686124, 0.9837586121249859, 0.9835364026869657, 0.9834257117654875, 0.9833703663047497, 0.9833426935743805, 0.9833288572091952, 0.9833219390266034, 0.9833219390266034]"
67,0.005000114440917969,4.880592821298522e-07,"[0, 0.0004997727049009686, 0.0002498863524504843, 0.00012494317622524216, 6.247158811262108e-05, 3.123579405631054e-05, 1.561789702815527e-05, 7.808948514077635e-06, 3.9044742570388176e-06, 1.9522371285194088e-06, 9.761185642597044e-07, 9.761185642597044e-07]","[0.9841870992598168, 0.9880905477832944, 0.9859242776759803, 0.9850312012809623, 0.9846070805973038, 0.9843970899285605, 0.9842920945941884, 0.9842395969270027, 0.98421334809341, 0.9842002236766135, 0.9841936614682154, 0.9841936614682154]"
68,0.0,4.879974435352327e-07,"[0, 0.0004997093821800783, 0.00024985469109003913, 0.00012492734554501956, 6.246367277250978e-05, 3.123183638625489e-05, 1.5615918193127446e-05, 7.807959096563723e-06, 3.903979548281861e-06, 1.9519897741409307e-06, 9.759948870704653e-07, 9.759948870704653e-07]","[0.9830151931230072, 0.987574854914027, 0.9851410972739139, 0.9840483373724133, 0.9835263763117624, 0.9832683804830101, 0.9831394006359114, 0.9830767365030142, 0.9830457648564351, 0.98303036659772, 0.9830227784574616, 0.9830227784574616]"
69,0.009000062942504883,4.882261901036025e-07,"[0, 0.0004999436186660889, 0.00024997180933304447, 0.00012498590466652223, 6.249295233326112e-05, 3.124647616663056e-05, 1.562323808331528e-05, 7.81161904165764e-06, 3.90580952082882e-06, 1.95290476041441e-06, 9.76452380207205e-07, 9.76452380207205e-07]","[0.9850233453275641, 0.9894931777261738, 0.9870937819656874, 0.9860224893686166, 0.9855097427598228, 0.9852644044098754, 0.9851438748687198, 0.9850836100981419, 0.985053477712853, 0.9850384115202084, 0.9850308784238868, 0.9850308784238868]"
70,0.017000198364257812,4.879894420617733e-07,"[0, 0.0004997011886712559, 0.00024985059433562794, 0.00012492529716781397, 6.246264858390699e-05, 3.123132429195349e-05, 1.5615662145976746e-05, 7.807831072988373e-06, 3.903915536494187e-06, 1.9519577682470933e-06, 9.759788841235466e-07, 9.759788841235466e-07]","[0.9877470302334203, 0.9914602896700114, 0.9894651886117444, 0.9885710347779214, 0.988144858671981, 0.9879428818581958, 0.987843772539083, 0.9877954013862518, 0.987771215809836, 0.9877591230216283, 0.9877530766275245, 0.9877530766275245]"
71,0.0,4.879858763905816e-07,"[0, 0.0004996975374239556, 0.0002498487687119778, 0.0001249243843559889, 6.246219217799445e-05, 3.1231096088997226e-05, 1.5615548044498613e-05, 7.807774022249306e-06, 3.903887011124653e-06, 1.9519435055623266e-06, 9.759717527811633e-07, 9.759717527811633e-07]","[0.9852184976493621, 0.989376877258874, 0.987157478986917, 0.9861478990873928, 0.9856764593731511, 0.9854468317432239, 0.9853321836403386, 0.985275076413105, 0.985246787031234, 0.9852326423402981, 0.9852255699948301, 0.9852255699948301]"
72,0.01699995994567871,4.880628474088139e-07,"[0, 0.0004997763557466255, 0.00024988817787331274, 0.00012494408893665637, 6.247204446832818e-05, 3.123602223416409e-05, 1.5618011117082046e-05, 7.809005558541023e-06, 3.9045027792705115e-06, 1.9522513896352557e-06, 9.761256948176279e-07, 9.761256948176279e-07]","[0.9865698455671442, 0.990141238642908, 0.9882359543570052, 0.987386982188727, 0.986972700357832, 0.9867701369849072, 0.9866695005269351, 0.9866196730470393, 0.986594759307092, 0.9865823024371183, 0.9865760740021314, 0.9865760740021314]"
73,0.01699995994567871,4.881152142656258e-07,"[0, 0.0004998299794080008, 0.0002499149897040004, 0.0001249574948520002, 6.24787474260001e-05, 3.123937371300005e-05, 1.5619686856500025e-05, 7.809843428250013e-06, 3.904921714125006e-06, 1.952460857062503e-06, 9.762304285312516e-07, 9.762304285312516e-07]","[0.9837667155577757, 0.9878628297554756, 0.9856535443998267, 0.9846760517375981, 0.9842107221131164, 0.9839881100236121, 0.9838774127906941, 0.9838220641742349, 0.983794389866005, 0.9837805527118904, 0.9837736341348332, 0.9837736341348332]"
74,0.0,4.881928131164582e-07,"[0, 0.0004999094406312532, 0.0002499547203156266, 0.0001249773601578133, 6.248868007890664e-05, 3.124434003945332e-05, 1.562217001972666e-05, 7.81108500986333e-06, 3.905542504931665e-06, 1.9527712524658326e-06, 9.763856262329163e-07, 9.763856262329163e-07]","[0.9848983819064073, 0.9887342860507538, 0.9866007232813864, 0.9857094334968013, 0.9852952059845171, 0.9850955073278871, 0.9849968802981781, 0.9849476311022929, 0.98492300650435, 0.9849106942053784, 0.9849045380558925, 0.9849045380558925]"
75,0.015000104904174805,4.881988104301111e-07,"[0, 0.0004999155818804338, 0.0002499577909402169, 0.00012497889547010845, 6.248944773505422e-05, 3.124472386752711e-05, 1.5622361933763556e-05, 7.811180966881778e-06, 3.905590483440889e-06, 1.9527952417204445e-06, 9.763976208602222e-07, 9.763976208602222e-07]","[0.9850949874909504, 0.9887786454718054, 0.9867440249803743, 0.9858987853941806, 0.9854938723373181, 0.9852944299141345, 0.9851947087025426, 0.9851448480967466, 0.9851199177938488, 0.9851074526423995, 0.9851012200666751, 0.9851012200666751]"
76,0.01399993896484375,4.879772132385857e-07,"[0, 0.0004996886663563118, 0.0002498443331781559, 0.00012492216658907795, 6.246108329453897e-05, 3.123054164726949e-05, 1.5615270823634744e-05, 7.807635411817372e-06, 3.903817705908686e-06, 1.951908852954343e-06, 9.759544264771715e-07, 9.759544264771715e-07]","[0.9838798433640772, 0.9879250211734244, 0.9856809075809384, 0.9847465607266424, 0.984310151971908, 0.9840943165652095, 0.9839870097510451, 0.9839333563439633, 0.9839065296404212, 0.9838931162886505, 0.9838864481039101, 0.9838864481039101]"
77,0.01699995994567871,4.88167613772383e-07,"[0, 0.0004998836365029202, 0.0002499418182514601, 0.00012497090912573004, 6.248545456286502e-05, 3.124272728143251e-05, 1.5621363640716255e-05, 7.810681820358127e-06, 3.905340910179064e-06, 1.952670455089532e-06, 9.76335227544766e-07, 9.76335227544766e-07]","[0.9856955117195395, 0.9897318471162552, 0.9875050505685165, 0.9865578595954517, 0.9861232823351658, 0.9859088556381304, 0.9858021836788351, 0.985748847699187, 0.9857221797093633, 0.9857088457144515, 0.9857021787169958, 0.9857021787169958]"
78,0.01399993896484375,4.881859836208713e-07,"[0, 0.0004999024472277722, 0.0002499512236138861, 0.00012497561180694304, 6.248780590347152e-05, 3.124390295173576e-05, 1.562195147586788e-05, 7.81097573793394e-06, 3.90548786896697e-06, 1.952743934483485e-06, 9.763719672417425e-07, 9.763719672417425e-07]","[0.9843936319118791, 0.9887782555470989, 0.9863874436342767, 0.9853487094502016, 0.9848646098549514, 0.9846262455571934, 0.984509439978628, 0.9844514360433371, 0.9844225339776086, 0.9844080829447438, 0.9844008574283118, 0.9844008574283118]"
79,0.003999948501586914,4.880405976190617e-07,"[0, 0.0004997535719619191, 0.0002498767859809596, 0.0001249383929904798, 6.24691964952399e-05, 3.123459824761995e-05, 1.5617299123809973e-05, 7.808649561904987e-06, 3.904324780952493e-06, 1.9521623904762467e-06, 9.760811952381233e-07, 9.760811952381233e-07]","[0.9839382782392514, 0.9883998689220979, 0.9859867699742001, 0.984920839314476, 0.9844177548964438, 0.9841731854991342, 0.9840530369425223, 0.98399546911537, 0.9839668736773106, 0.9839525759582809, 0.9839454270987668, 0.9839454270987668]"
80,0.010999917984008789,4.881688054347371e-07,"[0, 0.0004998848567651708, 0.0002499424283825854, 0.0001249712141912927, 6.248560709564635e-05, 3.124280354782317e-05, 1.5621401773911587e-05, 7.810700886955793e-06, 3.905350443477897e-06, 1.9526752217389483e-06, 9.763376108694742e-07, 9.763376108694742e-07]","[0.9845186205675232, 0.9883892182424945, 0.9862495901399235, 0.9853618345715639, 0.9849349398860462, 0.9847238427655319, 0.9846211741449464, 0.9845698398346537, 0.9845441726795072, 0.9845313391019345, 0.9845249737792683, 0.9845249737792683]"
81,0.019999980926513672,4.881246068742317e-07,"[0, 0.0004998395974392133, 0.00024991979871960665, 0.00012495989935980333, 6.247994967990166e-05, 3.123997483995083e-05, 1.5619987419975416e-05, 7.809993709987708e-06, 3.904996854993854e-06, 1.952498427496927e-06, 9.762492137484635e-07, 9.762492137484635e-07]","[0.9848520073318556, 0.9889636449469307, 0.9867437996765381, 0.9857552678629711, 0.9852839676076437, 0.9850650939385049, 0.9849580117080725, 0.9849049477162146, 0.9848784775240351, 0.9848652424279452, 0.9848586248799007, 0.9848586248799007]"
82,0.006000041961669922,4.88196153393087e-07,"[0, 0.0004999128610745211, 0.00024995643053726054, 0.00012497821526863027, 6.248910763431513e-05, 3.124455381715757e-05, 1.5622276908578784e-05, 7.811138454289392e-06, 3.905569227144696e-06, 1.952784613572348e-06, 9.76392306786174e-07, 9.76392306786174e-07]","[0.9849385505736301, 0.9888145911937684, 0.9866938162850852, 0.9857742577498861, 0.985350348489995, 0.9851434694741742, 0.9850407579833826, 0.9849894022379871, 0.984963846654255, 0.9849511986139424, 0.9849448745937861, 0.9849448745937861]"
83,0.01699995994567871,4.882544687817952e-07,"[0, 0.0004999725760325582, 0.0002499862880162791, 0.00012499314400813956, 6.249657200406978e-05, 3.124828600203489e-05, 1.5624143001017445e-05, 7.812071500508723e-06, 3.906035750254361e-06, 1.9530178751271806e-06, 9.765089375635903e-07, 9.765089375635903e-07]","[0.985979431826808, 0.9900226965592029, 0.9878158874339344, 0.9868664045192053, 0.9864181381154198, 0.9861965479878303, 0.9860873776850148, 0.986033041369162, 0.9860062365979854, 0.9859928342123967, 0.9859861330196025, 0.9859861330196025]"
84,0.018000125885009766,4.881013670283697e-07,"[0, 0.0004998157998370506, 0.0002499078999185253, 0.00012495394995926264, 6.247697497963132e-05, 3.123848748981566e-05, 1.561924374490783e-05, 7.809621872453915e-06, 3.9048109362269575e-06, 1.9524054681134788e-06, 9.762027340567394e-07, 9.762027340567394e-07]","[0.9840435984558745, 0.9885370722437435, 0.9860894516995647, 0.985007816622819, 0.9845160682948543, 0.9842779702679548, 0.9841607843619148, 0.9841021914088947, 0.9840728949323845, 0.9840582466941297, 0.984050922575002, 0.984050922575002]"
85,0.021000146865844727,4.880823523610856e-07,"[0, 0.0004997963288177516, 0.0002498981644088758, 0.0001249490822044379, 6.247454110221895e-05, 3.1237270551109476e-05, 1.5618635275554738e-05, 7.809317637777369e-06, 3.9046588188886845e-06, 1.9523294094443422e-06, 9.761647047221711e-07, 9.761647047221711e-07]","[0.9839391282093354, 0.9885868376450478, 0.9861054119803794, 0.9849831941510411, 0.9844495513399365, 0.9841920202259453, 0.9840638468259453, 0.9840014229090067, 0.9839702755591709, 0.9839547018842536, 0.9839469150467942, 0.9839469150467942]"
86,0.032000064849853516,4.881251510079937e-07,"[0, 0.0004998401546321855, 0.00024992007731609276, 0.00012496003865804638, 6.248001932902319e-05, 3.1240009664511595e-05, 1.5620004832255797e-05, 7.810002416127899e-06, 3.905001208063949e-06, 1.9525006040319747e-06, 9.762503020159873e-07, 9.762503020159873e-07]","[0.9849327608782942, 0.9890972000648233, 0.9868099441307604, 0.9858363856048835, 0.9853732451904248, 0.9851519606437571, 0.9850423607610262, 0.9849875608196608, 0.9849601608489778, 0.9849464608636362, 0.9849396108709655, 0.9849396108709655]"
87,0.015000104904174805,4.881843226160678e-07,"[0, 0.0004999007463588535, 0.00024995037317942674, 0.00012497518658971337, 6.248759329485668e-05, 3.124379664742834e-05, 1.562189832371417e-05, 7.810949161857086e-06, 3.905474580928543e-06, 1.9527372904642714e-06, 9.763686452321357e-07, 9.763686452321357e-07]","[0.9838604764487439, 0.9880468924271291, 0.9857046741191757, 0.9847410850585776, 0.9842962830490269, 0.9840774007568217, 0.9839688414081755, 0.9839145617338517, 0.98388742189669, 0.9838738519781095, 0.9838671605707231, 0.9838671605707231]"
88,0.0,4.881375311406189e-07,"[0, 0.0004998528318879938, 0.0002499264159439969, 0.00012496320797199844, 6.248160398599922e-05, 3.124080199299961e-05, 1.5620400996499806e-05, 7.810200498249903e-06, 3.905100249124951e-06, 1.9525501245624757e-06, 9.762750622812378e-07, 9.762750622812378e-07]","[0.9851467173612911, 0.9899037670928671, 0.9874049586113285, 0.9862211185756046, 0.9856618976816921, 0.9854034196955885, 0.9852750685284399, 0.9852108929448657, 0.9851788051530782, 0.9851627612571847, 0.9851547393092382, 0.9851547393092382]"
89,0.011999845504760742,4.880879157580761e-07,"[0, 0.0004998020257362699, 0.00024990101286813496, 0.00012495050643406748, 6.247525321703374e-05, 3.123762660851687e-05, 1.5618813304258435e-05, 7.809406652129218e-06, 3.904703326064609e-06, 1.9523516630323044e-06, 9.761758315161522e-07, 9.761758315161522e-07]","[0.9844619082216981, 0.9890028564128259, 0.986474786939167, 0.9853985299183878, 0.9849267517894309, 0.9846932643447633, 0.9845770522132588, 0.9845194802174781, 0.9844906942195881, 0.9844763012206427, 0.9844691047211702, 0.9844691047211702]"
90,0.0,4.882033347076656e-07,"[0, 0.0004999202147406496, 0.0002499601073703248, 0.0001249800536851624, 6.24900268425812e-05, 3.12450134212906e-05, 1.56225067106453e-05, 7.81125335532265e-06, 3.905626677661325e-06, 1.9528133388306624e-06, 9.764066694153312e-07, 9.764066694153312e-07]","[0.9856615645893408, 0.9896431581027231, 0.9874933425854069, 0.9865562370585931, 0.9861056627746765, 0.9858836136820086, 0.9857725891356752, 0.9857170768625082, 0.9856893207259246, 0.9856754426576332, 0.9856685036234872, 0.9856685036234872]"
91,0.011999845504760742,4.882228128000217e-07,"[0, 0.0004999401603072222, 0.0002499700801536111, 0.00012498504007680555, 6.249252003840277e-05, 3.1246260019201386e-05, 1.5623130009600693e-05, 7.811565004800347e-06, 3.905782502400173e-06, 1.9528912512000866e-06, 9.764456256000433e-07, 9.764456256000433e-07]","[0.9860689570018091, 0.9897684150632261, 0.9877744027435945, 0.9868992061407325, 0.9864831629807006, 0.9862757155536304, 0.9861719918400951, 0.986120129983328, 0.9860943045962556, 0.9860815690107069, 0.986075215564494, 0.986075215564494]"
92,0.018999814987182617,4.882189370793463e-07,"[0, 0.0004999361915692506, 0.0002499680957846253, 0.00012498404789231264, 6.249202394615632e-05, 3.124601197307816e-05, 1.562300598653908e-05, 7.81150299326954e-06, 3.90575149663477e-06, 1.952875748317385e-06, 9.764378741586925e-07, 9.764378741586925e-07]","[0.9835334050742872, 0.9879373490784314, 0.985444979155521, 0.9844509802791953, 0.9839776630381737, 0.9837540934676469, 0.9836437492709673, 0.9835885771726272, 0.983560991123458, 0.9835471980988728, 0.9835403015865802, 0.9835403015865802]"
93,0.021000146865844727,4.882288994299051e-07,"[0, 0.0004999463930162228, 0.0002499731965081114, 0.0001249865982540557, 6.249329912702785e-05, 3.1246649563513924e-05, 1.5623324781756962e-05, 7.811662390878481e-06, 3.9058311954392405e-06, 1.9529155977196202e-06, 9.764577988598101e-07, 9.764577988598101e-07]","[0.9845427582610506, 0.9888486920994731, 0.9864277252783232, 0.9854486263153545, 0.9849871707826192, 0.984760698723135, 0.9846507196436101, 0.9845967389523309, 0.9845697486066909, 0.9845562534338712, 0.9845495058474613, 0.9845495058474613]"
94,0.016000032424926758,4.880538917563609e-07,"[0, 0.0004997671851585135, 0.0002498835925792568, 0.0001249417962896284, 6.24708981448142e-05, 3.12354490724071e-05, 1.561772453620355e-05, 7.808862268101774e-06, 3.904431134050887e-06, 1.9522155670254436e-06, 9.761077835127218e-07, 9.761077835127218e-07]","[0.9832800540098674, 0.9872343529934401, 0.9851098581241723, 0.9841769224008526, 0.9837246045240499, 0.9835023292669591, 0.983391191638413, 0.9833356228241409, 0.9833078384170046, 0.9832939462134361, 0.9832870001116519, 0.9832870001116519]"
95,0.0,4.88179674467693e-07,"[0, 0.0004998959866549176, 0.0002499479933274588, 0.0001249739966637294, 6.24869983318647e-05, 3.124349916593235e-05, 1.5621749582966174e-05, 7.810874791483087e-06, 3.905437395741544e-06, 1.952718697870772e-06, 9.76359348935386e-07, 9.76359348935386e-07]","[0.984716432206473, 0.9888657770082063, 0.9866358264271865, 0.9856204653711473, 0.9851617002466225, 0.984938338533195, 0.9848273853698333, 0.9847719087881535, 0.9847441704973131, 0.9847303013518927, 0.9847233667791829, 0.9847233667791829]"
96,0.013000011444091797,4.879639917335633e-07,"[0, 0.0004996751275351688, 0.0002498375637675844, 0.0001249187818837922, 6.24593909418961e-05, 3.122969547094805e-05, 1.5614847735474026e-05, 7.807423867737013e-06, 3.9037119338685065e-06, 1.9518559669342532e-06, 9.759279834671266e-07, 9.759279834671266e-07]","[0.9853234816028189, 0.9895384115646161, 0.9872014486266005, 0.9862356282281427, 0.9857735444993653, 0.9855476661195933, 0.9854347269297076, 0.9853787821349351, 0.9853510520447332, 0.9853371869996324, 0.9853302887834158, 0.9853302887834158]"
97,0.021000146865844727,4.88069303904965e-07,"[0, 0.0004997829671986841, 0.0002498914835993421, 0.00012494574179967104, 6.247287089983552e-05, 3.123643544991776e-05, 1.561821772495888e-05, 7.80910886247944e-06, 3.90455443123972e-06, 1.95227721561986e-06, 9.7613860780993e-07, 9.7613860780993e-07]","[0.9848236706276245, 0.9887536979987955, 0.9866501221457477, 0.9856986174846999, 0.98524419814215, 0.9850279265729256, 0.9849255748718543, 0.984874399021318, 0.9848488492598069, 0.9848362599437152, 0.9848299652856702, 0.9848299652856702]"
98,0.011999845504760742,4.88222700388995e-07,"[0, 0.0004999400451983309, 0.00024997002259916545, 0.00012498501129958273, 6.249250564979136e-05, 3.124625282489568e-05, 1.562312641244784e-05, 7.81156320622392e-06, 3.90578160311196e-06, 1.95289080155598e-06, 9.7644540077799e-07, 9.7644540077799e-07]","[0.985145225673613, 0.9895620312367174, 0.9871529461407058, 0.9860876309288648, 0.9856011021263618, 0.9853699435781272, 0.9852566455246998, 0.9852003820956435, 0.9851728038846284, 0.9851590147791204, 0.9851521202263662, 0.9851521202263662]"
99,0.01399993896484375,4.880446291281121e-07,"[0, 0.0004997577002271868, 0.0002498788501135934, 0.0001249394250567967, 6.246971252839834e-05, 3.123485626419917e-05, 1.5617428132099586e-05, 7.808714066049793e-06, 3.9043570330248966e-06, 1.9521785165124483e-06, 9.760892582562241e-07, 9.760892582562241e-07]","[0.9846308524878084, 0.988948118765595, 0.9865866674227287, 0.9855637202929483, 0.985087768450355, 0.984856524952213, 0.9847431264529705, 0.9846867992532394, 0.9846588258705237, 0.9846448391791657, 0.9846378458334865, 0.9846378458334865]"
100,0.0029997825622558594,4.882090388897376e-07,"[0, 0.0004999260558230913, 0.00024996302791154565, 0.00012498151395577283, 6.249075697788641e-05, 3.1245378488943207e-05, 1.5622689244471603e-05, 7.811344622235802e-06, 3.905672311117901e-06, 1.9528361555589504e-06, 9.764180777794752e-07, 9.764180777794752e-07]","[0.986169377193625, 0.9901578253892676, 0.9879342948877086, 0.9870126358552518, 0.986581555920571, 0.9863720133722325, 0.9862702417875183, 0.9862198094905718, 0.9861945933420982, 0.9861819852678617, 0.9861756812307435, 0.9861756812307435]"
