Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
21,0.0,"[0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047]","[0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047, 0.6036603403443047]","[0.21831401484055396, 0.3274710222608309, 0.2728925185506924, 0.24560326669562318, 0.2319586407680886, 0.23878095373185587, 0.23536979724997223, 0.23707537549091406, 0.23792816461138497, 0.2383545591716204, 0.23856775645173814, 0.23867435509179702, 0.23872765441182645, 0.23870100475181172, 0.2387143295818191, 0.23872099199682278]",0.6036603403443047
22,0.0,"[0.5447687378290061, 0.5447687378290061, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777]","[-inf, 0.0, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777, 0.544485953157777]","[0.1817819553391008, 0.2726729330086512, 0.227227444173876, 0.2499501885912636, 0.26131156079995743, 0.26699224690430434, 0.26983258995647774, 0.2712527614825645, 0.2705426757195211, 0.27089771860104284, 0.27072019716028195, 0.2708089578806624, 0.27076457752047217, 0.2707867677005673, 0.2707756726105197, 0.2707812201555435]",0.544485953157777
23,0.0,"[0.6612640410199914, 0.6612640410199914, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913, 0.6612640410199913]","[0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914, 0.6612640410199914]","[0.23357609677754287, 0.3503641451663143, 0.2919701209719286, 0.2627731088747357, 0.2773716149233322, 0.2846708679476304, 0.2883204944597795, 0.290145307715854, 0.29105771434389127, 0.2915139176579099, 0.2917420193149193, 0.29185607014342396, 0.2919130955576763, 0.29188458285055013, 0.2918988392041132, 0.29190596738089475]",0.6612640410199914
24,0.0,"[0.5476524209809461, 0.5476524209809461, 0.546507680313466, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950648]","[-inf, 0.4611381704771727, 0.4611381704771727, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649, 0.5457819777950649]","[0.18358015048832776, 0.27537022573249165, 0.2294751881104097, 0.20652766929936872, 0.2180014287048892, 0.22373830840764947, 0.2266067482590296, 0.22804096818471964, 0.22732385822187462, 0.22768241320329713, 0.22750313571258587, 0.22759277445794152, 0.2275479550852637, 0.22752554539892478, 0.2275143405557553, 0.22751994297734005]",0.5457819777950649
25,0.0009999275207519531,"[0.5393266197916474, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696]","[-inf, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696, 0.5374709766208696]","[0.17186481580800692, 0.25779722371201036, 0.21483101976000862, 0.2363141217360095, 0.2470556727240099, 0.25242644821801014, 0.24974106047101002, 0.2510837543445101, 0.2517551012812601, 0.25209077474963515, 0.25192293801544763, 0.2520068563825414, 0.2519648971989945, 0.25198587679076795, 0.2519963665866547, 0.25200161148459804]",0.5374709766208696
26,0.0010001659393310547,"[0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903]","[0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903, 0.625269768748903]","[0.207545809854513, 0.31131871478176953, 0.25943226231814126, 0.23348903608632715, 0.2205174229704201, 0.22700322952837362, 0.22376032624939685, 0.22213887460990847, 0.22132814879016427, 0.22173351170003636, 0.22193619315497243, 0.22203753388244046, 0.22208820424617448, 0.22206286906430747, 0.222075536655241, 0.22208187045070774]",0.625269768748903
27,0.0,"[0.45684703456071674, 0.45684703456071674, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607167, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166]","[0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166, 0.4568470345607166]","[0.15489066039264635, 0.23233599058896953, 0.19361332549080795, 0.21297465803988874, 0.22265532431442914, 0.21781499117715894, 0.21539482460852383, 0.21418474132420628, 0.2135796996820475, 0.21327717886096814, 0.21342843927150784, 0.213352809066238, 0.21339062416887292, 0.21337171661755544, 0.21336226284189672]",0.4568470345607166
28,0.0,"[0.47773735707521, 0.47773735707521, 0.47773735707521, 0.4756202366592779, 0.4756202366592779, 0.4756202366592779, 0.47562023665927783, 0.47562023665927783, 0.47562023665927783, 0.47562023665927783, 0.47562023665927783, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778]","[-inf, 0.0, 0.39858186074665714, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778, 0.4756202366592778]","[0.1663567231528437, 0.24953508472926555, 0.2079459039410546, 0.18715131354694914, 0.19754860874400187, 0.1923499611454755, 0.18975063734621234, 0.19105029924584394, 0.19040046829602814, 0.19072538377093604, 0.19056292603348207, 0.19064415490220904, 0.19060354046784556, 0.1905832332506638, 0.1905933868592547, 0.19059846366355013]",0.4756202366592778
29,0.0,"[0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297]","[0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297, 0.686134843264297]","[0.2383765909773808, 0.1191882954886904, 0.1787824432330356, 0.2085795171052082, 0.2234780540412945, 0.23092732250933765, 0.2346519567433592, 0.23651427386037, 0.2374454324188754, 0.2379110116981281, 0.23814380133775442, 0.2382601961575676, 0.2383183935674742, 0.2382892948625209, 0.23830384421499756, 0.23829656953875922]",0.686134843264297
30,0.0,"[0.5017107455533646, 0.4801603308769452, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977, 0.47025254047852977]","[0.4586099162005257, 0.4586099162005257, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298, 0.4702525404785298]","[0.1577533084029704, 0.0788766542014852, 0.0394383271007426, 0.0197191635503713, 0.029578745325556946, 0.03450853621314977, 0.03697343165694618, 0.038205879378844385, 0.03758965551789528, 0.03789776744836983, 0.038051823413607105, 0.038128851396225745, 0.03816736538753507, 0.038186622383189726, 0.03819625088101705]",0.4702525404785298
31,0.0009999275207519531,"[0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608]","[0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608, 0.6696113107292608]","[0.2265439217292163, 0.11327196086460815, 0.16990794129691222, 0.19822593151306428, 0.21238492662114028, 0.2194644241751783, 0.22300417295219732, 0.22477404734070683, 0.22565898453496158, 0.2252165159378342, 0.22499528163927052, 0.22510589878855236, 0.22516120736319328, 0.22513355307587282, 0.22514738021953307, 0.22515429379136317]",0.6696113107292608
32,0.0,"[0.6455137645419795, 0.6455137645419795, 0.6455137645419795, 0.6455137645419795, 0.6443176848969441, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203]","[0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.5875327959066817, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203, 0.6442670662775203]","[0.20979562454040027, 0.10489781227020013, 0.1573467184053002, 0.18357117147285024, 0.19668339800662527, 0.20323951127351275, 0.20651756790695652, 0.20487853959023464, 0.20569805374859557, 0.20528829666941512, 0.2050834181298249, 0.20518585739962, 0.20523707703451755, 0.20526268685196633, 0.2052754917606907, 0.20526908930632853]",0.6442670662775203
33,0.0,"[0.6725725797443572, 0.6725270130091745, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924]","[-inf, 0.5560818730666934, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924, 0.6628087238043924]","[0.22333813234027233, 0.3350071985104085, 0.2791726654253404, 0.25125539888280635, 0.26521403215407335, 0.2721933487897069, 0.2756830071075237, 0.2774278362664321, 0.2783002508458863, 0.2778640435561592, 0.27808214720102276, 0.2781911990234545, 0.27824572493467037, 0.2782729878902783, 0.2782866193680823, 0.2782934351069843]",0.6628087238043924
34,0.0009999275207519531,"[0.49985141424351076, 0.4711743470176884, 0.4568358134047773, 0.4568358134047773, 0.45659832180071847, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775, 0.45604471460984775]","[0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.44249727979186615, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478, 0.4560447146098478]","[0.1679784543996111, 0.08398922719980555, 0.04199461359990277, 0.020997306799951387, 0.03149596019992708, 0.03674528689991492, 0.039369950249908844, 0.040682281924905805, 0.040026116087407325, 0.03969803316865808, 0.03953399170928346, 0.03961601243897077, 0.03957500207412712, 0.039595507256548944, 0.03960575984775985, 0.03961088614336531]",0.4560447146098478
35,0.0,"[0.6879155005204853, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704, 0.6811198277526704]","[0.6298634415132314, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705, 0.6811198277526705]","[0.2155179193855618, 0.1077589596927809, 0.16163843953917134, 0.18857817946236657, 0.2020480494239642, 0.1953131144431654, 0.191945646952766, 0.1902619132075663, 0.18942004633496645, 0.18984097977126638, 0.19005144648941635, 0.19015667984849133, 0.19020929652802882, 0.19023560486779756, 0.1902224506979132, 0.190215873612971]",0.6811198277526705
36,0.0,"[0.6818096419784261, 0.6794009566925916, 0.6749750933601103, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102, 0.6749750933601102]","[0.6229605602259193, 0.6229605602259193, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103, 0.6749750933601103]","[0.2145892218089867, 0.10729461090449335, 0.16094191635674004, 0.18776556908286338, 0.20117739544592506, 0.1944714822643942, 0.1911185256736288, 0.1894420473782461, 0.19028028652593745, 0.18986116695209176, 0.18965160716516893, 0.18975638705863035, 0.18970399711189964, 0.1896778021385343, 0.18966470465185162, 0.18965815590851026]",0.6749750933601103
37,0.0010001659393310547,"[0.7635074382166409, 0.7305094601332354, 0.7140104710915327, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916]","[0.6975114820498299, 0.6975114820498299, 0.6975114820498299, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916, 0.7061402195164916]","[0.2403738266792685, 0.12018691333963424, 0.06009345666981712, 0.03004672833490856, 0.01502336416745428, 0.02253504625118142, 0.02629088729304499, 0.028168807813976775, 0.029107768074442666, 0.029577248204675614, 0.02981198826979209, 0.029929358302350325, 0.02998804331862944, 0.02995870081048988, 0.0299440295564201, 0.02995136518345499]",0.7061402195164916
38,0.0,"[0.6391888442555854, 0.6391888442555854, 0.6391888442555854, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249, 0.6383766868591249]","[-inf, 0.0, 0.5169110038988534, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125, 0.638376686859125]","[0.23260389048321245, 0.3489058357248187, 0.29075486310401555, 0.26167937679361397, 0.2471416336384132, 0.2544105052160136, 0.2580449410048138, 0.2598621588992139, 0.26077076784641395, 0.26122507232001396, 0.26145222455681394, 0.26156580067521396, 0.26162258873441396, 0.261650982764014, 0.261665179778814, 0.261672278286214]",0.638376686859125
39,0.0010001659393310547,"[0.7241818414716302, 0.7241818414716302, 0.7241818414716302, 0.7241818414716302, 0.7241818414716302, 0.7241818414716302, 0.7241818414716302, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.72418184147163, 0.72418184147163, 0.72418184147163, 0.72418184147163, 0.72418184147163]","[0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301, 0.7241818414716301]","[0.22987314946202808, 0.3448097241930421, 0.2873414368275351, 0.2586072931447816, 0.24424022130340484, 0.23705668538271646, 0.23346491742237227, 0.2316690334422002, 0.23256697543228622, 0.23301594642732926, 0.23279146092980774, 0.2329037036785685, 0.23284758230418812, 0.2328756429913783, 0.2328896733349734, 0.23289668850677095]",0.7241818414716301
40,0.0,"[0.6302744843307413, 0.6223764102707106, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298, 0.6215181021644298]","[0.5523203814098541, 0.5523203814098541, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299, 0.6215181021644299]","[0.21603419827335088, 0.10801709913667544, 0.16202564870501315, 0.18902992348918202, 0.20253206088126646, 0.19578099218522424, 0.19240545783720314, 0.19071769066319258, 0.19156157425019787, 0.19113963245669524, 0.19135060335344656, 0.1912451179050709, 0.19119237518088306, 0.191218746542977, 0.19120556086193002, 0.19119896802140654]",0.6215181021644299
41,0.0,"[0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817, 0.7209633299236817]","[0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818, 0.7209633299236818]","[0.2409328006482534, 0.3613992009723801, 0.30116600081031675, 0.3312826008913484, 0.3162243008508326, 0.30869515083057464, 0.3124597258407036, 0.31434201334576806, 0.3134008695932358, 0.31387144146950197, 0.3136361555313689, 0.31375379850043544, 0.3138126199849687, 0.3137832092427021, 0.3137979146138354, 0.31380526729940206]",0.7209633299236818
42,0.0,"[0.2813503524458809, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973, 0.2715924529564973]","[0.2557855016505, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737, 0.27159245295649737]","[0.08951122620800592, 0.04475561310400296, 0.06713341965600444, 0.0559445163800037, 0.050350064742003334, 0.05314729056100352, 0.05174867765150343, 0.052447984106253474, 0.052797637333628494, 0.05297246394731601, 0.05305987725415977, 0.053103583907581645, 0.05312543723429258, 0.053114510570937114, 0.053119973902614845]",0.27159245295649737
43,0.0,"[0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051, 0.681346454083051]","[0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511, 0.6813464540830511]","[0.2277159035542869, 0.34157385533143036, 0.28464487944285866, 0.25618039149857275, 0.24194814752642982, 0.24906426951250127, 0.252622330505537, 0.2544013610020549, 0.2552908762503138, 0.2557356338744433, 0.25595801268650803, 0.25606920209254036, 0.25612479679555655, 0.25615259414706465, 0.25616649282281867, 0.25615954348494163]",0.6813464540830511
44,0.0,"[0.5118536005808152, 0.5118536005808152, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151]","[0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151, 0.5118536005808151]","[0.17361122522881464, 0.26041683784322195, 0.21701403153601828, 0.19531262838241648, 0.20616332995921738, 0.21158868074761783, 0.2088760053534176, 0.2075196676563175, 0.20819783650486756, 0.2078587520805925, 0.20802829429273004, 0.2081130653987988, 0.20807067984576444, 0.20809187262228163, 0.20808127623402303, 0.20808657442815232]",0.5118536005808151
45,0.0,"[0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549]","[0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549, 0.6055916943057549]","[0.21298887229517963, 0.31948330844276945, 0.26623609036897455, 0.23961248133207708, 0.25292428585052584, 0.2595801881097502, 0.256252236980138, 0.2545882614153319, 0.255420249197735, 0.2558362430889365, 0.25562824614333574, 0.2557322446161361, 0.2557842438525363, 0.2558102434707364, 0.25579724366163636, 0.2558037435661864]",0.6055916943057549
46,0.0,"[0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945]","[0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945, 0.6675388551639945]","[0.22190736609895537, 0.33286104914843306, 0.2773842076236942, 0.24964578686132477, 0.23577657648014005, 0.2288419712895477, 0.22537466869425155, 0.22364101739660347, 0.2227741917477794, 0.2223407789233674, 0.2225574853355734, 0.2224491321294704, 0.2223949555264189, 0.22242204382794467, 0.22243558797870755, 0.22244236005408896]",0.6675388551639945
47,0.0,"[0.5364458333712316, 0.5318377544698094, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737]","[0.45368943715180643, 0.45368943715180643, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737, 0.5300800964032737]","[0.1961787555073767, 0.09808937775368835, 0.14713406663053252, 0.17165641106895463, 0.18391758328816565, 0.17778699717856014, 0.1808522902333629, 0.18238493676076428, 0.1816186134970636, 0.18123545186521325, 0.1810438710492881, 0.1809480806413255, 0.1809959758453068, 0.18101992344729745, 0.18100794964630212, 0.1810139365467998]",0.5300800964032737
48,0.0009999275207519531,"[0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889827, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826]","[0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826, 0.6389428192889826]","[0.19728634913389925, 0.2959295237008489, 0.24660793641737408, 0.2712687300591115, 0.2589383332382428, 0.25277313482780844, 0.24969053562259125, 0.24814923601998268, 0.24737858621867836, 0.24776391111933052, 0.2479565735696566, 0.24786024234449355, 0.24781207673191202, 0.24778799392562129, 0.24777595252247592, 0.2477819732240486]",0.6389428192889826
