Instance,Runtime,Dual_Bound,Primal_Bound,Lamda,Optimal_Value
58,0.026999950408935547,"[0.988166932706305, 0.9859450126175741, 0.984989177293353, 0.9845357984879399, 0.9843147216612054, 0.9842059520196715, 0.9841525122285067]","[0.983277376570522, 0.9839857978719987, 0.9840794228679975, 0.9840905528262976, 0.9840942586472757, 0.9840990724373416, 0.9840990724373416]","[0.0004995559899643267, 0.00024977799498216336, 0.00012488899749108168, 6.244449874554084e-05, 3.122224937277042e-05, 1.561112468638521e-05, 7.805562343192605e-06]",0.9840990724373416
59,0.01100015640258789,"[0.9874097693966672, 0.9854256685895216, 0.984549248046873, 0.9841419192734401, 0.9839470626395938, 0.9838512874434762, 0.9838033998454178]","[0.9830642527361033, 0.9836128586427618, 0.983719430534783, 0.9837481816588662, 0.983755512247359, 0.983755512247359, 0.983755512247359]","[0.0004996601123404427, 0.00024983005617022135, 0.00012491502808511067, 6.245751404255534e-05, 3.122875702127767e-05, 1.5614378510638834e-05, 7.807189255319417e-06]",0.983755512247359
60,0.019999980926513672,"[0.9878052075750269, 0.9855315443538855, 0.9845491872368751, 0.9841009389565541, 0.9838803558309663, 0.9837700642681722, 0.9837149184867755]","[0.9827271828829302, 0.9834863388697807, 0.9835901287672013, 0.9836597727053785, 0.9836597727053785, 0.9836597727053785, 0.9836597727053785]","[0.0004997557939326088, 0.0002498778969663044, 0.0001249389484831522, 6.24694742415761e-05, 3.123473712078805e-05, 1.5617368560394026e-05, 7.808684280197013e-06]",0.9836597727053785
61,0.010999917984008789,"[0.9889309779442363, 0.9867497298294334, 0.9857974170849017, 0.9853432239341262, 0.9851193381012402, 0.9850086527428533, 0.9849534311338911]","[0.9840961833811857, 0.9847480298777701, 0.9848779496827725, 0.9848898179953499, 0.9848962968156663, 0.9848982095249286, 0.9848982095249286]","[0.0004998654738271897, 0.00024993273691359483, 0.00012496636845679742, 6.248318422839871e-05, 3.1241592114199354e-05, 1.5620796057099677e-05, 7.810398028549839e-06]",0.9848982095249286
62,0.009999990463256836,"[0.987341836373093, 0.9847648332098019, 0.9837477956462687, 0.9832781300936839, 0.9830481680588363, 0.982933700326991, 0.9828764664610686]","[0.9809776835807577, 0.9826567764315272, 0.9827923000903634, 0.9828146468414456, 0.9828192325951459, 0.9828192325951459, 0.9828192325951459]","[0.0004998361755266242, 0.0002499180877633121, 0.00012495904388165605, 6.247952194082802e-05, 3.123976097041401e-05, 1.5619880485207006e-05, 7.809940242603503e-06]",0.9828192325951459
63,0.01900005340576172,"[0.9886420439687309, 0.9863141650020303, 0.9853227939181813, 0.9848633161253613, 0.9846366394851921, 0.9845255478941449, 0.9844703485236349]","[0.9834113003663811, 0.9842451988277879, 0.984376266992631, 0.9844084019814484, 0.9844144563030981, 0.9844144563030981, 0.9844154063479592]","[0.0004997892109670511, 0.00024989460548352553, 0.00012494730274176277, 6.247365137088138e-05, 3.123682568544069e-05, 1.5618412842720346e-05, 7.809206421360173e-06]",0.9844154063479592
64,0.012000083923339844,"[0.9890994818681547, 0.9869215866964175, 0.9859301582651175, 0.9854671626527574, 0.9852377426641254, 0.9851230326698088, 0.9850656776726512]","[0.9844671421099245, 0.984851308122365, 0.9849811662308757, 0.9850083226754937, 0.9850083226754937, 0.9850083226754937, 0.9850083226754937]","[0.0004996788702018192, 0.0002498394351009096, 0.0001249197175504548, 6.24598587752274e-05, 3.12299293876137e-05, 1.561496469380685e-05, 7.807482346903424e-06]",0.9850083226754937
65,0.026000022888183594,"[0.988487701802131, 0.9861915945962766, 0.9852740008322955, 0.9848585242755685, 0.9846616064264302, 0.9845639719794523, 0.9845153102058604]","[0.9829470363130957, 0.9842530819099344, 0.9844145388689483, 0.9844646885772916, 0.9844646885772916, 0.9844666484322684, 0.9844666484322684]","[0.0004997190013317284, 0.0002498595006658642, 0.0001249297503329321, 6.246487516646605e-05, 3.1232437583233024e-05, 1.5616218791616512e-05, 7.808109395808256e-06]",0.9844666484322684
66,0.013000011444091797,"[0.9874834803968501, 0.9851742157767449, 0.9842173929686124, 0.9837586121249859, 0.9835364026869657, 0.9834257117654875, 0.9833703663047497]","[0.9822335780538949, 0.983250009108692, 0.9832854154041344, 0.9833055363852795, 0.9833150208440109, 0.9833150208440109, 0.9833150208440109]","[0.0004997185571276856, 0.0002498592785638428, 0.0001249296392819214, 6.24648196409607e-05, 3.123240982048035e-05, 1.5616204910240174e-05, 7.808102455120087e-06]",0.9833150208440109
67,0.004999876022338867,"[0.9880905477832944, 0.9859242776759803, 0.9850312012809623, 0.9846070805973038, 0.9843970899285605, 0.9842920945941884, 0.9842395969270027]","[0.9827215712267091, 0.9841054612779634, 0.9841662627173278, 0.984187099259817, 0.984187099259817, 0.984187099259817, 0.984187099259817]","[0.0004997727049009686, 0.0002498863524504843, 0.00012494317622524216, 6.247158811262108e-05, 3.123579405631054e-05, 1.561789702815527e-05, 7.808948514077635e-06]",0.984187099259817
68,0.019999980926513672,"[0.987574854914027, 0.9851410972739139, 0.9840483373724133, 0.9835263763117624, 0.9832683804830101, 0.9831394006359114, 0.9830767365030142]","[0.9822417539231083, 0.9828646260828159, 0.9829929698838563, 0.9830103846542577, 0.9830103846542577, 0.9830123324347534, 0.983014161781956]","[0.0004997093821800783, 0.00024985469109003913, 0.00012492734554501956, 6.246367277250978e-05, 3.123183638625489e-05, 1.5615918193127446e-05, 7.807959096563723e-06]",0.983014161781956
69,0.023999929428100586,"[0.9894931777261738, 0.9870937819656874, 0.9860224893686166, 0.9855097427598228, 0.9852644044098754, 0.9851438748687198, 0.9850836100981419]","[0.984327407343853, 0.9848837639724727, 0.984983483063835, 0.9850185872623868, 0.9850233453275641, 0.9850233453275641, 0.9850233453275641]","[0.0004999436186660889, 0.00024997180933304447, 0.00012498590466652223, 6.249295233326112e-05, 3.124647616663056e-05, 1.562323808331528e-05, 7.81161904165764e-06]",0.9850233453275641
70,0.003999948501586914,"[0.9914602896700114, 0.9894651886117444, 0.9885710347779214, 0.988144858671981, 0.9879428818581958, 0.987843772539083, 0.9877954013862518]","[0.9870317281728528, 0.9876177072301862, 0.9877165186485162, 0.9877248539768851, 0.9877433331864474, 0.9877470302334205, 0.9877470302334205]","[0.0004997011886712559, 0.00024985059433562794, 0.00012492529716781397, 6.246264858390699e-05, 3.123132429195349e-05, 1.5615662145976746e-05, 7.807831072988373e-06]",0.9877470302334205
71,0.0,"[0.989376877258874, 0.987157478986917, 0.9861478990873928, 0.9856764593731511, 0.9854468317432239, 0.9853321836403386, 0.985275076413105]","[0.9846139731553567, 0.9850749746985811, 0.9851923120338957, 0.9852101618724045, 0.9852175355374532, 0.9852175355374532, 0.9852184976493622]","[0.0004996975374239556, 0.0002498487687119778, 0.0001249243843559889, 6.246219217799445e-05, 3.1231096088997226e-05, 1.5615548044498613e-05, 7.807774022249306e-06]",0.9852184976493622
72,0.010999917984008789,"[0.990141238642908, 0.9882359543570052, 0.987386982188727, 0.986972700357832, 0.9867701369849072, 0.9866695005269351, 0.9866196730470393]","[0.9860191699031645, 0.9865348849079981, 0.9865492032720987, 0.9865634057838903, 0.9865675976187508, 0.9865698455671447, 0.9865698455671447]","[0.0004997763557466255, 0.00024988817787331274, 0.00012494408893665637, 6.247204446832818e-05, 3.123602223416409e-05, 1.5618011117082046e-05, 7.809005558541023e-06]",0.9865698455671447
73,0.019999980926513672,"[0.9878628297554756, 0.9856535443998267, 0.9846760517375981, 0.9842107221131164, 0.9839881100236121, 0.9838774127906941, 0.9838220641742349]","[0.9825090932106866, 0.9835866887461896, 0.9837182809928353, 0.9837635310388184, 0.9837667155577756, 0.9837667155577756, 0.9837667155577756]","[0.0004998299794080008, 0.0002499149897040004, 0.0001249574948520002, 6.24787474260001e-05, 3.123937371300005e-05, 1.5619686856500025e-05, 7.809843428250013e-06]",0.9837667155577756
74,0.011999845504760742,"[0.9887342860507538, 0.9866007232813864, 0.9857094334968013, 0.9852952059845171, 0.9850955073278871, 0.9849968802981781, 0.9849476311022929]","[0.9836717266544517, 0.9847409059435679, 0.9848544076879293, 0.9848911647801724, 0.984896376220457, 0.984898381906407, 0.984898381906407]","[0.0004999094406312532, 0.0002499547203156266, 0.0001249773601578133, 6.248868007890664e-05, 3.124434003945332e-05, 1.562217001972666e-05, 7.81108500986333e-06]",0.984898381906407
75,0.018000125885009766,"[0.9887786454718054, 0.9867440249803743, 0.9858987853941806, 0.9854938723373181, 0.9852944299141345, 0.9851947087025426, 0.9851448480967466]","[0.9840313424594058, 0.9850415410274576, 0.9850657983366117, 0.9850949874909509, 0.9850949874909509, 0.9850949874909509, 0.9850949874909509]","[0.0004999155818804338, 0.0002499577909402169, 0.00012497889547010845, 6.248944773505422e-05, 3.124472386752711e-05, 1.5622361933763556e-05, 7.811180966881778e-06]",0.9850949874909509
76,0.010999917984008789,"[0.9879250211734244, 0.9856809075809384, 0.9847465607266424, 0.984310151971908, 0.9840943165652095, 0.9839870097510451, 0.9839333563439633]","[0.9828743378088319, 0.983726172536899, 0.9838662291478486, 0.9838744569161516, 0.9838797029368803, 0.9838797029368803, 0.9838797029368803]","[0.0004996886663563118, 0.0002498443331781559, 0.00012492216658907795, 6.246108329453897e-05, 3.123054164726949e-05, 1.5615270823634744e-05, 7.807635411817372e-06]",0.9838797029368803
77,0.009000062942504883,"[0.9897318471162552, 0.9875050505685165, 0.9865578595954517, 0.9861232823351658, 0.9859088556381304, 0.9858021836788351, 0.985748847699187]","[0.9848384897302559, 0.9855307780456427, 0.9856587117899441, 0.9856920455815419, 0.9856955117195396, 0.9856955117195396, 0.9856955117195396]","[0.0004998836365029202, 0.0002499418182514601, 0.00012497090912573004, 6.248545456286502e-05, 3.124272728143251e-05, 1.5621363640716255e-05, 7.810681820358127e-06]",0.9856955117195396
78,0.004999876022338867,"[0.9887782555470989, 0.9863874436342767, 0.9853487094502016, 0.9848646098549514, 0.9846262455571934, 0.984509439978628, 0.9844514360433371]","[0.9835234950248194, 0.9842512795433319, 0.9843447586649295, 0.984387040908742, 0.9843900181244372, 0.9843927109765442, 0.9843936319118795]","[0.0004999024472277722, 0.0002499512236138861, 0.00012497561180694304, 6.248780590347152e-05, 3.124390295173576e-05, 1.562195147586788e-05, 7.81097573793394e-06]",0.9843936319118795
79,0.0019998550415039062,"[0.9883998689220979, 0.9859867699742001, 0.984920839314476, 0.9844177548964438, 0.9841731854991342, 0.9840530369425223, 0.98399546911537]","[0.9830581808107878, 0.9837987719472714, 0.9839102118531132, 0.983920575745269, 0.9839315855374878, 0.9839362738706007, 0.9839382782392517]","[0.0004997535719619191, 0.0002498767859809596, 0.0001249383929904798, 6.24691964952399e-05, 3.123459824761995e-05, 1.5617299123809973e-05, 7.808649561904987e-06]",0.9839382782392517
80,0.0,"[0.9883892182424945, 0.9862495901399235, 0.9853618345715639, 0.9849349398860462, 0.9847238427655319, 0.9846211741449464, 0.9845698398346537]","[0.9831498219617556, 0.9844228822831577, 0.9845080452005276, 0.9845080452005276, 0.984518505524361, 0.984518505524361, 0.984518505524361]","[0.0004998848567651708, 0.0002499424283825854, 0.0001249712141912927, 6.248560709564635e-05, 3.124280354782317e-05, 1.5621401773911587e-05, 7.810700886955793e-06]",0.984518505524361
81,0.015000104904174805,"[0.9889636449469307, 0.9867437996765381, 0.9857552678629711, 0.9852839676076437, 0.9850650939385049, 0.9849580117080725, 0.9849049477162146]","[0.984067465780176, 0.9847541836133944, 0.9847782597776413, 0.9848408982333119, 0.9848509294776405, 0.9848509294776405, 0.9848520073318556]","[0.0004998395974392133, 0.00024991979871960665, 0.00012495989935980333, 6.247994967990166e-05, 3.123997483995083e-05, 1.5619987419975416e-05, 7.809993709987708e-06]",0.9848520073318556
82,0.018000125885009766,"[0.9888145911937684, 0.9866938162850852, 0.9857742577498861, 0.985350348489995, 0.9851434694741742, 0.9850407579833826, 0.9849894022379871]","[0.9838001307823239, 0.9847908358128424, 0.9849078976504035, 0.9849298905491125, 0.9849380464925919, 0.9849380464925919, 0.9849380464925919]","[0.0004999128610745211, 0.00024995643053726054, 0.00012497821526863027, 6.248910763431513e-05, 3.124455381715757e-05, 1.5622276908578784e-05, 7.811138454289392e-06]",0.9849380464925919
83,0.011999845504760742,"[0.9900226965592029, 0.9878158874339344, 0.9868664045192053, 0.9864181381154198, 0.9861965479878303, 0.9860873776850148, 0.986033041369162]","[0.985136711653279, 0.9858344732709768, 0.9859592811361496, 0.9859749578602415, 0.9859749578602415, 0.9859782941093734, 0.9859794318268081]","[0.0004999725760325582, 0.0002499862880162791, 0.00012499314400813956, 6.249657200406978e-05, 3.124828600203489e-05, 1.5624143001017445e-05, 7.812071500508723e-06]",0.9859794318268081
84,0.017999887466430664,"[0.9885370722437435, 0.9860894516995647, 0.985007816622819, 0.9845160682948543, 0.9842779702679548, 0.9841607843619148, 0.9841021914088947]","[0.9829431500677881, 0.9838408470951348, 0.9840091788224355, 0.9840307483231553, 0.9840435984558746, 0.9840435984558746, 0.9840435984558746]","[0.0004998157998370506, 0.0002499078999185253, 0.00012495394995926264, 6.247697497963132e-05, 3.123848748981566e-05, 1.561924374490783e-05, 7.809621872453915e-06]",0.9840435984558746
85,0.014000177383422852,"[0.9885868376450478, 0.9861054119803794, 0.9849831941510411, 0.9844495513399365, 0.9841920202259453, 0.9840638468259453, 0.9840014229090067]","[0.9830403334275616, 0.9838369762721345, 0.9838893970690288, 0.9839300183159453, 0.9839350586187362, 0.9839379841631773, 0.9839391282093356]","[0.0004997963288177516, 0.0002498981644088758, 0.0001249490822044379, 6.247454110221895e-05, 3.1237270551109476e-05, 1.5618635275554738e-05, 7.809317637777369e-06]",0.9839391282093356
86,0.023000001907348633,"[0.9890972000648233, 0.9868099441307604, 0.9858363856048835, 0.9853732451904248, 0.9851519606437571, 0.9850423607610262, 0.9849875608196608]","[0.9844137520075179, 0.9847180255216488, 0.9848991237070389, 0.9849163346366367, 0.9849327608782946, 0.9849327608782946, 0.9849327608782946]","[0.0004998401546321855, 0.00024992007731609276, 0.00012496003865804638, 6.248001932902319e-05, 3.1240009664511595e-05, 1.5620004832255797e-05, 7.810002416127899e-06]",0.9849327608782946
87,0.021000146865844727,"[0.9880468924271291, 0.9857046741191757, 0.9847410850585776, 0.9842962830490269, 0.9840774007568217, 0.9839688414081755, 0.9839145617338517]","[0.982650564905251, 0.9836030098544157, 0.9838510741746568, 0.9838576959398325, 0.9838602820595289, 0.9838602820595289, 0.9838602820595289]","[0.0004999007463588535, 0.00024995037317942674, 0.00012497518658971337, 6.248759329485668e-05, 3.124379664742834e-05, 1.562189832371417e-05, 7.810949161857086e-06]",0.9838602820595289
88,0.009999990463256836,"[0.9899037670928671, 0.9874049586113285, 0.9862211185756046, 0.9856618976816921, 0.9854034196955885, 0.9852750685284399, 0.9852108929448657]","[0.9847758104053701, 0.9849448095663119, 0.985083008483155, 0.9851394045720123, 0.9851467173612914, 0.9851467173612914, 0.9851467173612914]","[0.0004998528318879938, 0.0002499264159439969, 0.00012496320797199844, 6.248160398599922e-05, 3.124080199299961e-05, 1.5620400996499806e-05, 7.810200498249903e-06]",0.9851467173612914
89,0.023000001907348633,"[0.9890028564128259, 0.986474786939167, 0.9853985299183878, 0.9849267517894309, 0.9846932643447633, 0.9845770522132588, 0.9845194802174781]","[0.9836627737578261, 0.9842243284805571, 0.9844420813870791, 0.9844597769000956, 0.9844597769000956, 0.9844619082216977, 0.9844619082216977]","[0.0004998020257362699, 0.00024990101286813496, 0.00012495050643406748, 6.247525321703374e-05, 3.123762660851687e-05, 1.5618813304258435e-05, 7.809406652129218e-06]",0.9844619082216977
90,0.01699995994567871,"[0.9896431581027231, 0.9874933425854069, 0.9865562370585931, 0.9861056627746765, 0.9858836136820086, 0.9857725891356752, 0.9857170768625082]","[0.9846741534035317, 0.9855806745247632, 0.9856291853744175, 0.9856615645893412, 0.9856615645893412, 0.9856615645893412, 0.9856615645893412]","[0.0004999202147406496, 0.0002499601073703248, 0.0001249800536851624, 6.24900268425812e-05, 3.12450134212906e-05, 1.56225067106453e-05, 7.81125335532265e-06]",0.9856615645893412
91,0.012999773025512695,"[0.9897684150632261, 0.9877744027435945, 0.9868992061407325, 0.9864831629807006, 0.9862757155536304, 0.9861719918400951, 0.986120129983328]","[0.9851505321144315, 0.9859390660086903, 0.986061510540937, 0.98606826812656, 0.98606826812656, 0.98606826812656, 0.98606826812656]","[0.0004999401603072222, 0.0002499700801536111, 0.00012498504007680555, 6.249252003840277e-05, 3.1246260019201386e-05, 1.5623130009600693e-05, 7.811565004800347e-06]",0.98606826812656
92,0.010999917984008789,"[0.9879373490784314, 0.985444979155521, 0.9844509802791953, 0.9839776630381737, 0.9837540934676469, 0.9836437492709673, 0.9835885771726272]","[0.9819984924960028, 0.9832930508788805, 0.9834840564127285, 0.9835278504910692, 0.9835334050742877, 0.9835334050742877, 0.9835334050742877]","[0.0004999361915692506, 0.0002499680957846253, 0.00012498404789231264, 6.249202394615632e-05, 3.124601197307816e-05, 1.562300598653908e-05, 7.81150299326954e-06]",0.9835334050742877
93,0.02499985694885254,"[0.9888486920994731, 0.9864277252783232, 0.9854486263153545, 0.9849871707826192, 0.984760698723135, 0.9846507196436101, 0.9845967389523309]","[0.9833245898600742, 0.9844164846291706, 0.9845145737616264, 0.9845278981602064, 0.9845371785752135, 0.9845427582610513, 0.9845427582610513]","[0.0004999463930162228, 0.0002499731965081114, 0.0001249865982540557, 6.249329912702785e-05, 3.1246649563513924e-05, 1.5623324781756962e-05, 7.811662390878481e-06]",0.9845427582610513
94,0.011999845504760742,"[0.9872343529934401, 0.9851098581241723, 0.9841769224008526, 0.9837246045240499, 0.9835023292669591, 0.983391191638413, 0.9833356228241409]","[0.9825985121931301, 0.9831574559747774, 0.983251251196543, 0.9832800540098681, 0.9832800540098681, 0.9832800540098681, 0.9832800540098681]","[0.0004997671851585135, 0.0002498835925792568, 0.0001249417962896284, 6.24708981448142e-05, 3.12354490724071e-05, 1.561772453620355e-05, 7.808862268101774e-06]",0.9832800540098681
95,0.0,"[0.9888657770082063, 0.9866358264271865, 0.9856204653711473, 0.9851617002466225, 0.984938338533195, 0.9848273853698333, 0.9847719087881535]","[0.9839937434854231, 0.984506798415599, 0.9846795850332007, 0.984712310270224, 0.9847164322064728, 0.9847164322064728, 0.9847164322064728]","[0.0004998959866549176, 0.0002499479933274588, 0.0001249739966637294, 6.24869983318647e-05, 3.124349916593235e-05, 1.5621749582966174e-05, 7.810874791483087e-06]",0.9847164322064728
96,0.0,"[0.9895384115646161, 0.9872014486266005, 0.9862356282281427, 0.9857735444993653, 0.9855476661195933, 0.9854347269297076, 0.9853787821349351]","[0.9844605933243307, 0.9851527492981008, 0.9852993779833646, 0.985321787739822, 0.985321787739822, 0.985321787739822, 0.9853233219545314]","[0.0004996751275351688, 0.0002498375637675844, 0.0001249187818837922, 6.24593909418961e-05, 3.122969547094805e-05, 1.5614847735474026e-05, 7.807423867737013e-06]",0.9853233219545314
97,0.019999980926513672,"[0.9887536979987955, 0.9866501221457477, 0.9856986174846999, 0.98524419814215, 0.9850279265729256, 0.9849255748718543, 0.984874399021318]","[0.9838073571859731, 0.9847033526488465, 0.9847789404707119, 0.9848009504994171, 0.9848232231707825, 0.9848232231707825, 0.9848232231707825]","[0.0004997829671986841, 0.0002498914835993421, 0.00012494574179967104, 6.247287089983552e-05, 3.123643544991776e-05, 1.561821772495888e-05, 7.80910886247944e-06]",0.9848232231707825
98,0.017999887466430664,"[0.9895620312367174, 0.9871529461407058, 0.9860876309288648, 0.9856011021263618, 0.9853699435781272, 0.9852566455246998, 0.9852003820956435]","[0.9841471919606051, 0.9848784382321395, 0.9851008548990551, 0.98513354101272, 0.9851401703117207, 0.9851440172220286, 0.9851452256736124]","[0.0004999400451983309, 0.00024997002259916545, 0.00012498501129958273, 6.249250564979136e-05, 3.124625282489568e-05, 1.562312641244784e-05, 7.81156320622392e-06]",0.9851452256736124
99,0.012000083923339844,"[0.988948118765595, 0.9865866674227287, 0.9855637202929483, 0.985087768450355, 0.984856524952213, 0.9847431264529705, 0.9846867992532394]","[0.983278920213165, 0.9844891321282067, 0.9845814518070612, 0.9846212779364676, 0.9846297279537288, 0.9846297279537288, 0.9846308524878076]","[0.0004997577002271868, 0.0002498788501135934, 0.0001249394250567967, 6.246971252839834e-05, 3.123485626419917e-05, 1.5617428132099586e-05, 7.808714066049793e-06]",0.9846308524878076
100,0.0019998550415039062,"[0.9901578253892676, 0.9879342948877086, 0.9870126358552518, 0.986581555920571, 0.9863720133722325, 0.9862702417875183, 0.9862198094905718]","[0.9848618520479789, 0.9859693947612853, 0.9861310372443634, 0.9861578766752739, 0.9861683962850185, 0.986169377193625, 0.986169377193625]","[0.0004999260558230913, 0.00024996302791154565, 0.00012498151395577283, 6.249075697788641e-05, 3.1245378488943207e-05, 1.5622689244471603e-05, 7.811344622235802e-06]",0.986169377193625
